pl_name,hostname,is_control,radius_earth,radius_error_plus,radius_error_minus,catalogue_mass_value_earth,catalogue_mass_class,catalogue_mass_accepted_as_independent,mass_use_reason,hz_conservative_probability,earth2_rank,label,independent_mass_used,covariance_status,mass_radius_correlation,p_rocky_rogers_radius_only,wolfgang_mass_location_earth,wolfgang_intrinsic_scatter_earth,wolfgang_prediction_is_dynamical_mass,zeng_supported_draw_fraction,p_rocky_zeng_fe_si_envelope,p_requires_volatiles_zeng,p_consistent_with_terrestrial_composition_zeng,p_too_dense_for_zeng_cmf_0_to_0p4,otegi_supported_draw_fraction,p_rocky_otegi_equal_prior,p_rocky_otegi_scatter_0p10dex,p_rocky_otegi_scatter_0p30dex,p_rocky_model_min,p_rocky_model_max,p_rocky_model_range,n_rocky_models_supported,composition_evidence_scope
Proxima Cen b,Proxima Cen,False,1.02,,,1.055,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,1,1,MODEL-INFERRED,False,unavailable_assumed_zero,,0.9478464369,2.770409625,1.9,False,0,,,,,0,,,,0.9478464369,0.9478464369,,1,radius_only_baseline
GJ 1061 d,GJ 1061,False,1.16,,,1.67,measured,True,catalogue class is an independent measured mass,0.99525,2,MODEL-INFERRED,True,unavailable_assumed_zero,,0.9002495109,3.274606731,1.9,False,1,0.937,0.063,0.7465,0.1905,1,0.5562038893,0.6314302847,0.5281783101,0.5562038893,0.937,0.3807961107,3,independent_mass_and_radius
GJ 1002 b,GJ 1002,False,1.03,,,1.08,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,1,3,MODEL-INFERRED,False,unavailable_assumed_zero,,0.9453186828,2.805770575,1.9,False,0,,,,,0,,,,0.9453186828,0.9453186828,,1,radius_only_baseline
Earth,Sun,True,1,,,1,measured,True,catalogue class is an independent measured mass,1,,MODEL-INFERRED,True,unavailable_assumed_zero,,0.9525741268,2.7,1.9,False,1,1,0,1,0,1,0.6583437011,0.8464534353,0.5802325682,0.6583437011,1,0.3416562989,3,independent_mass_and_radius
Wolf 1069 b,Wolf 1069,False,1.08,,,1.26,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,1,4,MODEL-INFERRED,False,unavailable_assumed_zero,,0.9308615797,2.984108751,1.9,False,0,,,,,0,,,,0.9308615797,0.9308615797,,1,radius_only_baseline
Teegarden's Star c,Teegarden's Star,False,1.02,,,1.05,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,1,5,MODEL-INFERRED,False,unavailable_assumed_zero,,0.9478464369,2.770409625,1.9,False,0,,,,,0,,,,0.9478464369,0.9478464369,,1,radius_only_baseline
Kepler-1649 c,Kepler-1649,False,1.06,0.15,-0.1,1.2,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.95975,6,MODEL-INFERRED,False,unavailable_assumed_zero,,0.9184727982,2.91246952,1.9,False,0,,,,,0,,,,0.9184727982,0.9184727982,,1,radius_only_baseline
GJ 1002 c,GJ 1002,False,1.1,,,1.36,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0.9555,7,MODEL-INFERRED,False,unavailable_assumed_zero,,0.92414182,3.056147105,1.9,False,0,,,,,0,,,,0.92414182,0.92414182,,1,radius_only_baseline
Mars,Sun,True,0.532,,,0.1074,measured,True,catalogue class is an independent measured mass,1,,MODEL-INFERRED,True,unavailable_assumed_zero,,0.9952270199,1.188636018,1.9,False,0,,,,,0,,,,0.9952270199,0.9952270199,,1,independent_mass_and_radius
Kepler-1229 b,Kepler-1229,False,1.4,0.11,-0.13,2.54,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,1,8,MODEL-INFERRED,False,unavailable_assumed_zero,,0.7227597426,4.181481797,1.9,False,0,,,,,0,,,,0.7227597426,0.7227597426,,1,radius_only_baseline
GJ 667 C f,GJ 667 C,False,1.45,,,2.7,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0.99525,9,MODEL-INFERRED,False,unavailable_assumed_zero,,0.6791786992,4.376653522,1.9,False,0,,,,,0,,,,0.6791786992,0.6791786992,,1,radius_only_baseline
TOI-700 d,TOI-700,False,1.073,0.059,-0.054,1.25,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.592,10,MODEL-INFERRED,False,unavailable_assumed_zero,,0.9301641549,2.958989355,1.9,False,0,,,,,0,,,,0.9301641549,0.9301641549,,1,radius_only_baseline
Kepler-442 b,Kepler-442,False,1.34,0.11,-0.18,2.36,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.72175,11,MODEL-INFERRED,False,unavailable_assumed_zero,,0.7877446359,3.950026434,1.9,False,0,,,,,0,,,,0.7877446359,0.7877446359,,1,radius_only_baseline
Kepler-186 f,Kepler-186,False,1.17,0.08,-0.08,1.71,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.64525,12,MODEL-INFERRED,False,unavailable_assumed_zero,,0.8894838552,3.311352269,1.9,False,0,,,,,0,,,,0.8894838552,0.8894838552,,1,radius_only_baseline
GJ 667 C e,GJ 667 C,False,1.45,,,2.7,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0.83825,13,MODEL-INFERRED,False,unavailable_assumed_zero,,0.6791786992,4.376653522,1.9,False,0,,,,,0,,,,0.6791786992,0.6791786992,,1,radius_only_baseline
TOI-715 b,TOI-715,False,1.55,0.064,-0.064,3.02,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.88775,14,MODEL-INFERRED,False,unavailable_assumed_zero,,0.5614749951,4.773038877,1.9,False,0,,,,,0,,,,0.5614749951,0.5614749951,,1,radius_only_baseline
LHS 1140 b,LHS 1140,False,1.73,0.025,-0.025,5.6,measured,True,catalogue class is an independent measured mass,1,15,MODEL-INFERRED,True,unavailable_assumed_zero,,0.3439179029,5.505841415,1.9,False,1,0.18725,0.81275,0.18725,0,1,0.560853311,0.6537920365,0.5301513993,0.18725,0.560853311,0.373603311,3,independent_mass_and_radius
Gl 725 B c,Gl 725 B,False,1.66,,,3.4,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,1,16,MODEL-INFERRED,False,unavailable_assumed_zero,,0.4255574832,5.218002449,1.9,False,0,,,,,0,,,,0.4255574832,0.4255574832,,1,radius_only_baseline
Kepler-62 f,Kepler-62,False,1.41,0.07,-0.07,35,upper_limit,False,mass excluded: only true measured masses support composition inference,1,17,MODEL-INFERRED,False,unavailable_assumed_zero,,0.7174977482,4.220351375,1.9,False,0,,,,,0,,,,0.7174977482,0.7174977482,,1,radius_only_baseline
Kepler-1652 b,Kepler-1652,False,1.6,0.18,-0.18,3.19,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.6605,18,MODEL-INFERRED,False,unavailable_assumed_zero,,0.4935848434,4.974159895,1.9,False,0,,,,,0,,,,0.4935848434,0.4935848434,,1,radius_only_baseline
GJ 3378 b,GJ 3378,False,1.32,,,2.3,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0.3375,19,MODEL-INFERRED,False,unavailable_assumed_zero,,0.8021838886,3.873556319,1.9,False,0,,,,,0,,,,0.8021838886,0.8021838886,,1,radius_only_baseline
Kepler-1544 b,Kepler-1544,False,1.78,0.09,-0.07,3.82,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,1,20,MODEL-INFERRED,False,unavailable_assumed_zero,,0.2872714789,5.713599136,1.9,False,0,,,,,0,,,,0.2872714789,0.2872714789,,1,radius_only_baseline
GJ 251 c,GJ 251,False,1.8,,,3.88,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0.99725,21,MODEL-INFERRED,False,unavailable_assumed_zero,,0.2689414214,5.797196493,1.9,False,0,,,,,0,,,,0.2689414214,0.2689414214,,1,radius_only_baseline
Kepler-296 f,Kepler-296,False,1.8,0.31,-0.3,3.89,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.99425,22,MODEL-INFERRED,False,unavailable_assumed_zero,,0.332684057,5.797196493,1.9,False,0,,,,,0,,,,0.332684057,0.332684057,,1,radius_only_baseline
Kepler-452 b,Kepler-452,False,1.63,0.23,-0.2,3.29,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.383,23,MODEL-INFERRED,False,unavailable_assumed_zero,,0.4599057854,5.095744564,1.9,False,0,,,,,0,,,,0.4599057854,0.4599057854,,1,radius_only_baseline
Kepler-438 b,Kepler-438,False,1.12,0.16,-0.17,1.46,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.185,24,MODEL-INFERRED,False,unavailable_assumed_zero,,0.897696577,3.128579488,1.9,False,0,,,,,0,,,,0.897696577,0.897696577,,1,radius_only_baseline
GJ 667 C c,GJ 667 C,False,1.77,,,3.8,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0.48125,25,MODEL-INFERRED,False,unavailable_assumed_zero,,0.2994328575,5.671905813,1.9,False,0,,,,,0,,,,0.2994328575,0.2994328575,,1,radius_only_baseline
K2-288 B b,K2-288 B,False,1.9,0.3,-0.3,4.27,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.8874122367,26,MODEL-INFERRED,False,unavailable_assumed_zero,,0.2559042755,6.219327768,1.9,False,0,,,,,0,,,,0.2559042755,0.2559042755,,1,radius_only_baseline
TRAPPIST-1 e,TRAPPIST-1,False,0.92,0.013,-0.012,0.692,measured,True,catalogue class is an independent measured mass,1,27,MODEL-INFERRED,True,unavailable_assumed_zero,,0.9675733415,2.422634735,1.9,False,0,,,,,1,0.7834863503,0.9648366889,0.6539619906,0.7834863503,0.9675733415,0.1840869912,2,independent_mass_and_radius
TRAPPIST-1 f,TRAPPIST-1,False,1.045,0.013,-0.012,1.039,measured,True,catalogue class is an independent measured mass,1,28,MODEL-INFERRED,True,unavailable_assumed_zero,,0.9411760981,2.859005177,1.9,False,0.88625,0.997461213,0.002538787024,0.9971791255,0.0002820874471,1,0.6785333081,0.8757130011,0.5910645956,0.6785333081,0.997461213,0.3189279049,3,independent_mass_and_radius
GJ 682 b,GJ 682,False,1.93,,,4.4,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,1,29,MODEL-INFERRED,False,unavailable_assumed_zero,,0.1611089496,6.3472889,1.9,False,0,,,,,0,,,,0.1611089496,0.1611089496,,1,radius_only_baseline
Kepler-441 b,Kepler-441,False,1.64,0.22,-0.24,3.33,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.29975,30,MODEL-INFERRED,False,unavailable_assumed_zero,,0.4644913724,5.136422818,1.9,False,0,,,,,0,,,,0.4644913724,0.4644913724,,1,radius_only_baseline
TRAPPIST-1 g,TRAPPIST-1,False,1.129,0.015,-0.013,1.321,measured,True,catalogue class is an independent measured mass,0.9972527473,31,MODEL-INFERRED,True,unavailable_assumed_zero,,0.912870975,3.161301291,1.9,False,1,0.92025,0.07975,0.92025,0,1,0.6238687493,0.7914774398,0.5619340163,0.6238687493,0.92025,0.2963812507,3,independent_mass_and_radius
Kepler-1512 b,Kepler-1512,False,1.18,0.07,-0.11,1.76,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.09175,32,MODEL-INFERRED,False,unavailable_assumed_zero,,0.8906732832,3.348192149,1.9,False,0,,,,,0,,,,0.8906732832,0.8906732832,,1,radius_only_baseline
Kepler-705 b,Kepler-705,False,2.11,0.1,-0.08,5.1,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.95025,33,MODEL-INFERRED,False,unavailable_assumed_zero,,0.0752254593,7.127397101,1.9,False,0,,,,,0,,,,0.0752254593,0.0752254593,,1,radius_only_baseline
GJ 433 d,GJ 433,False,2.14,,,5.223,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,1,34,MODEL-INFERRED,False,unavailable_assumed_zero,,0.06297335606,7.259415753,1.9,False,0,,,,,0,,,,0.06297335606,0.06297335606,,1,radius_only_baseline
Kepler-440 b,Kepler-440,False,1.86,0.24,-0.19,4.12,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.251,35,MODEL-INFERRED,False,unavailable_assumed_zero,,0.2421300316,6.049654767,1.9,False,0,,,,,0,,,,0.2421300316,0.2421300316,,1,radius_only_baseline
TOI-2094 b,TOI-2094,False,1.9,0.1,-0.1,4.27,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.276,36,MODEL-INFERRED,False,unavailable_assumed_zero,,0.192894592,6.219327768,1.9,False,0,,,,,0,,,,0.192894592,0.192894592,,1,radius_only_baseline
55 Cnc B c,55 Cnc B,False,2.16,,,5.3,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0.96675,37,MODEL-INFERRED,False,unavailable_assumed_zero,,0.0573241759,7.347737636,1.9,False,0,,,,,0,,,,0.0573241759,0.0573241759,,1,radius_only_baseline
TOI-904 c,TOI-904,False,2.167,0.13,-0.118,5.34,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,1,38,MODEL-INFERRED,False,unavailable_assumed_zero,,0.06238642847,7.378708419,1.9,False,0,,,,,0,,,,0.06238642847,0.06238642847,,1,radius_only_baseline
Kepler-22 b,Kepler-22,False,2.1,0.12,-0.12,9.1,upper_limit,False,mass excluded: only true measured masses support composition inference,0.52325,39,MODEL-INFERRED,False,unavailable_assumed_zero,,0.08727710895,7.08351548,1.9,False,0,,,,,0,,,,0.08727710895,0.08727710895,,1,radius_only_baseline
HN Lib b,HN Lib,False,2.2,,,5.46,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,1,40,MODEL-INFERRED,False,unavailable_assumed_zero,,0.04742587318,7.525116871,1.9,False,0,,,,,0,,,,0.04742587318,0.04742587318,,1,radius_only_baseline
TOI-2257 b,TOI-2257,False,2.194,0.113,-0.111,5.45,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,1,41,MODEL-INFERRED,False,unavailable_assumed_zero,,0.05615275006,7.498447832,1.9,False,0,,,,,0,,,,0.05615275006,0.05615275006,,1,radius_only_baseline
Kepler-174 d,Kepler-174,False,2.19,0.13,-0.13,5.43,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,1,42,MODEL-INFERRED,False,unavailable_assumed_zero,,0.05987878868,7.480680621,1.9,False,0,,,,,0,,,,0.05987878868,0.05987878868,,1,radius_only_baseline
K2-72 e,K2-72,False,1.29,0.14,-0.13,2.21,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.04775,43,MODEL-INFERRED,False,unavailable_assumed_zero,,0.8045008313,3.759502583,1.9,False,0,,,,,0,,,,0.8045008313,0.8045008313,,1,radius_only_baseline
GJ 625 b,GJ 625,False,1.49,,,2.82,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0.0595,44,MODEL-INFERRED,False,unavailable_assumed_zero,,0.634135591,4.534254713,1.9,False,0,,,,,0,,,,0.634135591,0.634135591,,1,radius_only_baseline
Kepler-1410 b,Kepler-1410,False,1.78,0.12,-0.14,3.82,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.12775,45,MODEL-INFERRED,False,unavailable_assumed_zero,,0.3095264258,5.713599136,1.9,False,0,,,,,0,,,,0.3095264258,0.3095264258,,1,radius_only_baseline
GJ 514 b,GJ 514,False,2.13,,,5.2,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0.677,46,MODEL-INFERRED,False,unavailable_assumed_zero,,0.06598900949,7.215347443,1.9,False,0,,,,,0,,,,0.06598900949,0.06598900949,,1,radius_only_baseline
Kepler-283 c,Kepler-283,False,1.82,0.12,-0.12,3.97,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.14225,47,MODEL-INFERRED,False,unavailable_assumed_zero,,0.2632709064,5.881072977,1.9,False,0,,,,,0,,,,0.2632709064,0.2632709064,,1,radius_only_baseline
HD 20794 f,HD 20794,False,2.28,,,5.82,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,1,48,MODEL-INFERRED,False,unavailable_assumed_zero,,0.0322954647,7.882773815,1.9,False,0,,,,,0,,,,0.0322954647,0.0322954647,,1,radius_only_baseline
LP 890-9 c,LP 890-9,False,1.367,0.055,-0.039,25.3,upper_limit,False,mass excluded: only true measured masses support composition inference,0.05203902927,49,MODEL-INFERRED,False,unavailable_assumed_zero,,0.7541988883,4.053804805,1.9,False,0,,,,,0,,,,0.7541988883,0.7541988883,,1,radius_only_baseline
Kepler-1126 c,Kepler-1126,False,1.45,0.18,-0.18,2.7,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.03975,50,MODEL-INFERRED,False,unavailable_assumed_zero,,0.6595686549,4.376653522,1.9,False,0,,,,,0,,,,0.6595686549,0.6595686549,,1,radius_only_baseline
GJ 357 d,GJ 357,False,2.34,,,6.1,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,1,51,MODEL-INFERRED,False,unavailable_assumed_zero,,0.02412702142,8.153505693,1.9,False,0,,,,,0,,,,0.02412702142,0.02412702142,,1,radius_only_baseline
TOI-178 f,TOI-178,False,2.417,0.041,-0.048,5.63,measured,True,catalogue class is an independent measured mass,1,52,MODEL-INFERRED,True,unavailable_assumed_zero,,0.01713279546,8.504003097,1.9,False,1,0,1,0,0,1,0.04988665746,0.000110095002,0.2001764102,0,0.04988665746,0.04988665746,3,independent_mass_and_radius
Kepler-1653 b,Kepler-1653,False,2.17,0.16,-0.23,5.35,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.3265,53,MODEL-INFERRED,False,unavailable_assumed_zero,,0.08763242422,7.391990808,1.9,False,0,,,,,0,,,,0.08763242422,0.08763242422,,1,radius_only_baseline
GJ 887 d,GJ 887,False,2.34,,,6.1,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0.69875,54,MODEL-INFERRED,False,unavailable_assumed_zero,,0.02412702142,8.153505693,1.9,False,0,,,,,0,,,,0.02412702142,0.02412702142,,1,radius_only_baseline
Kepler-1630 b,Kepler-1630,False,2.19,0.2,-0.1,5.43,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.42375,55,MODEL-INFERRED,False,unavailable_assumed_zero,,0.05060128485,7.480680621,1.9,False,0,,,,,0,,,,0.05060128485,0.05060128485,,1,radius_only_baseline
TRAPPIST-1 d,TRAPPIST-1,False,0.788,0.011,-0.01,0.388,measured,True,catalogue class is an independent measured mass,0,56,MODEL-INFERRED,True,unavailable_assumed_zero,,0.9829976611,1.980832928,1.9,False,0,,,,,0.13125,,,,0.9829976611,0.9829976611,,1,independent_mass_and_radius
GJ 180 c,GJ 180,False,2.41,,,6.4,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,1,57,MODEL-INFERRED,False,unavailable_assumed_zero,,0.01712403332,8.471999462,1.9,False,0,,,,,0,,,,0.01712403332,0.01712403332,,1,radius_only_baseline
Gliese 12 b,Gliese 12,False,0.93,0.06,-0.06,0.95,measured,True,catalogue class is an independent measured mass,0,58,MODEL-INFERRED,True,unavailable_assumed_zero,,0.9646300621,2.456923291,1.9,False,0.42725,,,,,0.98575,0.5796512173,0.5784580116,0.552222512,0.5796512173,0.9646300621,0.3849788447,2,independent_mass_and_radius
TRAPPIST-1 c,TRAPPIST-1,False,1.097,0.014,-0.012,1.308,measured,True,catalogue class is an independent measured mass,0,59,MODEL-INFERRED,True,unavailable_assumed_zero,,0.9248681725,3.04531611,1.9,False,1,0.9965,0.0035,0.981,0.0155,1,0.6085922742,0.7599304268,0.5541442241,0.6085922742,0.9965,0.3879077258,3,independent_mass_and_radius
Kepler-443 b,Kepler-443,False,2.33,0.19,-0.22,6.04,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.551,60,MODEL-INFERRED,False,unavailable_assumed_zero,,0.04103451004,8.108237505,1.9,False,0,,,,,0,,,,0.04103451004,0.04103451004,,1,radius_only_baseline
GJ 1061 c,GJ 1061,False,1.19,,,1.81,measured,True,catalogue class is an independent measured mass,0.00175,61,MODEL-INFERRED,True,unavailable_assumed_zero,,0.8859476187,3.385125809,1.9,False,1,0.998,0.002,0.933,0.065,1,0.5425815853,0.6080164187,0.5210230002,0.5425815853,0.998,0.4554184147,3,independent_mass_and_radius
L 98-59 f,L 98-59,False,1.48,,,2.8,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0.01775,62,MODEL-INFERRED,False,unavailable_assumed_zero,,0.6456563062,4.49473399,1.9,False,0,,,,,0,,,,0.6456563062,0.6456563062,,1,radius_only_baseline
K2-18 b,K2-18,False,2.37,0.22,-0.22,8.92,measured,True,catalogue class is an independent measured mass,0.04675,63,MODEL-INFERRED,True,unavailable_assumed_zero,,0.03482124076,8.289658008,1.9,False,0.26875,,,,,1,0.3290320723,0.2294399908,0.4009154628,0.03482124076,0.3290320723,0.2942108315,2,independent_mass_and_radius
TOI-1452 b,TOI-1452,False,1.672,0.071,-0.071,4.82,measured,True,catalogue class is an independent measured mass,0,64,MODEL-INFERRED,True,unavailable_assumed_zero,,0.4153851376,5.267092182,1.9,False,0.99075,0.3785011355,0.6214988645,0.2997728993,0.07872823618,1,0.5078494117,0.5037914748,0.5054509502,0.3785011355,0.5078494117,0.1293482762,3,independent_mass_and_radius
TRAPPIST-1 b,TRAPPIST-1,False,1.116,0.014,-0.012,1.374,measured,True,catalogue class is an independent measured mass,0,65,MODEL-INFERRED,True,unavailable_assumed_zero,,0.9179142479,3.114061729,1.9,False,1,0.9875,0.0125,0.97575,0.01175,1,0.6005533003,0.743865858,0.5500250743,0.6005533003,0.9875,0.3869466997,3,independent_mass_and_radius
TOI-1266 d,TOI-1266,False,1.74,,,3.68,measured,True,catalogue class is an independent measured mass,0.01925,66,MODEL-INFERRED,True,unavailable_assumed_zero,,0.3318122278,5.547250614,1.9,False,0.99425,0.01483530299,0.985164697,0.01483530299,0,0.99975,0.3729131716,0.2157946407,0.4389003293,0.01483530299,0.3729131716,0.3580778686,3,independent_mass_and_radius
Teegarden's Star b,Teegarden's Star,False,1.05,,,1.16,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0.0035,67,MODEL-INFERRED,False,unavailable_assumed_zero,,0.9399133498,2.876801212,1.9,False,0,,,,,0,,,,0.9399133498,0.9399133498,,1,radius_only_baseline
Kepler-138 e,Kepler-138,False,0.797,,,0.43,measured,True,catalogue class is an independent measured mass,0,68,MODEL-INFERRED,True,unavailable_assumed_zero,,0.9822768239,2.010294026,1.9,False,0.00225,,,,,0,,,,0.9822768239,0.9822768239,,1,independent_mass_and_radius
LHS 1903 e,LHS 1903,False,1.732,0.059,-0.058,5.79,measured,True,catalogue class is an independent measured mass,0,69,MODEL-INFERRED,True,unavailable_assumed_zero,,0.3428720231,5.514117524,1.9,False,0.919,0.4107725789,0.5892274211,0.3487486398,0.06202393906,0.99975,0.5424606616,0.5824813461,0.5227860911,0.3428720231,0.5424606616,0.1995886385,3,independent_mass_and_radius
TOI-4336 A b,TOI-4336 A,False,2.137,0.08,-0.08,3.33,measured,True,catalogue class is an independent measured mass,0,70,MODEL-INFERRED,True,unavailable_assumed_zero,,0.06892186046,7.246188759,1.9,False,1,0,1,0,0,1,0.04858328189,0.000152576817,0.1957217887,0,0.06892186046,0.06892186046,3,independent_mass_and_radius
K2-3 c,K2-3,False,1.582,0.057,-0.051,2.68,measured,True,catalogue class is an independent measured mass,0,71,MODEL-INFERRED,True,unavailable_assumed_zero,,0.5181404787,4.901535891,1.9,False,0.9765,0.05504352279,0.9449564772,0.05350742448,0.00153609831,0.9985,0.3995246358,0.2380052486,0.4558359522,0.05504352279,0.5181404787,0.4630969559,3,independent_mass_and_radius
TOI-4336 A c,TOI-4336 A,False,1.251,0.066,-0.066,1.55,measured,True,catalogue class is an independent measured mass,0,72,MODEL-INFERRED,True,unavailable_assumed_zero,,0.8464543039,3.612420239,1.9,False,1,0.2485,0.7515,0.22375,0.02475,1,0.5814677566,0.6523990055,0.5425720923,0.2485,0.8464543039,0.5979543039,3,independent_mass_and_radius
GJ 1061 b,GJ 1061,False,1.04,,,1.11,measured,True,catalogue class is an independent measured mass,0,73,MODEL-INFERRED,True,unavailable_assumed_zero,,0.9426758241,2.841234668,1.9,False,0.89325,1,0,0.8152812762,0.1847187238,1,0.6375693988,0.7996680302,0.5698281693,0.6375693988,1,0.3624306012,3,independent_mass_and_radius
LHS 1140 c,LHS 1140,False,1.272,0.026,-0.026,1.91,measured,True,catalogue class is an independent measured mass,0,74,MODEL-INFERRED,True,unavailable_assumed_zero,,0.8367054756,3.691450157,1.9,False,1,0.54675,0.45325,0.54625,0.0005,1,0.5558639094,0.6430979334,0.5275706513,0.54675,0.8367054756,0.2899554756,3,independent_mass_and_radius
TOI-406.01,TOI-406,False,2.08,0.16,-0.15,6.57,measured,True,catalogue class is an independent measured mass,0,75,MODEL-INFERRED,True,unavailable_assumed_zero,,0.09964099105,6.995940378,1.9,False,0.921,0.02877307275,0.9712269273,0.02687296417,0.001900108578,1,0.3665257224,0.2430142681,0.4308061108,0.02877307275,0.3665257224,0.3377526496,3,independent_mass_and_radius
TOI-1468 c,TOI-1468,False,2.126,0.092,-0.093,4.1,measured,True,catalogue class is an independent measured mass,0,76,MODEL-INFERRED,True,unavailable_assumed_zero,,0.07341993285,7.197737474,1.9,False,0.998,0,1,0,0,0.99975,0.1134381687,0.0116621503,0.2566959464,0,0.1134381687,0.1134381687,3,independent_mass_and_radius
Kepler-138 d,Kepler-138,False,1.51,0.04,-0.04,2.1,measured,True,catalogue class is an independent measured mass,0,77,MODEL-INFERRED,True,unavailable_assumed_zero,,0.6099979224,4.613534745,1.9,False,0.9375,0.01413333333,0.9858666667,0.0136,0.0005333333333,0.9985,0.4108494089,0.2119273826,0.4657595894,0.01413333333,0.6099979224,0.5958645891,3,independent_mass_and_radius
Kepler-289 e,Kepler-289,False,2.94,0.46,-0.38,17.4,measured,True,catalogue class is an independent measured mass,0.1375,78,MODEL-INFERRED,True,unavailable_assumed_zero,,0.006925247873,10.9702189,1.9,False,0,,,,,0.98925,0.396274736,0.3472019978,0.4284080509,0.006925247873,0.396274736,0.3893494882,2,independent_mass_and_radius
LTT 3780 c,LTT 3780,False,2.39,0.1,-0.11,8.04,measured,True,catalogue class is an independent measured mass,0,79,MODEL-INFERRED,True,unavailable_assumed_zero,,0.02200514284,8.380714293,1.9,False,0.47325,,,,,1,0.2240202763,0.04147638541,0.353251205,0.02200514284,0.2240202763,0.2020151334,2,independent_mass_and_radius
TOI-1266 c,TOI-1266,False,1.98,0.1,-0.1,3.17,measured,True,catalogue class is an independent measured mass,0,80,MODEL-INFERRED,True,unavailable_assumed_zero,,0.1422148168,6.561883438,1.9,False,0.99875,0,1,0,0,1,0.1256735171,0.01063011231,0.2746088272,0,0.1422148168,0.1422148168,3,independent_mass_and_radius
LP 791-18 d,LP 791-18,False,1.032,0.044,-0.043,0.91,measured,True,catalogue class is an independent measured mass,0,81,MODEL-INFERRED,True,unavailable_assumed_zero,,0.9435642918,2.812855164,1.9,False,0.33125,,,,,1,0.717944942,0.8733072095,0.6193573649,0.717944942,0.9435642918,0.2256193498,2,independent_mass_and_radius
LTT 1445 A b,LTT 1445 A,False,1.34,0.11,-0.06,2.73,measured,True,catalogue class is an independent measured mass,0,82,MODEL-INFERRED,True,unavailable_assumed_zero,,0.7617136228,3.950026434,1.9,False,1,0.7145,0.2855,0.47025,0.24425,1,0.4992630157,0.4781626202,0.5005095923,0.4992630157,0.7617136228,0.2624506071,3,independent_mass_and_radius
TOI-700 e,TOI-700,False,0.953,0.089,-0.075,0.818,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.00425,83,MODEL-INFERRED,False,unavailable_assumed_zero,,0.9581845492,2.536206055,1.9,False,0,,,,,0,,,,0.9581845492,0.9581845492,,1,radius_only_baseline
Ross 128 b,Ross 128,False,1.11,,,1.4,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,84,MODEL-INFERRED,False,unavailable_assumed_zero,,0.9205614508,3.092314356,1.9,False,0,,,,,0,,,,0.9205614508,0.9205614508,,1,radius_only_baseline
