pl_name,hostname,is_control,radius_earth,radius_error_plus,radius_error_minus,catalogue_mass_value_earth,catalogue_mass_class,catalogue_mass_accepted_as_independent,mass_use_reason,hz_conservative_probability,earth2_rank,label,independent_mass_used,covariance_status,mass_radius_correlation,p_rocky_rogers_radius_only,wolfgang_mass_location_earth,wolfgang_intrinsic_scatter_earth,wolfgang_prediction_is_dynamical_mass,zeng_supported_draw_fraction,p_rocky_zeng_fe_si_envelope,p_requires_volatiles_zeng,p_consistent_with_terrestrial_composition_zeng,p_too_dense_for_zeng_cmf_0_to_0p4,otegi_supported_draw_fraction,p_rocky_otegi_equal_prior,p_rocky_otegi_scatter_0p10dex,p_rocky_otegi_scatter_0p30dex,p_rocky_model_min,p_rocky_model_max,p_rocky_model_range,n_rocky_models_supported,composition_evidence_scope
AU Mic c,AU Mic,False,2.79,0.18,-0.17,14.46,measured,True,catalogue class is an independent measured mass,0,155,MODEL-INFERRED,True,unavailable_assumed_zero,,0.003657566742,10.24823861,1.9,False,0.028,,,,,0.9985,0.3475989368,0.2542054821,0.4082900327,0.003657566742,0.3475989368,0.34394137,2,independent_mass_and_radius
GJ 414 A b,GJ 414 A,False,2.63,1.22,-0.85,7.6,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,156,MODEL-INFERRED,False,unavailable_assumed_zero,,0.1359619564,9.490874643,1.9,False,0,,,,,0,,,,0.1359619564,0.1359619564,,1,radius_only_baseline
Kepler-235 e,Kepler-235,False,2.22,0.29,-0.29,5.56,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.0035,157,MODEL-INFERRED,False,unavailable_assumed_zero,,0.08704264427,7.614171086,1.9,False,0,,,,,0,,,,0.08704264427,0.08704264427,,1,radius_only_baseline
Kepler-155 c,Kepler-155,False,2.24,0.15,-0.15,5.65,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.07,159,MODEL-INFERRED,False,unavailable_assumed_zero,,0.04866786953,7.703466317,1.9,False,0,,,,,0,,,,0.04866786953,0.04866786953,,1,radius_only_baseline
K2-155 d,K2-155,False,1.9,0.7,-0.2,4.27,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.02,160,MODEL-INFERRED,False,unavailable_assumed_zero,,0.1919550584,6.219327768,1.9,False,0,,,,,0,,,,0.1919550584,0.1919550584,,1,radius_only_baseline
TOI-260 b,TOI-260,False,1.71,0.08,-0.08,4.23,measured,True,catalogue class is an independent measured mass,0,161,MODEL-INFERRED,True,unavailable_assumed_zero,,0.3700323931,5.423238546,1.9,False,0.97275,0.2035466461,0.7964533539,0.1691081984,0.0344384477,0.9965,0.4319647041,0.3675088104,0.4651304417,0.2035466461,0.4319647041,0.228418058,3,independent_mass_and_radius
HD 20794 d,HD 20794,False,2.04,,,4.8,msini_deprojected,False,mass excluded: only true measured masses support composition inference,0,162,MODEL-INFERRED,False,unavailable_assumed_zero,,0.09975048912,6.821548666,1.9,False,0,,,,,0,,,,0.09975048912,0.09975048912,,1,radius_only_baseline
HIP 38594 b,HIP 38594,False,2.77,,,8.1,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,163,MODEL-INFERRED,False,unavailable_assumed_zero,,0.002871629156,10.15283817,1.9,False,0,,,,,0,,,,0.002871629156,0.002871629156,,1,radius_only_baseline
Kepler-69 c,Kepler-69,False,1.71,0.34,-0.23,3.57,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,164,MODEL-INFERRED,False,unavailable_assumed_zero,,0.3788875215,5.423238546,1.9,False,0,,,,,0,,,,0.3788875215,0.3788875215,,1,radius_only_baseline
Kepler-26 c,Kepler-26,False,2.72,0.12,-0.12,6.2,measured,True,catalogue class is an independent measured mass,0,165,MODEL-INFERRED,True,unavailable_assumed_zero,,0.004345074788,9.915242479,1.9,False,0.9965,0,1,0,0,1,0.01317890707,3.124174546e-05,0.1048079549,0,0.01317890707,0.01317890707,3,independent_mass_and_radius
HD 224018 d,HD 224018,False,2.4,0.1,-0.1,4.2,measured,True,catalogue class is an independent measured mass,0,166,MODEL-INFERRED,True,unavailable_assumed_zero,,0.02031458366,8.426328351,1.9,False,0.96025,0,1,0,0,0.99575,0.03720412461,0.001823639034,0.1386148148,0,0.03720412461,0.03720412461,3,independent_mass_and_radius
TOI-4438 b,TOI-4438,False,2.4,0.09,-0.1,4.11,measured,True,catalogue class is an independent measured mass,0,167,MODEL-INFERRED,True,unavailable_assumed_zero,,0.02031476318,8.426328351,1.9,False,1,0,1,0,0,1,0.01749346638,1.610049755e-05,0.1254265778,0,0.02031476318,0.02031476318,3,independent_mass_and_radius
TOI-270 d,TOI-270,False,2,0.05,-0.05,4.2,measured,True,catalogue class is an independent measured mass,0,168,MODEL-INFERRED,True,unavailable_assumed_zero,,0.1220914452,6.648179832,1.9,False,1,0,1,0,0,1,0.1933529288,0.009530140426,0.3411740168,0,0.1933529288,0.1933529288,3,independent_mass_and_radius
HD 88986 b,HD 88986,False,2.49,0.18,-0.18,17.2,measured,True,catalogue class is an independent measured mass,0,169,MODEL-INFERRED,True,unavailable_assumed_zero,,0.01711780905,8.839402613,1.9,False,0.00775,,,,,0.979,0.7136077401,0.7803812772,0.6294549096,0.01711780905,0.7136077401,0.6964899311,2,independent_mass_and_radius
GJ 887 c,GJ 887,False,2.43,,,6.5,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0.00025,170,MODEL-INFERRED,False,unavailable_assumed_zero,,0.01551975658,8.563512181,1.9,False,0,,,,,0,,,,0.01551975658,0.01551975658,,1,radius_only_baseline
GJ 143 b,GJ 143,False,2.61,0.17,-0.16,22.7,measured,True,catalogue class is an independent measured mass,0,171,MODEL-INFERRED,True,unavailable_assumed_zero,,0.008578309967,9.397155722,1.9,False,0,,,,,0.854,0.8591969746,0.9635618665,0.7233929224,0.008578309967,0.8591969746,0.8506186646,2,independent_mass_and_radius
Kepler-186 e,Kepler-186,False,1.27,0.15,-0.14,2.15,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,172,MODEL-INFERRED,False,unavailable_assumed_zero,,0.812324432,3.683906521,1.9,False,0,,,,,0,,,,0.812324432,0.812324432,,1,radius_only_baseline
Kepler-1701 b,Kepler-1701,False,2.22186207,,,5.57,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.0005,173,MODEL-INFERRED,False,unavailable_assumed_zero,,0.04272484162,7.622474633,1.9,False,0,,,,,0,,,,0.04272484162,0.04272484162,,1,radius_only_baseline
K2-239 d,K2-239,False,1.1,0.1,-0.1,1.37,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,174,MODEL-INFERRED,False,unavailable_assumed_zero,,0.9171967581,3.056147105,1.9,False,0,,,,,0,,,,0.9171967581,0.9171967581,,1,radius_only_baseline
TOI-700 b,TOI-700,False,0.914,0.053,-0.049,0.704,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,175,MODEL-INFERRED,False,unavailable_assumed_zero,,0.9673209405,2.40211513,1.9,False,0,,,,,0,,,,0.9673209405,0.9673209405,,1,radius_only_baseline
HD 20794 e,HD 20794,False,2.03,,,4.77,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,176,MODEL-INFERRED,False,unavailable_assumed_zero,,0.1043312231,6.778110013,1.9,False,0,,,,,0,,,,0.1043312231,0.1043312231,,1,radius_only_baseline
Kepler-560 b,Kepler-560,False,1.72,0.09,-0.09,3.61,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,177,MODEL-INFERRED,False,unavailable_assumed_zero,,0.3590069137,5.464503961,1.9,False,0,,,,,0,,,,0.3590069137,0.3590069137,,1,radius_only_baseline
Gliese 48 b,Gliese 48,False,2.77,,,8.11,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,178,MODEL-INFERRED,False,unavailable_assumed_zero,,0.002871629156,10.15283817,1.9,False,0,,,,,0,,,,0.002871629156,0.002871629156,,1,radius_only_baseline
TOI-6716 b,TOI-6716,False,0.982,0.067,-0.067,0.911,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.001,179,MODEL-INFERRED,False,unavailable_assumed_zero,,0.9542377944,2.636991308,1.9,False,0,,,,,0,,,,0.9542377944,0.9542377944,,1,radius_only_baseline
LHS 1903 d,LHS 1903,False,2.5,0.078,-0.077,5.96,measured,True,catalogue class is an independent measured mass,0,180,MODEL-INFERRED,True,unavailable_assumed_zero,,0.01168283861,8.885579879,1.9,False,0.95875,0,1,0,0,1,0.04691252144,0.000643418962,0.1785252336,0,0.04691252144,0.04691252144,3,independent_mass_and_radius
GJ 1132 b,GJ 1132,False,1.19151465,0.03811053,-0.04483592,1.83704819,measured,True,catalogue class is an independent measured mass,0,181,MODEL-INFERRED,True,unavailable_assumed_zero,,0.8851396875,3.390728109,1.9,False,1,0.90975,0.09025,0.60525,0.3045,1,0.5297907535,0.5612358466,0.5153346366,0.5297907535,0.90975,0.3799592465,3,independent_mass_and_radius
TOI-237 b,TOI-237,False,1.44,0.12,-0.12,2.67,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,182,MODEL-INFERRED,False,unavailable_assumed_zero,,0.6776290487,4.337455217,1.9,False,0,,,,,0,,,,0.6776290487,0.6776290487,,1,radius_only_baseline
GJ 3929 b,GJ 3929,False,1.09,0.04,-0.04,1.75,measured,True,catalogue class is an independent measured mass,0,183,MODEL-INFERRED,True,unavailable_assumed_zero,,0.9262650349,3.02007836,1.9,False,0.9535,0.9643418983,0.03565810173,0.2142108023,0.750131096,1,0.4630516975,0.3812902947,0.4851690917,0.4630516975,0.9643418983,0.5012902008,3,independent_mass_and_radius
Kepler-310 d,Kepler-310,False,2.47,1.15,-1.15,7,measured,True,catalogue class is an independent measured mass,0,184,MODEL-INFERRED,True,unavailable_assumed_zero,,0.2214521359,8.747215042,1.9,False,0.52775,0.2273803884,0.7726196116,0.03742302226,0.1899573662,0.792,0.187297135,0.1491944847,0.2345451942,0.187297135,0.2273803884,0.04008325345,3,independent_mass_and_radius
HD 216520 c,HD 216520,False,3.03,,,9.44,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,185,MODEL-INFERRED,False,unavailable_assumed_zero,,0.0007842485528,11.40877936,1.9,False,0,,,,,0,,,,0.0007842485528,0.0007842485528,,1,radius_only_baseline
GJ 3293 e,GJ 3293,False,1.63,,,3.28,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,186,MODEL-INFERRED,False,unavailable_assumed_zero,,0.4625701547,5.095744564,1.9,False,0,,,,,0,,,,0.4625701547,0.4625701547,,1,radius_only_baseline
TOI-5716 b,TOI-5716,False,0.96,0.05,-0.05,0.84,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,187,MODEL-INFERRED,False,unavailable_assumed_zero,,0.9597320583,2.560450399,1.9,False,0,,,,,0,,,,0.9597320583,0.9597320583,,1,radius_only_baseline
Kepler-1362 b,Kepler-1362,False,2.6,0.12,-0.19,7.27,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.118,188,MODEL-INFERRED,False,unavailable_assumed_zero,,0.01095865683,9.35037689,1.9,False,0,,,,,0,,,,0.01095865683,0.01095865683,,1,radius_only_baseline
K2-3 b,K2-3,False,2.078,0.076,-0.067,5.11,measured,True,catalogue class is an independent measured mass,0,189,MODEL-INFERRED,True,unavailable_assumed_zero,,0.0859182724,6.987196714,1.9,False,1,0,1,0,0,1,0.2184796338,0.03213721823,0.3515870907,0,0.2184796338,0.2184796338,3,independent_mass_and_radius
Barnard c,Barnard's star,False,0.743,,,0.335,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,190,MODEL-INFERRED,False,unavailable_assumed_zero,,0.9864135136,1.835055577,1.9,False,0,,,,,0,,,,0.9864135136,0.9864135136,,1,radius_only_baseline
HD 219134 d,HD 219134,False,1.61,0.02,-0.02,16.17,measured,True,catalogue class is an independent measured mass,0,191,MODEL-INFERRED,True,unavailable_assumed_zero,,0.4877281126,5.014612778,1.9,False,0,,,,,1,0.6707258686,0.1407602186,0.6244342944,0.4877281126,0.6707258686,0.182997756,2,independent_mass_and_radius
tau Cet f,tau Cet,False,1.81,,,3.93,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,192,MODEL-INFERRED,False,unavailable_assumed_zero,,0.2592251008,5.83909998,1.9,False,0,,,,,0,,,,0.2592251008,0.2592251008,,1,radius_only_baseline
Kepler-367 c,Kepler-367,False,1.2,0.16,-0.16,1.87,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,193,MODEL-INFERRED,False,unavailable_assumed_zero,,0.8558256115,3.422152698,1.9,False,0,,,,,0,,,,0.8558256115,0.8558256115,,1,radius_only_baseline
YZ Cet b,YZ Cet,False,0.913,,,0.7,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,194,MODEL-INFERRED,False,unavailable_assumed_zero,,0.9687806462,2.398699115,1.9,False,0,,,,,0,,,,0.9687806462,0.9687806462,,1,radius_only_baseline
GJ 676 A e,GJ 676 A,False,2.47,,,6.67439655,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,195,MODEL-INFERRED,False,unavailable_assumed_zero,,0.01274234946,8.747215042,1.9,False,0,,,,,0,,,,0.01274234946,0.01274234946,,1,radius_only_baseline
TOI-5799 c,TOI-5799,False,1.76,0.11,-0.1,3.75,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,196,MODEL-INFERRED,False,unavailable_assumed_zero,,0.3146447783,5.630283098,1.9,False,0,,,,,0,,,,0.3146447783,0.3146447783,,1,radius_only_baseline
Kepler-1554 b,Kepler-1554,False,2.9,0.23,-0.27,8.75,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.3375,197,MODEL-INFERRED,False,unavailable_assumed_zero,,0.003602940765,10.77658507,1.9,False,0,,,,,0,,,,0.003602940765,0.003602940765,,1,radius_only_baseline
G 264-012 c,G 264-012,False,1.76,,,3.75,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,198,MODEL-INFERRED,False,unavailable_assumed_zero,,0.3100255189,5.630283098,1.9,False,0,,,,,0,,,,0.3100255189,0.3100255189,,1,radius_only_baseline
55 Cnc B b,55 Cnc B,False,1.69,,,3.5,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0.00125,199,MODEL-INFERRED,False,unavailable_assumed_zero,,0.3893607661,5.340925009,1.9,False,0,,,,,0,,,,0.3893607661,0.3893607661,,1,radius_only_baseline
TOI-815 c,TOI-815,False,2.62,0.1,-0.09,23.5,measured,True,catalogue class is an independent measured mass,0,200,MODEL-INFERRED,True,unavailable_assumed_zero,,0.006600322075,9.443988355,1.9,False,0,,,,,0.73975,0.872028431,0.9824674994,0.7301343718,0.006600322075,0.872028431,0.8654281089,2,independent_mass_and_radius
GJ 581 e,GJ 581,False,1.38,,,2.48,measured,True,catalogue class is an independent measured mass,0,201,MODEL-INFERRED,True,unavailable_assumed_zero,,0.7502601056,4.103992671,1.9,False,0.999,0.455955956,0.544044044,0.3731231231,0.08283283283,1,0.5230349841,0.5363483652,0.5122673441,0.455955956,0.7502601056,0.2943041496,3,independent_mass_and_radius
Kepler-1090 b,Kepler-1090,False,2.25,0.21,-0.17,5.69,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,202,MODEL-INFERRED,False,unavailable_assumed_zero,,0.04868255924,7.748203841,1.9,False,0,,,,,0,,,,0.04868255924,0.04868255924,,1,radius_only_baseline
HD 73583 c,HD 73583,False,2.39,0.1,-0.09,9.7,measured,True,catalogue class is an independent measured mass,0,203,MODEL-INFERRED,True,unavailable_assumed_zero,,0.02065352779,8.380714293,1.9,False,0.15675,,,,,1,0.3656282489,0.230877726,0.4308773471,0.02065352779,0.3656282489,0.3449747211,2,independent_mass_and_radius
HD 40307 f,HD 40307,False,2.13,,,5.2,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,204,MODEL-INFERRED,False,unavailable_assumed_zero,,0.06598900949,7.215347443,1.9,False,0,,,,,0,,,,0.06598900949,0.06598900949,,1,radius_only_baseline
Kepler-220 e,Kepler-220,False,1.33,0.12,-0.12,2.33,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,205,MODEL-INFERRED,False,unavailable_assumed_zero,,0.7809225535,3.911748254,1.9,False,0,,,,,0,,,,0.7809225535,0.7809225535,,1,radius_only_baseline
TOI-1801 b,TOI-1801,False,2.079,0.124,-0.11,5.738,measured,True,catalogue class is an independent measured mass,0,206,MODEL-INFERRED,True,unavailable_assumed_zero,,0.09225945384,6.991568231,1.9,False,0.93775,0.00293255132,0.9970674487,0.00293255132,0,1,0.2908160513,0.1516716915,0.3837000857,0.00293255132,0.2908160513,0.2878835,3,independent_mass_and_radius
Kepler-1816 b,Kepler-1816,False,1.9679397,,,4.53,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,207,MODEL-INFERRED,False,unavailable_assumed_zero,,0.1370869544,6.5099715,1.9,False,0,,,,,0,,,,0.1370869544,0.1370869544,,1,radius_only_baseline
GJ 357 c,GJ 357,False,1.66,,,3.4,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,208,MODEL-INFERRED,False,unavailable_assumed_zero,,0.4255574832,5.218002449,1.9,False,0,,,,,0,,,,0.4255574832,0.4255574832,,1,radius_only_baseline
Kepler-1040 b,Kepler-1040,False,2.08,0.18,-0.1,4.98,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,209,MODEL-INFERRED,False,unavailable_assumed_zero,,0.08439071624,6.995940378,1.9,False,0,,,,,0,,,,0.08439071624,0.08439071624,,1,radius_only_baseline
TOI-1759 b,TOI-1759,False,3.14,0.1,-0.1,10.8,measured,True,catalogue class is an independent measured mass,0,210,MODEL-INFERRED,True,unavailable_assumed_zero,,0.0005139383555,11.95012111,1.9,False,0.032,,,,,1,0.01790337546,6.384270841e-05,0.1157022385,0.0005139383555,0.01790337546,0.01738943711,2,independent_mass_and_radius
HD 191939 g,HD 191939,False,3.74,,,13.5,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0.499,211,MODEL-INFERRED,False,unavailable_assumed_zero,,2.254442965e-05,15.000193,1.9,False,0,,,,,0,,,,2.254442965e-05,2.254442965e-05,,1,radius_only_baseline
HD 260655 c,HD 260655,False,1.533,0.051,-0.046,3.09,measured,True,catalogue class is an independent measured mass,0,212,MODEL-INFERRED,True,unavailable_assumed_zero,,0.5776158821,4.705096829,1.9,False,1,0.121,0.879,0.12,0.001,1,0.483099079,0.4193751439,0.4935842631,0.121,0.5776158821,0.4566158821,3,independent_mass_and_radius
GJ 3473 c,GJ 3473,False,2.63,,,7.41,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,213,MODEL-INFERRED,False,unavailable_assumed_zero,,0.005765965559,9.490874643,1.9,False,0,,,,,0,,,,0.005765965559,0.005765965559,,1,radius_only_baseline
Kepler-1549 b,Kepler-1549,False,2.57,0.22,-0.2,7.13,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,214,MODEL-INFERRED,False,unavailable_assumed_zero,,0.01246458683,9.210364643,1.9,False,0,,,,,0,,,,0.01246458683,0.01246458683,,1,radius_only_baseline
HIP 97166 b,HIP 97166,False,2.4801338,0.07271432,-0.05203142,19.1,measured,True,catalogue class is an independent measured mass,0,215,MODEL-INFERRED,True,unavailable_assumed_zero,,0.0122094237,8.793897688,1.9,False,0,,,,,1,0.8446354237,0.9781279454,0.704352145,0.0122094237,0.8446354237,0.832426,2,independent_mass_and_radius
G 192-15 b,G 192-15,False,1.02,,,1.03,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,216,MODEL-INFERRED,False,unavailable_assumed_zero,,0.9478464369,2.770409625,1.9,False,0,,,,,0,,,,0.9478464369,0.9478464369,,1,radius_only_baseline
K2-233 d,K2-233,False,2.363,0.062,-0.062,10.3,measured,True,catalogue class is an independent measured mass,0,217,MODEL-INFERRED,True,unavailable_assumed_zero,,0.02243370304,8.257842631,1.9,False,0.1895,,,,,1,0.4294429484,0.3559120808,0.4622111233,0.02243370304,0.4294429484,0.4070092454,2,independent_mass_and_radius
Kepler-737 b,Kepler-737,False,1.96,0.11,-0.11,4.5,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,218,MODEL-INFERRED,False,unavailable_assumed_zero,,0.1534371358,6.475848155,1.9,False,0,,,,,0,,,,0.1534371358,0.1534371358,,1,radius_only_baseline
Kepler-437 b,Kepler-437,False,2.14,0.22,-0.17,5.22,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.067,219,MODEL-INFERRED,False,unavailable_assumed_zero,,0.08201300096,7.259415753,1.9,False,0,,,,,0,,,,0.08201300096,0.08201300096,,1,radius_only_baseline
TOI-406 c,TOI-406,False,1.32,0.12,-0.12,2.08,measured,True,catalogue class is an independent measured mass,0,220,MODEL-INFERRED,True,unavailable_assumed_zero,,0.7898982235,3.873556319,1.9,False,1,0.4595,0.5405,0.277,0.1825,1,0.5003313904,0.465731678,0.5022326064,0.4595,0.7898982235,0.3303982235,3,independent_mass_and_radius
Kepler-1058 b,Kepler-1058,False,2.72,0.11,-0.32,7.85,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.75575,221,MODEL-INFERRED,False,unavailable_assumed_zero,,0.01289418038,9.915242479,1.9,False,0,,,,,0,,,,0.01289418038,0.01289418038,,1,radius_only_baseline
EPIC 211822797 b,EPIC 211822797,False,1.92,0.12,-0.07,4.35,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,222,MODEL-INFERRED,False,unavailable_assumed_zero,,0.1639877438,6.304568409,1.9,False,0,,,,,0,,,,0.1639877438,0.1639877438,,1,radius_only_baseline
Kepler-549 b,Kepler-549,False,2.57,0.23,-0.17,11,measured,True,catalogue class is an independent measured mass,0,223,MODEL-INFERRED,True,unavailable_assumed_zero,,0.01061111486,9.210364643,1.9,False,0.17825,,,,,0.99925,0.3318132313,0.263588698,0.3887852012,0.01061111486,0.3318132313,0.3212021165,2,independent_mass_and_radius
TOI-2095 b,TOI-2095,False,1.25,0.07,-0.07,4.1,upper_limit,False,mass excluded: only true measured masses support composition inference,0,224,MODEL-INFERRED,False,unavailable_assumed_zero,,0.8456590395,3.608666775,1.9,False,0,,,,,0,,,,0.8456590395,0.8456590395,,1,radius_only_baseline
TOI-2095 c,TOI-2095,False,1.33,0.08,-0.08,7.4,upper_limit,False,mass excluded: only true measured masses support composition inference,0,225,MODEL-INFERRED,False,unavailable_assumed_zero,,0.7861158989,3.911748254,1.9,False,0,,,,,0,,,,0.7861158989,0.7861158989,,1,radius_only_baseline
TOI-1680 b,TOI-1680,False,1.466,0.063,-0.049,2.75,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,227,MODEL-INFERRED,False,unavailable_assumed_zero,,0.6538935272,4.439539512,1.9,False,0,,,,,0,,,,0.6538935272,0.6538935272,,1,radius_only_baseline
TOI-712 d,TOI-712,False,2.474,0.09,-0.082,6.68,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,228,MODEL-INFERRED,False,unavailable_assumed_zero,,0.01345181231,8.765634704,1.9,False,0,,,,,0,,,,0.01345181231,0.01345181231,,1,radius_only_baseline
K2-125 b,K2-125,False,2.18,0.19,-0.18,5.39,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,229,MODEL-INFERRED,False,unavailable_assumed_zero,,0.07005031344,7.436305202,1.9,False,0,,,,,0,,,,0.07005031344,0.07005031344,,1,radius_only_baseline
GJ 3293 d,GJ 3293,False,2.67,,,7.6,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,1,230,MODEL-INFERRED,False,unavailable_assumed_zero,,0.004725712602,9.678953512,1.9,False,0,,,,,0,,,,0.004725712602,0.004725712602,,1,radius_only_baseline
K2-239 c,K2-239,False,1,0.1,-0.1,0.972,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,231,MODEL-INFERRED,False,unavailable_assumed_zero,,0.9473117543,2.7,1.9,False,0,,,,,0,,,,0.9473117543,0.9473117543,,1,radius_only_baseline
TOI-2267 c,TOI-2267 A,False,1.14,0.13,-0.13,1.55,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.003,232,MODEL-INFERRED,False,unavailable_assumed_zero,,0.8941880799,3.20140096,1.9,False,0,,,,,0,,,,0.8941880799,0.8941880799,,1,radius_only_baseline
HD 23472 b,HD 23472,False,2,0.11,-0.1,8.32,measured,True,catalogue class is an independent measured mass,0,233,MODEL-INFERRED,True,unavailable_assumed_zero,,0.1282592209,6.648179832,1.9,False,0.3395,,,,,1,0.5885437522,0.668665189,0.5465595422,0.1282592209,0.5885437522,0.4602845313,2,independent_mass_and_radius
GJ 180 b,GJ 180,False,2.43,,,6.49,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,234,MODEL-INFERRED,False,unavailable_assumed_zero,,0.01551975658,8.563512181,1.9,False,0,,,,,0,,,,0.01551975658,0.01551975658,,1,radius_only_baseline
TOI-1752 c,TOI-1752,False,2.29,0.13,-0.14,5.86,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,235,MODEL-INFERRED,False,unavailable_assumed_zero,,0.03877132709,7.927748994,1.9,False,0,,,,,0,,,,0.03877132709,0.03877132709,,1,radius_only_baseline
K2-266 e,K2-266,False,2.73,0.14,-0.11,14.3,measured,True,catalogue class is an independent measured mass,0,236,MODEL-INFERRED,True,unavailable_assumed_zero,,0.003934764089,9.962657616,1.9,False,0.10125,,,,,0.94475,0.3866399568,0.3337641648,0.4216958789,0.003934764089,0.3866399568,0.3827051927,2,independent_mass_and_radius
Kepler-991 b,Kepler-991,False,2.54,0.13,-0.12,6.99,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,237,MODEL-INFERRED,False,unavailable_assumed_zero,,0.01044413272,9.070841864,1.9,False,0,,,,,0,,,,0.01044413272,0.01044413272,,1,radius_only_baseline
TOI-912 b,TOI-912,False,1.93,0.13,-0.13,5.1,measured,True,catalogue class is an independent measured mass,0,238,MODEL-INFERRED,True,unavailable_assumed_zero,,0.1793994914,6.3472889,1.9,False,1,0.02225,0.97775,0.0205,0.00175,1,0.3566583442,0.1972694119,0.4287711427,0.02225,0.3566583442,0.3344083442,3,independent_mass_and_radius
GJ 273 c,GJ 273,False,1.06,,,1.18,msini_lower_limit,False,mass excluded: only true measured masses support composition inference,0,239,MODEL-INFERRED,False,unavailable_assumed_zero,,0.9370266439,2.91246952,1.9,False,0,,,,,0,,,,0.9370266439,0.9370266439,,1,radius_only_baseline
L 98-59 b,L 98-59,False,0.837,0.019,-0.019,0.46,measured,True,catalogue class is an independent measured mass,0,240,MODEL-INFERRED,True,unavailable_assumed_zero,,0.9783721222,2.142431078,1.9,False,0,,,,,0.977,0.8787955641,0.9765900834,0.7458035848,0.8787955641,0.9783721222,0.09957655811,2,independent_mass_and_radius
TOI-5728 b,TOI-5728,False,1.31,0.05,-0.05,2.27,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0,241,MODEL-INFERRED,False,unavailable_assumed_zero,,0.8071916614,3.835451086,1.9,False,0,,,,,0,,,,0.8071916614,0.8071916614,,1,radius_only_baseline
HIP 41378 d,HIP 41378,False,3.65,0.029,-0.029,6.53,measured,True,catalogue class is an independent measured mass,0,242,MODEL-INFERRED,True,unavailable_assumed_zero,,3.571314024e-05,14.53263908,1.9,False,0.681,0,1,0,0,0.9825,7.639375926e-05,1.767985323e-10,0.006512361063,0,7.639375926e-05,7.639375926e-05,3,independent_mass_and_radius
Kepler-436 b,Kepler-436,False,2.73,0.23,-0.24,7.9,inferred_mass_radius,False,mass excluded: only true measured masses support composition inference,0.12525,243,MODEL-INFERRED,False,unavailable_assumed_zero,,0.006726967379,9.962657616,1.9,False,0,,,,,0,,,,0.006726967379,0.006726967379,,1,radius_only_baseline
