pl_name,spec_type,authors,reference_url,num_datapoints,instrument,facility,minwavelng,maxwavelng,mintranmid,maxtranmid,note,bibcode,spec_path
WASP-103 b,Transmission,Edwards et al. 2023,,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6295,,,G141,2023ApJS..269...31E,40/82/02/84/WASP_103_b_3.11649_5286_61.tbl
WASP-18 b,Transmission,Edwards et al. 2023,,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6295,,,G141,2023ApJS..269...31E,07/44/64/41/WASP_18_b_3.11447_5286_65.tbl
WASP-6 b,Transmission,Edwards et al. 2023,,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6295,,,G141,2023ApJS..269...31E,24/18/54/93/WASP_6_b_3.11477_5286_67.tbl
WASP-19 b,Transmission,Edwards et al. 2023,,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6295,,,G141,2023ApJS..269...31E,68/58/57/03/WASP_19_b_3.11448_5286_66.tbl
Kepler-9 b,Transmission,Edwards et al. 2023,,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6295,,,G141,2023ApJS..269...31E,44/10/95/51/Kepler_9_b_3.388_5286_52.tbl
WASP-39 b,Transmission,Powell et al. 2024,,28,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.125,11.875,,,SPARTA Pipeline,2024Natur.626..979P,39/42/53/41/WASP_39_b_3.11466_5352_1.tbl
WASP-39 b,Transmission,Powell et al. 2024,,26,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.125,11.375,,,Tiberius Pipeline,2024Natur.626..979P,23/13/78/90/WASP_39_b_3.11466_5352_2.tbl
WASP-39 b,Transmission,Powell et al. 2024,,28,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.125,11.875,,,Eureka Pipeline,2024Natur.626..979P,92/32/34/11/WASP_39_b_3.11466_5352_3.tbl
TOI-4860 b,Transmission,Almenara et al. 2024,,5,ExTrA,"60 cm telescopes, La Silla Observatory",0.8898,1.5264,,,Table 2,2024A&A...683A.166A,93/24/24/73/TOI_4860_b_3.17486_5320_4.tbl
TOI-4860 b,Transmission,Almenara et al. 2024,,1,TESS CCD Array,Transiting Exoplanet Survey Satellite,0.7698,0.7698,,,Table 2,2024A&A...683A.166A,61/34/87/73/TOI_4860_b_3.17486_5320_3.tbl
TOI-4438 b,Transmission,Goffo et al. 2024,,1,TESS CCD Array,Transiting Exoplanet Survey Satellite,0.787,0.787,,,Table 2,2024A&A...685A.147G,74/27/83/45/TOI_4438_b_3.17143_5334_1.tbl
TOI-4438 b,Transmission,Goffo et al. 2024,,4,MuSCAT2,"1.52 m Telescopio Carlos Sanchez, Teide Observatory",0.475,0.87,,,Table 2,2024A&A...685A.147G,20/19/20/12/TOI_4438_b_3.17143_5334_2.tbl
HATS-2 b,Transmission,Biagiotti et al. 2024,,4,GROND,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,0.477,0.9134,,,"from text, Section 6",2024A&A...685A.131B,76/52/05/37/HATS_2_b_3.11618_5348_1.tbl
HATS-2 b,Transmission,Biagiotti et al. 2024,,2,DFOSC,Danish 1.54m telescope at European Southern Observatory,0.6489,0.82,,,"from text, Section 6",2024A&A...685A.131B,35/96/12/75/HATS_2_b_3.11618_5348_2.tbl
HD 106315 c,Transmission,Guilluy et al. 2021,,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6295,,,Table 5,2021AJ....161...19G,89/23/46/36/HD_106315_c_3.11995_5360_1.tbl
HD 3167 c,Transmission,Guilluy et al. 2021,,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6295,,,Table 5,2021AJ....161...19G,37/22/60/26/HD_3167_c_3.11925_5360_2.tbl
WASP-43 b,Eclipse,Bell et al. 2024,,14,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.25,11.75,,,Eureka Pipeline v2,2024NatAs...8..879B,79/67/49/18/WASP_43_b_3.11469_5377_3.tbl
WASP-43 b,Transmission,Bell et al. 2024,,14,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.25,11.75,,,Eureka Pipeline v2,2024NatAs...8..879B,20/26/29/79/WASP_43_b_3.11469_5377_4.tbl
WASP-43 b,Eclipse,Bell et al. 2024,,14,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.25,11.75,,,Teatro Pipeline,2024NatAs...8..879B,92/06/05/03/WASP_43_b_3.11469_5377_7.tbl
TOI-1268 b,Transmission,P&eacute;rez-Gonz&aacute;lez et al. 2024,,1,Wide-field InfraRed Camera (WIRC),California Institute of Technology 5.1m (200inch) Hale Telescope at Palomar Observatory,1.083,1.083,,,,2024AJ....167..214P,06/23/24/84/TOI_1268_b_3.13058_5365_1.tbl
TOI-1268 b,Transmission,P&eacute;rez-Gonz&aacute;lez et al. 2024,,1,TESS CCD Array,Transiting Exoplanet Survey Satellite,0.787,0.787,,,,2024AJ....167..214P,11/32/82/76/TOI_1268_b_3.13058_5365_2.tbl
WASP-43 b,Eclipse,Bell et al. 2024,,14,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.25,11.75,,,Eureka Pipeline v1,2024NatAs...8..879B,61/30/15/84/WASP_43_b_3.11469_5377_1.tbl
WASP-43 b,Transmission,Bell et al. 2024,,14,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.25,11.75,,,Eureka Pipeline v1,2024NatAs...8..879B,12/11/95/09/WASP_43_b_3.11469_5377_2.tbl
WASP-43 b,Eclipse,Bell et al. 2024,,14,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.25,11.75,,,Sparta Pipeline,2024NatAs...8..879B,13/76/23/74/WASP_43_b_3.11469_5377_5.tbl
WASP-43 b,Transmission,Bell et al. 2024,,14,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.25,11.75,,,Sparta Pipeline,2024NatAs...8..879B,16/20/81/99/WASP_43_b_3.11469_5377_6.tbl
WASP-43 b,Transmission,Bell et al. 2024,,14,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.25,11.75,,,Teatro Pipeline,2024NatAs...8..879B,99/13/57/06/WASP_43_b_3.11469_5377_8.tbl
WASP-43 b,Eclipse,Bell et al. 2024,,14,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.25,11.75,,,Fiducial Combined,2024NatAs...8..879B,97/66/17/03/WASP_43_b_3.11469_5377_9.tbl
55 Cnc e,Eclipse,Hu et al. 2024,,9,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,6.5825,11.4545,2460027.5,2460027.5,Fig. 3,2024Natur.630..609H,03/10/03/15/55_Cnc_e_3.10924_5378_1.tbl
55 Cnc e,Eclipse,Hu et al. 2024,,21,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.965,4.965,2459907.5,2459907.5,Relative eclipse depths offset by 60 ppm (Fig 3),2024Natur.630..609H,48/20/90/63/55_Cnc_e_3.10924_5378_2.tbl
KELT-7 b,Transmission,Pluriel et al. 2020,,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6295,,,Table 4,2020AJ....160..112P,34/92/82/14/KELT_7_b_3.11769_5376_1.tbl
KELT-7 b,Eclipse,Pluriel et al. 2020,,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6295,,,Table 4,2020AJ....160..112P,25/67/86/40/KELT_7_b_3.11769_5376_2.tbl
KELT-7 b,Transmission,Pluriel et al. 2020,,1,TESS CCD Array,Transiting Exoplanet Survey Satellite,0.8,0.8,,,Table 4,2020AJ....160..112P,94/19/12/46/KELT_7_b_3.11769_5376_3.tbl
WASP-6 b,Transmission,Jord&aacute;n et al. 2013,,20,IMACS spectrograph,Magellan I Walter Baade Telescope,0.4823,0.8518,,,Table 5,2013ApJ...778..184J,97/25/19/42/WASP_6_b_3.11477_3418_1.tbl
KELT-3 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,25/72/73/40/KELT_3_b_3.11599_5410_7.tbl
KELT-2 A b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,47/91/23/02/KELT_2_A_b_3.11522_5410_6.tbl
HAT-P-41 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,90/85/53/40/HAT_P_41_b_3.11534_5410_5.tbl
HAT-P-40 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,77/55/58/62/HAT_P_40_b_3.11533_5410_4.tbl
HAT-P-33 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,24/17/25/97/HAT_P_33_b_3.11018_5410_3.tbl
HAT-P-30 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,58/71/57/58/HAT_P_30_b_3.11015_5410_2.tbl
HAT-P-13 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,71/34/49/59/HAT_P_13_b_3.10994_5410_1.tbl
WASP-76 b,Transmission,von Essen et al. 2020,,8,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.3483,0.5583,,,"Table 4, G430L",2020A&A...637A..76V,44/47/51/88/WASP_76_b_3.11846_5412_48.tbl
WASP-76 b,Transmission,von Essen et al. 2020,,16,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.5455,0.9173,,,"Table 4, G750L",2020A&A...637A..76V,61/33/04/46/WASP_76_b_3.11846_5412_49.tbl
WASP-76 b,Transmission,Fu et al. 2021,,38,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.33,0.9643,,,Table 8,2021AJ....162..108F,36/10/21/67/WASP_76_b_3.11846_5411_43.tbl
WASP-76 b,Transmission,Fu et al. 2021,,26,Wide Field Camera 3,Hubble Space Telescope satellite,1.1425,1.6075,,,Table 8,2021AJ....162..108F,07/23/37/19/WASP_76_b_3.11846_5411_44.tbl
WASP-76 b,Transmission,Fu et al. 2021,,3,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.55,4.493,,,Table 8,2021AJ....162..108F,69/76/51/74/WASP_76_b_3.11846_5411_45.tbl
WASP-76 b,Eclipse,Fu et al. 2021,,26,Wide Field Camera 3,Hubble Space Telescope satellite,1.1518,1.6168,,,Table 9,2021AJ....162..108F,31/61/22/37/WASP_76_b_3.11846_5411_46.tbl
WASP-76 b,Eclipse,Fu et al. 2021,,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.55,4.493,,,Table 9,2021AJ....162..108F,18/37/35/02/WASP_76_b_3.11846_5411_47.tbl
HD 209458 b,Transmission,Xue et al. 2024,,69,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.38,4.98,,,"Figure 6, Eureka! pipeline",2024ApJ...963L...5X,06/77/10/29/HD_209458_b_3.11218_5413_50.tbl
HD 209458 b,Transmission,Xue et al. 2024,,69,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.38,4.98,,,"Figure 6, Sparta pipeline",2024ApJ...963L...5X,32/91/31/49/HD_209458_b_3.11218_5413_51.tbl
WASP-74 b,Transmission,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 3,2020AJ....159..137G,08/85/22/46/WASP_74_b_3.11772_5410_42.tbl
WASP-62 b,Transmission,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 3,2020AJ....159..137G,01/82/42/35/WASP_62_b_3.11544_5410_41.tbl
KELT-7 b,Transmission,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 3,2020AJ....159..137G,48/71/42/85/KELT_7_b_3.11769_5410_40.tbl
WASP-131 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,53/14/30/09/WASP_131_b_3.11960_5410_39.tbl
WASP-121 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,13/05/25/40/WASP_121_b_3.11900_5410_38.tbl
WASP-104 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,26/30/62/47/WASP_104_b_3.11702_5410_37.tbl
WASP-103 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,04/81/18/90/WASP_103_b_3.11649_5410_36.tbl
WASP-103 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,80/72/76/23/WASP_103_b_3.11649_5410_35.tbl
WASP-101 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,11/50/02/06/WASP_101_b_3.11672_5410_34.tbl
WASP-100 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,04/20/89/25/WASP_100_b_3.11671_5410_33.tbl
WASP-97 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,62/11/68/13/WASP_97_b_3.11668_5410_32.tbl
WASP-94 A b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,67/80/63/28/WASP_94A_b_3.11708_5410_31.tbl
WASP-87 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,11/85/06/76/WASP_87_b_3.12389_5410_30.tbl
WASP-79 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,64/92/53/31/WASP_79_b_3.11520_5410_29.tbl
WASP-78 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,11/79/38/06/WASP_78_b_3.11519_5410_28.tbl
WASP-77 A b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,20/55/19/39/WASP_77_b_3.11569_5410_27.tbl
WASP-76 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,99/79/67/65/WASP_76_b_3.11846_5410_26.tbl
WASP-74 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,63/25/25/53/WASP_74_b_3.11772_5410_24.tbl
WASP-65 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,97/24/53/26/WASP_65_b_3.11622_5410_23.tbl
WASP-64 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,51/87/95/23/WASP_64_b_3.11583_5410_22.tbl
WASP-63 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,18/25/92/42/WASP_63_b_3.11545_5410_21.tbl
WASP-62 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,59/70/18/13/WASP_62_b_3.11544_5410_20.tbl
WASP-46 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,16/94/52/68/WASP_46_b_3.11472_5410_18.tbl
WASP-43 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,62/35/31/59/WASP_43_b_3.11469_5410_17.tbl
WASP-36 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,03/76/30/41/WASP_36_b_3.11463_5410_16.tbl
WASP-19 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,99/84/68/60/WASP_19_b_3.11448_5410_15.tbl
WASP-19 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,31/30/16/07/WASP_19_b_3.11448_5410_14.tbl
WASP-18 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,85/80/63/10/WASP_18_b_3.11447_5410_13.tbl
WASP-14 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,19/88/79/21/WASP_14_b_3.11443_5410_12.tbl
WASP-14 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,98/95/13/75/WASP_14_b_3.11443_5410_11.tbl
WASP-12 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,64/60/81/98/WASP_12_b_3.11441_5410_10.tbl
Qatar-1 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,15/25/49/50/Qatar_1_b_3.11424_5410_9.tbl
KELT-7 b,Eclipse,Garhart et al. 2020,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1 & 6,2020AJ....159..137G,98/61/76/52/KELT_7_b_3.11769_5410_8.tbl
LHS 1140 b,Transmission,Cadieux et al. 2024,,142,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6534,2.6515,,,Table B1,2024ApJ...970L...2C,99/51/35/59/LHS_1140_b_3.12019_5422_1.tbl
LHS 1140 c,Transmission,Cadieux et al. 2024,,142,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6534,2.6515,,,Table B1,2024ApJ...970L...2C,14/51/19/15/LHS_1140_c_3.12258_5422_2.tbl
WASP-107 b,Transmission,Sing et al. 2024,,576,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7355,5.1637,,,,2024Natur.630..831S,92/71/18/15/WASP_107_b_3.12045_5452_1.tbl
WASP-107 b,Transmission,Welbanks et al. 2024,,58,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.064,13.628,,,Fiducial Eureka,2024Natur.630..836W,09/70/61/26/WASP_107_b_3.12045_5453_1.tbl
WASP-107 b,Transmission,Welbanks et al. 2024,,100,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.4575,3.9425,,,F322W2 Fiducial Eureka,2024Natur.630..836W,72/16/68/12/WASP_107_b_3.12045_5453_2.tbl
WASP-107 b,Transmission,Welbanks et al. 2024,,77,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.8975,5.0375,,,F444W Fiducial Eureka,2024Natur.630..836W,88/08/66/62/WASP_107_b_3.12045_5453_3.tbl
WASP-107 b,Transmission,Welbanks et al. 2024,,9,Wide Field Camera 3,Hubble Space Telescope satellite,0.8916,1.1264,,,G102 Fiducial Pegasus,2024Natur.630..836W,55/82/50/01/WASP_107_b_3.12045_5453_4.tbl
WASP-107 b,Transmission,Welbanks et al. 2024,,21,Wide Field Camera 3,Hubble Space Telescope satellite,1.1327,1.6418,,,G141 Fiducial Pegasus,2024Natur.630..836W,28/20/46/78/WASP_107_b_3.12045_5453_5.tbl
WASP-107 b,Transmission,Welbanks et al. 2024,,100,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.4575,3.9425,,,F322W2 Pegasus,2024Natur.630..836W,99/18/95/56/WASP_107_b_3.12045_5453_6.tbl
WASP-107 b,Transmission,Welbanks et al. 2024,,72,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.8975,4.9625,,,F444W Pegasus,2024Natur.630..836W,61/60/21/64/WASP_107_b_3.12045_5453_7.tbl
WASP-107 b,Transmission,Welbanks et al. 2024,,100,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.4572,3.9421,,,F322W2 tshirt,2024Natur.630..836W,25/10/66/80/WASP_107_b_3.12045_5453_8.tbl
WASP-107 b,Transmission,Welbanks et al. 2024,,72,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.8971,4.962,,,F444W tshirt,2024Natur.630..836W,89/54/84/42/WASP_107_b_3.12045_5453_9.tbl
TOI-836 b,Transmission,Alderson et al. 2024,,106,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.873,5.0725,,,Eureka! pipline visit 1,2024AJ....167..216A,54/18/61/76/TOI_836_b_3.13742_5454_1.tbl
TOI-836 b,Transmission,Alderson et al. 2024,,106,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.873,5.0725,,,Eureka! pipline visit 2,2024AJ....167..216A,06/61/34/10/TOI_836_b_3.13742_5454_2.tbl
TOI-836 b,Transmission,Alderson et al. 2024,,106,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8728,5.0725,,,exotic-jedi pipeline visit 1,2024AJ....167..216A,83/82/92/19/TOI_836_b_3.13742_5454_3.tbl
TOI-836 b,Transmission,Alderson et al. 2024,,106,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.873,5.0726,,,exotic-jedi pipeline visit 2,2024AJ....167..216A,87/83/44/96/TOI_836_b_3.13742_5454_4.tbl
TOI-836 b,Transmission,Alderson et al. 2024,,106,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.873,5.0725,,,Eureka! pipeline combined visit 1 and visit 2,2024AJ....167..216A,35/53/58/83/TOI_836_b_3.13742_5454_5.tbl
