label,mist_version,rotation_v_over_vcrit,feh,log10_age_years,initial_mass_solar,log10_luminosity_solar,log10_teff_kelvin
MODEL-INFERRED,1.2,0.4,-2,8.45,0.85,-0.06417986577,3.816104783
MODEL-INFERRED,1.2,0.4,-2,8.45,0.875,-0.005455884206,3.823877957
MODEL-INFERRED,1.2,0.4,-2,8.45,0.9,0.05208671158,3.831486782
MODEL-INFERRED,1.2,0.4,-2,8.45,0.925,0.1060233331,3.838879818
MODEL-INFERRED,1.2,0.4,-2,8.45,0.95,0.1594592449,3.84623711
MODEL-INFERRED,1.2,0.4,-2,8.45,0.975,0.2128416016,3.853601092
MODEL-INFERRED,1.2,0.4,-2,8.45,1,0.2635027883,3.861183333
MODEL-INFERRED,1.2,0.4,-2,8.45,1.025,0.3129481278,3.868916715
MODEL-INFERRED,1.2,0.4,-2,8.45,1.05,0.3606945153,3.876908423
MODEL-INFERRED,1.2,0.4,-2,8.45,1.075,0.40701584,3.885326016
MODEL-INFERRED,1.2,0.4,-2,8.45,1.1,0.4521129337,3.89447378
MODEL-INFERRED,1.2,0.4,-2,8.45,1.125,0.4961031304,3.903890964
MODEL-INFERRED,1.2,0.4,-2,8.45,1.15,0.5389854999,3.913459676
MODEL-INFERRED,1.2,0.4,-2,8.45,1.175,0.5808825173,3.922831703
MODEL-INFERRED,1.2,0.4,-2,8.45,1.2,0.6215606848,3.931801232
MODEL-INFERRED,1.2,0.4,-2,8.45,1.225,0.6612556567,3.940842868
MODEL-INFERRED,1.2,0.4,-2,8.45,1.25,0.7003475561,3.949784074
MODEL-INFERRED,1.2,0.4,-2,8.45,1.275,0.7384009935,3.958385124
MODEL-INFERRED,1.2,0.4,-2,8.45,1.3,0.7756642852,3.966689515
MODEL-INFERRED,1.2,0.4,-2,8.45,1.325,0.8119220765,3.974658949
MODEL-INFERRED,1.2,0.4,-2,8.45,1.35,0.8474753676,3.982349512
MODEL-INFERRED,1.2,0.4,-2,8.45,1.375,0.8819414189,3.989667087
MODEL-INFERRED,1.2,0.4,-2,8.45,1.4,0.9159136152,3.996791801
MODEL-INFERRED,1.2,0.4,-2,8.45,1.425,0.9488805346,4.003555964
MODEL-INFERRED,1.2,0.4,-2,8.45,1.45,0.9810820481,4.010016316
MODEL-INFERRED,1.2,0.4,-2,8.45,1.475,1.012522286,4.016177742
MODEL-INFERRED,1.2,0.4,-2,8.45,1.5,1.043155938,4.022029502
MODEL-INFERRED,1.2,0.4,-2,8.5,0.5,-1.123755652,3.663269401
MODEL-INFERRED,1.2,0.4,-2,8.5,0.525,-1.036187163,3.674931227
MODEL-INFERRED,1.2,0.4,-2,8.5,0.55,-0.9484151258,3.686745926
MODEL-INFERRED,1.2,0.4,-2,8.5,0.575,-0.8623647114,3.699541909
MODEL-INFERRED,1.2,0.4,-2,8.5,0.6,-0.7766499538,3.712324961
MODEL-INFERRED,1.2,0.4,-2,8.5,0.625,-0.6973262309,3.724481244
MODEL-INFERRED,1.2,0.4,-2,8.5,0.65,-0.6184339713,3.73660954
MODEL-INFERRED,1.2,0.4,-2,8.5,0.675,-0.5393631344,3.748788509
MODEL-INFERRED,1.2,0.4,-2,8.5,0.7,-0.4614199332,3.760707031
MODEL-INFERRED,1.2,0.4,-2,8.5,0.725,-0.3939994256,3.770203154
MODEL-INFERRED,1.2,0.4,-2,8.5,0.75,-0.3277129746,3.779426819
MODEL-INFERRED,1.2,0.4,-2,8.5,0.775,-0.2613919389,3.788654874
MODEL-INFERRED,1.2,0.4,-2,8.5,0.8,-0.1950176409,3.797881509
MODEL-INFERRED,1.2,0.4,-2,8.5,0.825,-0.1285768959,3.807109058
MODEL-INFERRED,1.2,0.4,-2,8.5,0.85,-0.0622556296,3.816297678
MODEL-INFERRED,1.2,0.4,-2,8.5,0.875,-0.003928942652,3.823981281
MODEL-INFERRED,1.2,0.4,-2,8.5,0.9,0.05383108821,3.831596551
MODEL-INFERRED,1.2,0.4,-2,8.5,0.925,0.1077197032,3.838983035
MODEL-INFERRED,1.2,0.4,-2,8.5,0.95,0.1612753554,3.846345415
MODEL-INFERRED,1.2,0.4,-2,8.5,0.975,0.214908232,3.85370795
MODEL-INFERRED,1.2,0.4,-2,8.5,1,0.2656002209,3.861325782
MODEL-INFERRED,1.2,0.4,-2,8.5,1.025,0.3151842538,3.869107267
MODEL-INFERRED,1.2,0.4,-2,8.5,1.05,0.3631287959,3.877118636
MODEL-INFERRED,1.2,0.4,-2,8.5,1.075,0.4096138458,3.885613324
MODEL-INFERRED,1.2,0.4,-2,8.5,1.1,0.454966311,3.894727891
MODEL-INFERRED,1.2,0.4,-2,8.5,1.125,0.4990650164,3.9041854
MODEL-INFERRED,1.2,0.4,-2,8.5,1.15,0.5421770228,3.913775505
MODEL-INFERRED,1.2,0.4,-2,8.5,1.175,0.5842282634,3.923134422
MODEL-INFERRED,1.2,0.4,-2,8.5,1.2,0.6250728794,3.932205558
MODEL-INFERRED,1.2,0.4,-2,8.5,1.225,0.6649935933,3.941269184
MODEL-INFERRED,1.2,0.4,-2,8.5,1.25,0.7043277012,3.950237969
MODEL-INFERRED,1.2,0.4,-2,8.5,1.275,0.7427352688,3.958908491
MODEL-INFERRED,1.2,0.4,-2,8.5,1.3,0.7800326849,3.967184251
MODEL-INFERRED,1.2,0.4,-2,8.5,1.325,0.8166636803,3.975216168
MODEL-INFERRED,1.2,0.4,-2,8.5,1.35,0.852464259,3.982929998
MODEL-INFERRED,1.2,0.4,-2,8.5,1.375,0.8872117554,3.990261951
MODEL-INFERRED,1.2,0.4,-2,8.5,1.4,0.9213602378,3.99737153
MODEL-INFERRED,1.2,0.4,-2,8.5,1.425,0.9547778499,4.004209955
MODEL-INFERRED,1.2,0.4,-2,8.5,1.45,0.9873430672,4.010700592
MODEL-INFERRED,1.2,0.4,-2,8.5,1.475,1.019089788,4.016878901
MODEL-INFERRED,1.2,0.4,-2,8.5,1.5,1.050099303,4.022754572
MODEL-INFERRED,1.2,0.4,-2,8.55,0.5,-1.123259568,3.663265597
MODEL-INFERRED,1.2,0.4,-2,8.55,0.525,-1.035712614,3.674923853
MODEL-INFERRED,1.2,0.4,-2,8.55,0.55,-0.9478802057,3.686743386
MODEL-INFERRED,1.2,0.4,-2,8.55,0.575,-0.8616223478,3.699576409
MODEL-INFERRED,1.2,0.4,-2,8.55,0.6,-0.775903535,3.712325466
MODEL-INFERRED,1.2,0.4,-2,8.55,0.625,-0.6964956684,3.724494214
MODEL-INFERRED,1.2,0.4,-2,8.55,0.65,-0.6174093777,3.736675472
MODEL-INFERRED,1.2,0.4,-2,8.55,0.675,-0.5382490029,3.748872937
MODEL-INFERRED,1.2,0.4,-2,8.55,0.7,-0.4601941869,3.760820866
MODEL-INFERRED,1.2,0.4,-2,8.55,0.725,-0.3928518982,3.770291271
MODEL-INFERRED,1.2,0.4,-2,8.55,0.75,-0.3265102742,3.779523116
MODEL-INFERRED,1.2,0.4,-2,8.55,0.775,-0.2601241421,3.788753976
MODEL-INFERRED,1.2,0.4,-2,8.55,0.8,-0.193664463,3.797986513
MODEL-INFERRED,1.2,0.4,-2,8.55,0.825,-0.1270991426,3.80722183
MODEL-INFERRED,1.2,0.4,-2,8.55,0.85,-0.06129716039,3.816299428
MODEL-INFERRED,1.2,0.4,-2,8.55,0.875,-0.002283313816,3.824093219
MODEL-INFERRED,1.2,0.4,-2,8.55,0.9,0.05580391402,3.831723135
MODEL-INFERRED,1.2,0.4,-2,8.55,0.925,0.1096253849,3.83910379
MODEL-INFERRED,1.2,0.4,-2,8.55,0.95,0.1633216256,3.846473795
MODEL-INFERRED,1.2,0.4,-2,8.55,0.975,0.2170585722,3.853857393
MODEL-INFERRED,1.2,0.4,-2,8.55,1,0.2679932705,3.861501476
MODEL-INFERRED,1.2,0.4,-2,8.55,1.025,0.3178476644,3.869304238
MODEL-INFERRED,1.2,0.4,-2,8.55,1.05,0.3658506358,3.877361383
MODEL-INFERRED,1.2,0.4,-2,8.55,1.075,0.4126131982,3.885910062
MODEL-INFERRED,1.2,0.4,-2,8.55,1.1,0.4579874827,3.895107072
MODEL-INFERRED,1.2,0.4,-2,8.55,1.125,0.5024178275,3.904646761
MODEL-INFERRED,1.2,0.4,-2,8.55,1.15,0.5458357388,3.914140595
MODEL-INFERRED,1.2,0.4,-2,8.55,1.175,0.5881188045,3.92352202
MODEL-INFERRED,1.2,0.4,-2,8.55,1.2,0.6291072772,3.932638425
MODEL-INFERRED,1.2,0.4,-2,8.55,1.225,0.6692199449,3.941753114
MODEL-INFERRED,1.2,0.4,-2,8.55,1.25,0.7088852662,3.950762644
MODEL-INFERRED,1.2,0.4,-2,8.55,1.275,0.747463408,3.95944082
MODEL-INFERRED,1.2,0.4,-2,8.55,1.3,0.7851720656,3.967792918
MODEL-INFERRED,1.2,0.4,-2,8.55,1.325,0.8221658113,3.975871818
MODEL-INFERRED,1.2,0.4,-2,8.55,1.35,0.8581954772,3.983591107
MODEL-INFERRED,1.2,0.4,-2,8.55,1.375,0.8932833302,3.990956241
MODEL-INFERRED,1.2,0.4,-2,8.55,1.4,0.9280391584,3.998180568
MODEL-INFERRED,1.2,0.4,-2,8.55,1.425,0.9616049072,4.00496813
MODEL-INFERRED,1.2,0.4,-2,8.55,1.45,0.9945125295,4.011482613
MODEL-INFERRED,1.2,0.4,-2,8.55,1.475,1.026602578,4.01766547
MODEL-INFERRED,1.2,0.4,-2,8.55,1.5,1.058011018,4.023594313
MODEL-INFERRED,1.2,0.4,-2,8.6,0.5,-1.122746435,3.66327771
MODEL-INFERRED,1.2,0.4,-2,8.6,0.525,-1.03520681,3.67492244
MODEL-INFERRED,1.2,0.4,-2,8.6,0.55,-0.9471678424,3.686785283
MODEL-INFERRED,1.2,0.4,-2,8.6,0.575,-0.860858889,3.699601887
MODEL-INFERRED,1.2,0.4,-2,8.6,0.6,-0.7750029142,3.712340911
MODEL-INFERRED,1.2,0.4,-2,8.6,0.625,-0.6954544682,3.724562364
MODEL-INFERRED,1.2,0.4,-2,8.6,0.65,-0.6162661118,3.736764708
MODEL-INFERRED,1.2,0.4,-2,8.6,0.675,-0.5371305258,3.748958201
MODEL-INFERRED,1.2,0.4,-2,8.6,0.7,-0.458830964,3.760962363
MODEL-INFERRED,1.2,0.4,-2,8.6,0.725,-0.3916199427,3.770394286
MODEL-INFERRED,1.2,0.4,-2,8.6,0.75,-0.3252281481,3.779629382
MODEL-INFERRED,1.2,0.4,-2,8.6,0.775,-0.2587494701,3.788866431
MODEL-INFERRED,1.2,0.4,-2,8.6,0.8,-0.1921783068,3.7981063
MODEL-INFERRED,1.2,0.4,-2,8.6,0.825,-0.1255438295,3.807340935
MODEL-INFERRED,1.2,0.4,-2,8.6,0.85,-0.05973231318,3.816399501
MODEL-INFERRED,1.2,0.4,-2,8.6,0.875,-0.0004526074496,3.824220862
MODEL-INFERRED,1.2,0.4,-2,8.6,0.9,0.0574477469,3.831835923
MODEL-INFERRED,1.2,0.4,-2,8.6,0.925,0.1117682034,3.839244256
MODEL-INFERRED,1.2,0.4,-2,8.6,0.95,0.1656303524,3.846625469
MODEL-INFERRED,1.2,0.4,-2,8.6,0.975,0.219605921,3.85402222
MODEL-INFERRED,1.2,0.4,-2,8.6,1,0.2707014747,3.861706345
MODEL-INFERRED,1.2,0.4,-2,8.6,1.025,0.320638366,3.869563145
MODEL-INFERRED,1.2,0.4,-2,8.6,1.05,0.3689534033,3.877673056
MODEL-INFERRED,1.2,0.4,-2,8.6,1.075,0.4158341266,3.886259488
MODEL-INFERRED,1.2,0.4,-2,8.6,1.1,0.4616123915,3.895454575
MODEL-INFERRED,1.2,0.4,-2,8.6,1.125,0.5063320005,3.905139919
MODEL-INFERRED,1.2,0.4,-2,8.6,1.15,0.5498005183,3.914622969
MODEL-INFERRED,1.2,0.4,-2,8.6,1.175,0.5922601715,3.924043872
MODEL-INFERRED,1.2,0.4,-2,8.6,1.2,0.6335790125,3.933190789
MODEL-INFERRED,1.2,0.4,-2,8.6,1.225,0.6741086247,3.942314337
MODEL-INFERRED,1.2,0.4,-2,8.6,1.25,0.7140797737,3.951360735
MODEL-INFERRED,1.2,0.4,-2,8.6,1.275,0.7530169724,3.960103079
MODEL-INFERRED,1.2,0.4,-2,8.6,1.3,0.7910222726,3.968481162
MODEL-INFERRED,1.2,0.4,-2,8.6,1.325,0.8283331444,3.976582295
MODEL-INFERRED,1.2,0.4,-2,8.6,1.35,0.8647471832,3.984338508
MODEL-INFERRED,1.2,0.4,-2,8.6,1.375,0.9001816741,3.991723547
MODEL-INFERRED,1.2,0.4,-2,8.6,1.4,0.9351513363,3.998910698
MODEL-INFERRED,1.2,0.4,-2,8.6,1.425,0.9694044516,4.005818095
MODEL-INFERRED,1.2,0.4,-2,8.6,1.45,1.002738031,4.012352338
MODEL-INFERRED,1.2,0.4,-2,8.6,1.475,1.035307977,4.018578928
MODEL-INFERRED,1.2,0.4,-2,8.6,1.5,1.067144923,4.024509573
MODEL-INFERRED,1.2,0.4,-2,8.65,0.5,-1.122276387,3.663276053
MODEL-INFERRED,1.2,0.4,-2,8.65,0.525,-1.034603212,3.674941529
MODEL-INFERRED,1.2,0.4,-2,8.65,0.55,-0.9464027109,3.686848088
MODEL-INFERRED,1.2,0.4,-2,8.65,0.575,-0.8600439323,3.699625886
MODEL-INFERRED,1.2,0.4,-2,8.65,0.6,-0.7737420337,3.712428326
MODEL-INFERRED,1.2,0.4,-2,8.65,0.625,-0.6942810103,3.724656812
MODEL-INFERRED,1.2,0.4,-2,8.65,0.65,-0.6151160783,3.736853227
MODEL-INFERRED,1.2,0.4,-2,8.65,0.675,-0.5359756112,3.74904846
MODEL-INFERRED,1.2,0.4,-2,8.65,0.7,-0.4568078633,3.761249824
MODEL-INFERRED,1.2,0.4,-2,8.65,0.725,-0.3903306625,3.770507319
MODEL-INFERRED,1.2,0.4,-2,8.65,0.75,-0.323834986,3.779749545
MODEL-INFERRED,1.2,0.4,-2,8.65,0.775,-0.2572566744,3.788993903
MODEL-INFERRED,1.2,0.4,-2,8.65,0.8,-0.1906003651,3.798234479
MODEL-INFERRED,1.2,0.4,-2,8.65,0.825,-0.1238346156,3.807474055
MODEL-INFERRED,1.2,0.4,-2,8.65,0.85,-0.05721204096,3.816660643
MODEL-INFERRED,1.2,0.4,-2,8.65,0.875,0.001589544494,3.824366462
MODEL-INFERRED,1.2,0.4,-2,8.65,0.9,0.05998626933,3.832003513
MODEL-INFERRED,1.2,0.4,-2,8.65,0.925,0.114143936,3.839402484
MODEL-INFERRED,1.2,0.4,-2,8.65,0.95,0.1682215836,3.84680171
MODEL-INFERRED,1.2,0.4,-2,8.65,0.975,0.2224762006,3.854216806
MODEL-INFERRED,1.2,0.4,-2,8.65,1,0.2737241303,3.861936837
MODEL-INFERRED,1.2,0.4,-2,8.65,1.025,0.3239397161,3.869816842
MODEL-INFERRED,1.2,0.4,-2,8.65,1.05,0.3724390388,3.878030811
MODEL-INFERRED,1.2,0.4,-2,8.65,1.075,0.4194801149,3.886686437
MODEL-INFERRED,1.2,0.4,-2,8.65,1.1,0.4655560693,3.895995155
MODEL-INFERRED,1.2,0.4,-2,8.65,1.125,0.5105748077,3.90561686
MODEL-INFERRED,1.2,0.4,-2,8.65,1.15,0.5543243368,3.915189343
MODEL-INFERRED,1.2,0.4,-2,8.65,1.175,0.5971897055,3.924659433
MODEL-INFERRED,1.2,0.4,-2,8.65,1.2,0.6389010783,3.933779329
MODEL-INFERRED,1.2,0.4,-2,8.65,1.225,0.6796454974,3.942951222
MODEL-INFERRED,1.2,0.4,-2,8.65,1.25,0.7199743218,3.952031885
MODEL-INFERRED,1.2,0.4,-2,8.65,1.275,0.7591948329,3.960791267
MODEL-INFERRED,1.2,0.4,-2,8.65,1.3,0.7976013067,3.969221144
MODEL-INFERRED,1.2,0.4,-2,8.65,1.325,0.83533168,3.977366019
MODEL-INFERRED,1.2,0.4,-2,8.65,1.35,0.8722505955,3.985177734
MODEL-INFERRED,1.2,0.4,-2,8.65,1.375,0.9081528718,3.992602241
MODEL-INFERRED,1.2,0.4,-2,8.65,1.4,0.9435591706,3.999815577
MODEL-INFERRED,1.2,0.4,-2,8.65,1.425,0.9783175911,4.006758495
MODEL-INFERRED,1.2,0.4,-2,8.65,1.45,1.01229298,4.013379701
MODEL-INFERRED,1.2,0.4,-2,8.65,1.475,1.04545127,4.019670768
MODEL-INFERRED,1.2,0.4,-2,8.65,1.5,1.078004496,4.025719285
MODEL-INFERRED,1.2,0.4,-2,8.7,0.5,-1.121745146,3.663285308
MODEL-INFERRED,1.2,0.4,-2,8.7,0.525,-1.033917974,3.674980853
MODEL-INFERRED,1.2,0.4,-2,8.7,0.55,-0.945618574,3.68690962
MODEL-INFERRED,1.2,0.4,-2,8.7,0.575,-0.8590359216,3.699695931
MODEL-INFERRED,1.2,0.4,-2,8.7,0.6,-0.7725191902,3.71252952
MODEL-INFERRED,1.2,0.4,-2,8.7,0.625,-0.6931025052,3.724748054
MODEL-INFERRED,1.2,0.4,-2,8.7,0.65,-0.6139665476,3.736938225
MODEL-INFERRED,1.2,0.4,-2,8.7,0.675,-0.5347073761,3.749160699
MODEL-INFERRED,1.2,0.4,-2,8.7,0.7,-0.4556860353,3.761328516
MODEL-INFERRED,1.2,0.4,-2,8.7,0.725,-0.3889218114,3.7706356
MODEL-INFERRED,1.2,0.4,-2,8.7,0.75,-0.3223288778,3.779885051
MODEL-INFERRED,1.2,0.4,-2,8.7,0.775,-0.2556566381,3.789131576
MODEL-INFERRED,1.2,0.4,-2,8.7,0.8,-0.188871537,3.798377827
MODEL-INFERRED,1.2,0.4,-2,8.7,0.825,-0.1219292115,3.807626751
MODEL-INFERRED,1.2,0.4,-2,8.7,0.85,-0.05536029923,3.816777215
MODEL-INFERRED,1.2,0.4,-2,8.7,0.875,0.003842326523,3.824528319
MODEL-INFERRED,1.2,0.4,-2,8.7,0.9,0.06232679474,3.832163193
MODEL-INFERRED,1.2,0.4,-2,8.7,0.925,0.116819517,3.839586064
MODEL-INFERRED,1.2,0.4,-2,8.7,0.95,0.171142504,3.847006521
MODEL-INFERRED,1.2,0.4,-2,8.7,0.975,0.2255134434,3.85445587
MODEL-INFERRED,1.2,0.4,-2,8.7,1,0.277084714,3.862197896
MODEL-INFERRED,1.2,0.4,-2,8.7,1.025,0.3275096568,3.870135522
MODEL-INFERRED,1.2,0.4,-2,8.7,1.05,0.3763437629,3.878401581
MODEL-INFERRED,1.2,0.4,-2,8.7,1.075,0.4237486368,3.887130685
MODEL-INFERRED,1.2,0.4,-2,8.7,1.1,0.4702130775,3.896487024
MODEL-INFERRED,1.2,0.4,-2,8.7,1.125,0.515538674,3.906204044
MODEL-INFERRED,1.2,0.4,-2,8.7,1.15,0.5595651815,3.915846326
MODEL-INFERRED,1.2,0.4,-2,8.7,1.175,0.6026414675,3.925304183
MODEL-INFERRED,1.2,0.4,-2,8.7,1.2,0.6446634992,3.934499729
MODEL-INFERRED,1.2,0.4,-2,8.7,1.225,0.6859605423,3.943681713
MODEL-INFERRED,1.2,0.4,-2,8.7,1.25,0.7266903963,3.952790501
MODEL-INFERRED,1.2,0.4,-2,8.7,1.275,0.7664214047,3.961626786
MODEL-INFERRED,1.2,0.4,-2,8.7,1.3,0.8053578685,3.970134137
MODEL-INFERRED,1.2,0.4,-2,8.7,1.325,0.8434457143,3.978279378
MODEL-INFERRED,1.2,0.4,-2,8.7,1.35,0.8808760698,3.986130786
MODEL-INFERRED,1.2,0.4,-2,8.7,1.375,0.9173163055,3.993596436
MODEL-INFERRED,1.2,0.4,-2,8.7,1.4,0.9535155697,4.000928097
MODEL-INFERRED,1.2,0.4,-2,8.7,1.425,0.9887263703,4.007862147
MODEL-INFERRED,1.2,0.4,-2,8.7,1.45,1.023305801,4.014533767
MODEL-INFERRED,1.2,0.4,-2,8.7,1.475,1.057254849,4.020935436
MODEL-INFERRED,1.2,0.4,-2,8.7,1.5,1.090533384,4.027072122
MODEL-INFERRED,1.2,0.4,-2,8.75,0.5,-1.121161569,3.663309216
MODEL-INFERRED,1.2,0.4,-2,8.75,0.525,-1.033201313,3.675014887
MODEL-INFERRED,1.2,0.4,-2,8.75,0.55,-0.9446513547,3.686973918
MODEL-INFERRED,1.2,0.4,-2,8.75,0.575,-0.85799758,3.699764236
MODEL-INFERRED,1.2,0.4,-2,8.75,0.6,-0.7711251885,3.7126395
MODEL-INFERRED,1.2,0.4,-2,8.75,0.625,-0.6919567325,3.724828008
MODEL-INFERRED,1.2,0.4,-2,8.75,0.65,-0.6126853987,3.737053318
MODEL-INFERRED,1.2,0.4,-2,8.75,0.675,-0.5333854006,3.749283159
MODEL-INFERRED,1.2,0.4,-2,8.75,0.7,-0.4546291126,3.761380619
MODEL-INFERRED,1.2,0.4,-2,8.75,0.725,-0.3873896418,3.77078009
MODEL-INFERRED,1.2,0.4,-2,8.75,0.75,-0.3207136678,3.780032128
MODEL-INFERRED,1.2,0.4,-2,8.75,0.775,-0.2539013622,3.78928542
MODEL-INFERRED,1.2,0.4,-2,8.75,0.8,-0.1869403583,3.798543105
MODEL-INFERRED,1.2,0.4,-2,8.75,0.825,-0.1198309343,3.807797849
MODEL-INFERRED,1.2,0.4,-2,8.75,0.85,-0.05350248939,3.816870932
MODEL-INFERRED,1.2,0.4,-2,8.75,0.875,0.006369788207,3.82471222
MODEL-INFERRED,1.2,0.4,-2,8.75,0.9,0.06489512047,3.832344981
MODEL-INFERRED,1.2,0.4,-2,8.75,0.925,0.1198376794,3.839798128
MODEL-INFERRED,1.2,0.4,-2,8.75,0.95,0.1744168166,3.847241068
MODEL-INFERRED,1.2,0.4,-2,8.75,0.975,0.2291877934,3.854705651
MODEL-INFERRED,1.2,0.4,-2,8.75,1,0.2809152679,3.862511466
MODEL-INFERRED,1.2,0.4,-2,8.75,1.025,0.3316240423,3.870510314
MODEL-INFERRED,1.2,0.4,-2,8.75,1.05,0.3808520197,3.878838727
MODEL-INFERRED,1.2,0.4,-2,8.75,1.075,0.4285845378,3.887696562
MODEL-INFERRED,1.2,0.4,-2,8.75,1.1,0.4752696815,3.897158124
MODEL-INFERRED,1.2,0.4,-2,8.75,1.125,0.5209829525,3.906922311
MODEL-INFERRED,1.2,0.4,-2,8.75,1.15,0.5654733671,3.91655767
MODEL-INFERRED,1.2,0.4,-2,8.75,1.175,0.6089710663,3.92604919
MODEL-INFERRED,1.2,0.4,-2,8.75,1.2,0.6517230423,3.935300442
MODEL-INFERRED,1.2,0.4,-2,8.75,1.225,0.693183426,3.944511917
MODEL-INFERRED,1.2,0.4,-2,8.75,1.25,0.7344199009,3.953659622
MODEL-INFERRED,1.2,0.4,-2,8.75,1.275,0.774640533,3.962551288
MODEL-INFERRED,1.2,0.4,-2,8.75,1.3,0.8139988731,3.971058838
MODEL-INFERRED,1.2,0.4,-2,8.75,1.325,0.8527888882,3.979304399
MODEL-INFERRED,1.2,0.4,-2,8.75,1.35,0.8908419813,3.9872074
MODEL-INFERRED,1.2,0.4,-2,8.75,1.375,0.9279751461,3.994742096
MODEL-INFERRED,1.2,0.4,-2,8.75,1.4,0.9647051556,4.002078795
MODEL-INFERRED,1.2,0.4,-2,8.75,1.425,1.00093386,4.009223167
MODEL-INFERRED,1.2,0.4,-2,8.75,1.45,1.036254632,4.015935682
MODEL-INFERRED,1.2,0.4,-2,8.75,1.475,1.071075948,4.022439205
MODEL-INFERRED,1.2,0.4,-2,8.75,1.5,1.105434172,4.028749933
MODEL-INFERRED,1.2,0.4,-2,8.8,0.5,-1.120566324,3.663319442
MODEL-INFERRED,1.2,0.4,-2,8.8,0.525,-1.032391043,3.675057709
MODEL-INFERRED,1.2,0.4,-2,8.8,0.55,-0.9437549753,3.687025943
MODEL-INFERRED,1.2,0.4,-2,8.8,0.575,-0.8569160909,3.699831854
MODEL-INFERRED,1.2,0.4,-2,8.8,0.6,-0.7701940153,3.712696028
MODEL-INFERRED,1.2,0.4,-2,8.8,0.625,-0.6906624804,3.724946041
MODEL-INFERRED,1.2,0.4,-2,8.8,0.65,-0.6113396277,3.737178593
MODEL-INFERRED,1.2,0.4,-2,8.8,0.675,-0.5319545193,3.749420401
MODEL-INFERRED,1.2,0.4,-2,8.8,0.7,-0.4535613656,3.761420438
MODEL-INFERRED,1.2,0.4,-2,8.8,0.725,-0.3857666458,3.770936034
MODEL-INFERRED,1.2,0.4,-2,8.8,0.75,-0.3189322018,3.780197326
MODEL-INFERRED,1.2,0.4,-2,8.8,0.775,-0.2519508623,3.789463571
MODEL-INFERRED,1.2,0.4,-2,8.8,0.8,-0.1848082645,3.79872865
MODEL-INFERRED,1.2,0.4,-2,8.8,0.825,-0.1174773746,3.807993445
MODEL-INFERRED,1.2,0.4,-2,8.8,0.85,-0.05058415632,3.81713257
MODEL-INFERRED,1.2,0.4,-2,8.8,0.875,0.009227724595,3.824924316
MODEL-INFERRED,1.2,0.4,-2,8.8,0.9,0.06856445755,3.832590517
MODEL-INFERRED,1.2,0.4,-2,8.8,0.925,0.1232347843,3.840039386
MODEL-INFERRED,1.2,0.4,-2,8.8,0.95,0.178098595,3.847511837
MODEL-INFERRED,1.2,0.4,-2,8.8,0.975,0.2331515466,3.855015096
MODEL-INFERRED,1.2,0.4,-2,8.8,1,0.2853026587,3.862881037
MODEL-INFERRED,1.2,0.4,-2,8.8,1.025,0.3364868968,3.870934705
MODEL-INFERRED,1.2,0.4,-2,8.8,1.05,0.3859049489,3.87935448
MODEL-INFERRED,1.2,0.4,-2,8.8,1.075,0.4341675373,3.888293217
MODEL-INFERRED,1.2,0.4,-2,8.8,1.1,0.4811558256,3.897856479
MODEL-INFERRED,1.2,0.4,-2,8.8,1.125,0.5272681043,3.907666327
MODEL-INFERRED,1.2,0.4,-2,8.8,1.15,0.5721931004,3.917369929
MODEL-INFERRED,1.2,0.4,-2,8.8,1.175,0.61613942,3.926865198
MODEL-INFERRED,1.2,0.4,-2,8.8,1.2,0.6591746241,3.936181836
MODEL-INFERRED,1.2,0.4,-2,8.8,1.225,0.7014469481,3.945451043
MODEL-INFERRED,1.2,0.4,-2,8.8,1.25,0.7432457767,3.954632178
MODEL-INFERRED,1.2,0.4,-2,8.8,1.275,0.7839886213,3.963548373
MODEL-INFERRED,1.2,0.4,-2,8.8,1.3,0.8241319808,3.972167164
MODEL-INFERRED,1.2,0.4,-2,8.8,1.325,0.8636346456,3.980487128
MODEL-INFERRED,1.2,0.4,-2,8.8,1.35,0.902415426,3.988458996
MODEL-INFERRED,1.2,0.4,-2,8.8,1.375,0.9404547172,3.996112359
MODEL-INFERRED,1.2,0.4,-2,8.8,1.4,0.9781616491,4.00360515
MODEL-INFERRED,1.2,0.4,-2,8.8,1.425,1.015294977,4.010833382
MODEL-INFERRED,1.2,0.4,-2,8.8,1.45,1.051929306,4.017825004
MODEL-INFERRED,1.2,0.4,-2,8.8,1.475,1.08780036,4.024437682
MODEL-INFERRED,1.2,0.4,-2,8.8,1.5,1.123425597,4.030930717
MODEL-INFERRED,1.2,0.4,-2,8.85,0.5,-1.11993065,3.663316746
MODEL-INFERRED,1.2,0.4,-2,8.85,0.525,-1.03149768,3.675112483
MODEL-INFERRED,1.2,0.4,-2,8.85,0.55,-0.9428716482,3.687075996
MODEL-INFERRED,1.2,0.4,-2,8.85,0.575,-0.855731674,3.699916656
MODEL-INFERRED,1.2,0.4,-2,8.85,0.6,-0.7688937056,3.712815446
MODEL-INFERRED,1.2,0.4,-2,8.85,0.625,-0.6892938221,3.725074043
MODEL-INFERRED,1.2,0.4,-2,8.85,0.65,-0.6098966292,3.737316463
MODEL-INFERRED,1.2,0.4,-2,8.85,0.675,-0.5303705735,3.749582033
MODEL-INFERRED,1.2,0.4,-2,8.85,0.7,-0.4518893868,3.761592956
