label,mist_version,rotation_v_over_vcrit,feh,log10_age_years,initial_mass_solar,log10_luminosity_solar,log10_teff_kelvin
MODEL-INFERRED,1.2,0.4,-0.75,8.15,1.05,0.2469331305,3.832322486
MODEL-INFERRED,1.2,0.4,-0.75,8.15,1.075,0.2937238639,3.838406092
MODEL-INFERRED,1.2,0.4,-0.75,8.15,1.1,0.3385947761,3.844652105
MODEL-INFERRED,1.2,0.4,-0.75,8.15,1.125,0.3834656884,3.850898118
MODEL-INFERRED,1.2,0.4,-0.75,8.15,1.15,0.4278388091,3.857239431
MODEL-INFERRED,1.2,0.4,-0.75,8.15,1.175,0.4700757037,3.864092295
MODEL-INFERRED,1.2,0.4,-0.75,8.15,1.2,0.5113070482,3.871326695
MODEL-INFERRED,1.2,0.4,-0.75,8.15,1.225,0.5512802621,3.879301816
MODEL-INFERRED,1.2,0.4,-0.75,8.15,1.25,0.5898899562,3.887785076
MODEL-INFERRED,1.2,0.4,-0.75,8.15,1.275,0.6285270907,3.89628083
MODEL-INFERRED,1.2,0.4,-0.75,8.15,1.3,0.6659977789,3.90472933
MODEL-INFERRED,1.2,0.4,-0.75,8.15,1.325,0.7021576087,3.912905594
MODEL-INFERRED,1.2,0.4,-0.75,8.15,1.35,0.7374988129,3.920825316
MODEL-INFERRED,1.2,0.4,-0.75,8.15,1.375,0.7720181897,3.928470225
MODEL-INFERRED,1.2,0.4,-0.75,8.15,1.4,0.805688074,3.935813769
MODEL-INFERRED,1.2,0.4,-0.75,8.15,1.425,0.8385057471,3.94284853
MODEL-INFERRED,1.2,0.4,-0.75,8.15,1.45,0.8704039401,3.9495373
MODEL-INFERRED,1.2,0.4,-0.75,8.15,1.475,0.9014379621,3.955878323
MODEL-INFERRED,1.2,0.4,-0.75,8.15,1.5,0.9317008087,3.961915333
MODEL-INFERRED,1.2,0.4,-0.75,8.2,0.5,-1.242506834,3.621175117
MODEL-INFERRED,1.2,0.4,-0.75,8.2,0.525,-1.153588682,3.632231172
MODEL-INFERRED,1.2,0.4,-0.75,8.2,0.55,-1.064915347,3.643651786
MODEL-INFERRED,1.2,0.4,-0.75,8.2,0.575,-0.9788271377,3.656372959
MODEL-INFERRED,1.2,0.4,-0.75,8.2,0.6,-0.8929818212,3.669336516
MODEL-INFERRED,1.2,0.4,-0.75,8.2,0.625,-0.8111829074,3.682782082
MODEL-INFERRED,1.2,0.4,-0.75,8.2,0.65,-0.7305099297,3.696071148
MODEL-INFERRED,1.2,0.4,-0.75,8.2,0.675,-0.6590619268,3.707255223
MODEL-INFERRED,1.2,0.4,-0.75,8.2,0.7,-0.5883628918,3.718255704
MODEL-INFERRED,1.2,0.4,-0.75,8.2,0.725,-0.5175622948,3.729273487
MODEL-INFERRED,1.2,0.4,-0.75,8.2,0.75,-0.4467940417,3.740282291
MODEL-INFERRED,1.2,0.4,-0.75,8.2,0.775,-0.375972272,3.75130852
MODEL-INFERRED,1.2,0.4,-0.75,8.2,0.8,-0.3061819055,3.762046185
MODEL-INFERRED,1.2,0.4,-0.75,8.2,0.825,-0.2457243424,3.770114348
MODEL-INFERRED,1.2,0.4,-0.75,8.2,0.85,-0.1863406271,3.777880814
MODEL-INFERRED,1.2,0.4,-0.75,8.2,0.875,-0.1269170182,3.785652924
MODEL-INFERRED,1.2,0.4,-0.75,8.2,0.9,-0.06744484657,3.79342915
MODEL-INFERRED,1.2,0.4,-0.75,8.2,0.925,-0.008878527635,3.800985175
MODEL-INFERRED,1.2,0.4,-0.75,8.2,0.95,0.04545284497,3.807570509
MODEL-INFERRED,1.2,0.4,-0.75,8.2,0.975,0.0982902451,3.81394651
MODEL-INFERRED,1.2,0.4,-0.75,8.2,1,0.149707243,3.820184057
MODEL-INFERRED,1.2,0.4,-0.75,8.2,1.025,0.199537096,3.826307392
MODEL-INFERRED,1.2,0.4,-0.75,8.2,1.05,0.2480535423,3.832367337
MODEL-INFERRED,1.2,0.4,-0.75,8.2,1.075,0.2952654272,3.838414838
MODEL-INFERRED,1.2,0.4,-0.75,8.2,1.1,0.340227542,3.844670774
MODEL-INFERRED,1.2,0.4,-0.75,8.2,1.125,0.3848296927,3.850967305
MODEL-INFERRED,1.2,0.4,-0.75,8.2,1.15,0.4291964686,3.857311561
MODEL-INFERRED,1.2,0.4,-0.75,8.2,1.175,0.4715641848,3.864160211
MODEL-INFERRED,1.2,0.4,-0.75,8.2,1.2,0.5128714981,3.871378826
MODEL-INFERRED,1.2,0.4,-0.75,8.2,1.225,0.5527862702,3.879437965
MODEL-INFERRED,1.2,0.4,-0.75,8.2,1.25,0.5915471725,3.887916383
MODEL-INFERRED,1.2,0.4,-0.75,8.2,1.275,0.6302379702,3.896433582
MODEL-INFERRED,1.2,0.4,-0.75,8.2,1.3,0.6677168197,3.904873326
MODEL-INFERRED,1.2,0.4,-0.75,8.2,1.325,0.7040599428,3.913081648
MODEL-INFERRED,1.2,0.4,-0.75,8.2,1.35,0.7394984291,3.921011955
MODEL-INFERRED,1.2,0.4,-0.75,8.2,1.375,0.774114507,3.928660231
MODEL-INFERRED,1.2,0.4,-0.75,8.2,1.4,0.8079500452,3.936033786
MODEL-INFERRED,1.2,0.4,-0.75,8.2,1.425,0.8407080872,3.943010006
MODEL-INFERRED,1.2,0.4,-0.75,8.2,1.45,0.8727916039,3.949727513
MODEL-INFERRED,1.2,0.4,-0.75,8.2,1.475,0.903974043,3.956084252
MODEL-INFERRED,1.2,0.4,-0.75,8.2,1.5,0.9343356399,3.962102647
MODEL-INFERRED,1.2,0.4,-0.75,8.25,0.5,-1.241582387,3.620865802
MODEL-INFERRED,1.2,0.4,-0.75,8.25,0.525,-1.152940653,3.631963052
MODEL-INFERRED,1.2,0.4,-0.75,8.25,0.55,-1.064513953,3.64338735
MODEL-INFERRED,1.2,0.4,-0.75,8.25,0.575,-0.9784604368,3.656232254
MODEL-INFERRED,1.2,0.4,-0.75,8.25,0.6,-0.8926748463,3.669272427
MODEL-INFERRED,1.2,0.4,-0.75,8.25,0.625,-0.8107176407,3.682744952
MODEL-INFERRED,1.2,0.4,-0.75,8.25,0.65,-0.7301325756,3.695997874
MODEL-INFERRED,1.2,0.4,-0.75,8.25,0.675,-0.6584408708,3.70722434
MODEL-INFERRED,1.2,0.4,-0.75,8.25,0.7,-0.5876593614,3.718237441
MODEL-INFERRED,1.2,0.4,-0.75,8.25,0.725,-0.5169027053,3.729244298
MODEL-INFERRED,1.2,0.4,-0.75,8.25,0.75,-0.4460732338,3.740272038
MODEL-INFERRED,1.2,0.4,-0.75,8.25,0.775,-0.3752074336,3.751316194
MODEL-INFERRED,1.2,0.4,-0.75,8.25,0.8,-0.305594364,3.76200366
MODEL-INFERRED,1.2,0.4,-0.75,8.25,0.825,-0.2448986257,3.770144088
MODEL-INFERRED,1.2,0.4,-0.75,8.25,0.85,-0.185453707,3.777917951
MODEL-INFERRED,1.2,0.4,-0.75,8.25,0.875,-0.1259793171,3.785696301
MODEL-INFERRED,1.2,0.4,-0.75,8.25,0.9,-0.06648658237,3.793475506
MODEL-INFERRED,1.2,0.4,-0.75,8.25,0.925,-0.00792941109,3.801022544
MODEL-INFERRED,1.2,0.4,-0.75,8.25,0.95,0.04645708188,3.807614405
MODEL-INFERRED,1.2,0.4,-0.75,8.25,0.975,0.09936842066,3.813994797
MODEL-INFERRED,1.2,0.4,-0.75,8.25,1,0.1506896395,3.820222851
MODEL-INFERRED,1.2,0.4,-0.75,8.25,1.025,0.2007453028,3.826359785
MODEL-INFERRED,1.2,0.4,-0.75,8.25,1.05,0.2492841487,3.832418328
MODEL-INFERRED,1.2,0.4,-0.75,8.25,1.075,0.2964697768,3.838470795
MODEL-INFERRED,1.2,0.4,-0.75,8.25,1.1,0.3417436129,3.844708641
MODEL-INFERRED,1.2,0.4,-0.75,8.25,1.125,0.3862490391,3.851048602
MODEL-INFERRED,1.2,0.4,-0.75,8.25,1.15,0.4307043052,3.857398868
MODEL-INFERRED,1.2,0.4,-0.75,8.25,1.175,0.4730930669,3.864276136
MODEL-INFERRED,1.2,0.4,-0.75,8.25,1.2,0.5144917225,3.871541866
MODEL-INFERRED,1.2,0.4,-0.75,8.25,1.225,0.5545130739,3.879578206
MODEL-INFERRED,1.2,0.4,-0.75,8.25,1.25,0.5933955631,3.888065471
MODEL-INFERRED,1.2,0.4,-0.75,8.25,1.275,0.6321173675,3.89660271
MODEL-INFERRED,1.2,0.4,-0.75,8.25,1.3,0.6697306386,3.905055715
MODEL-INFERRED,1.2,0.4,-0.75,8.25,1.325,0.7062098503,3.913282278
MODEL-INFERRED,1.2,0.4,-0.75,8.25,1.35,0.7417899437,3.921230897
MODEL-INFERRED,1.2,0.4,-0.75,8.25,1.375,0.7765400713,3.92889437
MODEL-INFERRED,1.2,0.4,-0.75,8.25,1.4,0.8103020041,3.936207943
MODEL-INFERRED,1.2,0.4,-0.75,8.25,1.425,0.8432403446,3.943208679
MODEL-INFERRED,1.2,0.4,-0.75,8.25,1.45,0.8754743735,3.949935616
MODEL-INFERRED,1.2,0.4,-0.75,8.25,1.475,0.9067874186,3.956288253
MODEL-INFERRED,1.2,0.4,-0.75,8.25,1.5,0.9373541512,3.962328709
MODEL-INFERRED,1.2,0.4,-0.75,8.3,0.5,-1.240992957,3.620546417
MODEL-INFERRED,1.2,0.4,-0.75,8.3,0.525,-1.152547574,3.631722745
MODEL-INFERRED,1.2,0.4,-0.75,8.3,0.55,-1.064190757,3.643162292
MODEL-INFERRED,1.2,0.4,-0.75,8.3,0.575,-0.9781327119,3.656122434
MODEL-INFERRED,1.2,0.4,-0.75,8.3,0.6,-0.8922927282,3.669219814
MODEL-INFERRED,1.2,0.4,-0.75,8.3,0.625,-0.8103660063,3.682676616
MODEL-INFERRED,1.2,0.4,-0.75,8.3,0.65,-0.7290864053,3.696065345
MODEL-INFERRED,1.2,0.4,-0.75,8.3,0.675,-0.6577710649,3.707198858
MODEL-INFERRED,1.2,0.4,-0.75,8.3,0.7,-0.5870101963,3.718205942
MODEL-INFERRED,1.2,0.4,-0.75,8.3,0.725,-0.5161764527,3.729234523
MODEL-INFERRED,1.2,0.4,-0.75,8.3,0.75,-0.4453030694,3.740278115
MODEL-INFERRED,1.2,0.4,-0.75,8.3,0.775,-0.3743968954,3.751335962
MODEL-INFERRED,1.2,0.4,-0.75,8.3,0.8,-0.3034552631,3.762405334
MODEL-INFERRED,1.2,0.4,-0.75,8.3,0.825,-0.2440057781,3.770184852
MODEL-INFERRED,1.2,0.4,-0.75,8.3,0.85,-0.1845263135,3.777964427
MODEL-INFERRED,1.2,0.4,-0.75,8.3,0.875,-0.1250175474,3.785745627
MODEL-INFERRED,1.2,0.4,-0.75,8.3,0.9,-0.06549039774,3.793526025
MODEL-INFERRED,1.2,0.4,-0.75,8.3,0.925,-0.006878627577,3.801080271
MODEL-INFERRED,1.2,0.4,-0.75,8.3,0.95,0.04753758092,3.807665409
MODEL-INFERRED,1.2,0.4,-0.75,8.3,0.975,0.1004750286,3.814045122
MODEL-INFERRED,1.2,0.4,-0.75,8.3,1,0.1520555525,3.820290137
MODEL-INFERRED,1.2,0.4,-0.75,8.3,1.025,0.2019931482,3.82641577
MODEL-INFERRED,1.2,0.4,-0.75,8.3,1.05,0.2506139435,3.832475439
MODEL-INFERRED,1.2,0.4,-0.75,8.3,1.075,0.2979395944,3.838527658
MODEL-INFERRED,1.2,0.4,-0.75,8.3,1.1,0.343100122,3.844794922
MODEL-INFERRED,1.2,0.4,-0.75,8.3,1.125,0.3880516169,3.851085711
MODEL-INFERRED,1.2,0.4,-0.75,8.3,1.15,0.4323919046,3.857498292
MODEL-INFERRED,1.2,0.4,-0.75,8.3,1.175,0.4748475074,3.86439181
MODEL-INFERRED,1.2,0.4,-0.75,8.3,1.2,0.5163224721,3.871680295
MODEL-INFERRED,1.2,0.4,-0.75,8.3,1.225,0.556592543,3.879687263
MODEL-INFERRED,1.2,0.4,-0.75,8.3,1.25,0.5954691054,3.888237579
MODEL-INFERRED,1.2,0.4,-0.75,8.3,1.275,0.6343266376,3.896799374
MODEL-INFERRED,1.2,0.4,-0.75,8.3,1.3,0.6720700013,3.905281155
MODEL-INFERRED,1.2,0.4,-0.75,8.3,1.325,0.7086235839,3.913513815
MODEL-INFERRED,1.2,0.4,-0.75,8.3,1.35,0.7443275544,3.921463107
MODEL-INFERRED,1.2,0.4,-0.75,8.3,1.375,0.7791920471,3.929129136
MODEL-INFERRED,1.2,0.4,-0.75,8.3,1.4,0.8130653476,3.93644521
MODEL-INFERRED,1.2,0.4,-0.75,8.3,1.425,0.8462077119,3.943468111
MODEL-INFERRED,1.2,0.4,-0.75,8.3,1.45,0.8784974829,3.950164766
MODEL-INFERRED,1.2,0.4,-0.75,8.3,1.475,0.9098703847,3.956477495
MODEL-INFERRED,1.2,0.4,-0.75,8.3,1.5,0.9405186228,3.962486002
MODEL-INFERRED,1.2,0.4,-0.75,8.35,0.5,-1.240602252,3.620228466
MODEL-INFERRED,1.2,0.4,-0.75,8.35,0.525,-1.152279255,3.631512441
MODEL-INFERRED,1.2,0.4,-0.75,8.35,0.55,-1.064007847,3.643057181
MODEL-INFERRED,1.2,0.4,-0.75,8.35,0.575,-0.9777824536,3.656043972
MODEL-INFERRED,1.2,0.4,-0.75,8.35,0.6,-0.8918078385,3.669173196
MODEL-INFERRED,1.2,0.4,-0.75,8.35,0.625,-0.8098046265,3.682647156
MODEL-INFERRED,1.2,0.4,-0.75,8.35,0.65,-0.7279123679,3.696152955
MODEL-INFERRED,1.2,0.4,-0.75,8.35,0.675,-0.6571190463,3.707166912
MODEL-INFERRED,1.2,0.4,-0.75,8.35,0.7,-0.5862794596,3.718195281
MODEL-INFERRED,1.2,0.4,-0.75,8.35,0.725,-0.5153998332,3.729238796
MODEL-INFERRED,1.2,0.4,-0.75,8.35,0.75,-0.4444919978,3.740295246
MODEL-INFERRED,1.2,0.4,-0.75,8.35,0.775,-0.3735516995,3.751364329
MODEL-INFERRED,1.2,0.4,-0.75,8.35,0.8,-0.3034077913,3.762209923
MODEL-INFERRED,1.2,0.4,-0.75,8.35,0.825,-0.2430666205,3.770234625
MODEL-INFERRED,1.2,0.4,-0.75,8.35,0.85,-0.1835548548,3.778017855
MODEL-INFERRED,1.2,0.4,-0.75,8.35,0.875,-0.1240184661,3.785799441
MODEL-INFERRED,1.2,0.4,-0.75,8.35,0.9,-0.06444821934,3.79358065
MODEL-INFERRED,1.2,0.4,-0.75,8.35,0.925,-0.00576109355,3.801138331
MODEL-INFERRED,1.2,0.4,-0.75,8.35,0.95,0.0487113928,3.807724396
MODEL-INFERRED,1.2,0.4,-0.75,8.35,0.975,0.1017322092,3.814106664
MODEL-INFERRED,1.2,0.4,-0.75,8.35,1,0.1532091281,3.820342003
MODEL-INFERRED,1.2,0.4,-0.75,8.35,1.025,0.2034162867,3.826482953
MODEL-INFERRED,1.2,0.4,-0.75,8.35,1.05,0.2520680379,3.832539531
MODEL-INFERRED,1.2,0.4,-0.75,8.35,1.075,0.299449982,3.838601155
MODEL-INFERRED,1.2,0.4,-0.75,8.35,1.1,0.3449585504,3.844859495
MODEL-INFERRED,1.2,0.4,-0.75,8.35,1.125,0.3897833144,3.851196538
MODEL-INFERRED,1.2,0.4,-0.75,8.35,1.15,0.4342613853,3.857609557
MODEL-INFERRED,1.2,0.4,-0.75,8.35,1.175,0.4768578329,3.864493118
MODEL-INFERRED,1.2,0.4,-0.75,8.35,1.2,0.5184287264,3.8718059
MODEL-INFERRED,1.2,0.4,-0.75,8.35,1.225,0.5587953818,3.879858052
MODEL-INFERRED,1.2,0.4,-0.75,8.35,1.25,0.5977946578,3.888435704
MODEL-INFERRED,1.2,0.4,-0.75,8.35,1.275,0.6368563344,3.897027737
MODEL-INFERRED,1.2,0.4,-0.75,8.35,1.3,0.6746975303,3.905534706
MODEL-INFERRED,1.2,0.4,-0.75,8.35,1.325,0.7112555906,3.913750845
MODEL-INFERRED,1.2,0.4,-0.75,8.35,1.35,0.747218073,3.921733156
MODEL-INFERRED,1.2,0.4,-0.75,8.35,1.375,0.7821467568,3.929378419
MODEL-INFERRED,1.2,0.4,-0.75,8.35,1.4,0.816160525,3.93670758
MODEL-INFERRED,1.2,0.4,-0.75,8.35,1.425,0.8495500675,3.943748639
MODEL-INFERRED,1.2,0.4,-0.75,8.35,1.45,0.8818742464,3.950402945
MODEL-INFERRED,1.2,0.4,-0.75,8.35,1.475,0.9134038312,3.95670947
MODEL-INFERRED,1.2,0.4,-0.75,8.35,1.5,0.9441287296,3.962661768
MODEL-INFERRED,1.2,0.4,-0.75,8.4,0.5,-1.240358027,3.619912067
MODEL-INFERRED,1.2,0.4,-0.75,8.4,0.525,-1.152042304,3.631337893
MODEL-INFERRED,1.2,0.4,-0.75,8.4,0.55,-1.063755968,3.642985074
MODEL-INFERRED,1.2,0.4,-0.75,8.4,0.575,-0.9774034391,3.655987316
MODEL-INFERRED,1.2,0.4,-0.75,8.4,0.6,-0.8912486291,3.669109026
MODEL-INFERRED,1.2,0.4,-0.75,8.4,0.625,-0.8092855158,3.682599199
MODEL-INFERRED,1.2,0.4,-0.75,8.4,0.65,-0.7277654189,3.696008443
MODEL-INFERRED,1.2,0.4,-0.75,8.4,0.675,-0.6563817125,3.707155179
MODEL-INFERRED,1.2,0.4,-0.75,8.4,0.7,-0.5854976529,3.718198138
MODEL-INFERRED,1.2,0.4,-0.75,8.4,0.725,-0.5145930267,3.729251965
MODEL-INFERRED,1.2,0.4,-0.75,8.4,0.75,-0.4436560908,3.740318539
MODEL-INFERRED,1.2,0.4,-0.75,8.4,0.775,-0.3726562328,3.751405559
MODEL-INFERRED,1.2,0.4,-0.75,8.4,0.8,-0.3028898478,3.762141572
MODEL-INFERRED,1.2,0.4,-0.75,8.4,0.825,-0.2420884057,3.770292437
MODEL-INFERRED,1.2,0.4,-0.75,8.4,0.85,-0.1825320513,3.7780783
MODEL-INFERRED,1.2,0.4,-0.75,8.4,0.875,-0.1229353224,3.78586368
MODEL-INFERRED,1.2,0.4,-0.75,8.4,0.9,-0.06328952237,3.793647931
MODEL-INFERRED,1.2,0.4,-0.75,8.4,0.925,-0.004529183164,3.801206095
MODEL-INFERRED,1.2,0.4,-0.75,8.4,0.95,0.04998508075,3.807791245
MODEL-INFERRED,1.2,0.4,-0.75,8.4,0.975,0.1030002281,3.814168591
MODEL-INFERRED,1.2,0.4,-0.75,8.4,1,0.1548204332,3.820426933
MODEL-INFERRED,1.2,0.4,-0.75,8.4,1.025,0.2049480194,3.826557873
MODEL-INFERRED,1.2,0.4,-0.75,8.4,1.05,0.2537261293,3.832617465
MODEL-INFERRED,1.2,0.4,-0.75,8.4,1.075,0.3012928749,3.838683699
MODEL-INFERRED,1.2,0.4,-0.75,8.4,1.1,0.3470003032,3.8448464
MODEL-INFERRED,1.2,0.4,-0.75,8.4,1.125,0.3918560816,3.851068317
MODEL-INFERRED,1.2,0.4,-0.75,8.4,1.15,0.4365791585,3.857863411
MODEL-INFERRED,1.2,0.4,-0.75,8.4,1.175,0.4790431748,3.864677362
MODEL-INFERRED,1.2,0.4,-0.75,8.4,1.2,0.5208005794,3.871952761
MODEL-INFERRED,1.2,0.4,-0.75,8.4,1.225,0.5611663108,3.880092753
MODEL-INFERRED,1.2,0.4,-0.75,8.4,1.25,0.6004112123,3.88866265
MODEL-INFERRED,1.2,0.4,-0.75,8.4,1.275,0.6396041852,3.897279242
MODEL-INFERRED,1.2,0.4,-0.75,8.4,1.3,0.6774730374,3.905768789
MODEL-INFERRED,1.2,0.4,-0.75,8.4,1.325,0.7143080863,3.914025407
MODEL-INFERRED,1.2,0.4,-0.75,8.4,1.35,0.7504428072,3.922020061
MODEL-INFERRED,1.2,0.4,-0.75,8.4,1.375,0.7855530567,3.929679937
MODEL-INFERRED,1.2,0.4,-0.75,8.4,1.4,0.8196547122,3.936981662
MODEL-INFERRED,1.2,0.4,-0.75,8.4,1.425,0.8531061548,3.943983086
MODEL-INFERRED,1.2,0.4,-0.75,8.4,1.45,0.8857042926,3.950662298
MODEL-INFERRED,1.2,0.4,-0.75,8.4,1.475,0.9173671861,3.956948846
MODEL-INFERRED,1.2,0.4,-0.75,8.4,1.5,0.9482901865,3.962873698
MODEL-INFERRED,1.2,0.4,-0.75,8.45,0.5,-1.240031765,3.619847999
MODEL-INFERRED,1.2,0.4,-0.75,8.45,0.525,-1.151752029,3.631209768
MODEL-INFERRED,1.2,0.4,-0.75,8.45,0.55,-1.063449367,3.642924794
MODEL-INFERRED,1.2,0.4,-0.75,8.45,0.575,-0.9770479672,3.655926201
MODEL-INFERRED,1.2,0.4,-0.75,8.45,0.6,-0.8907939507,3.669051234
MODEL-INFERRED,1.2,0.4,-0.75,8.45,0.625,-0.8086307934,3.682581597
MODEL-INFERRED,1.2,0.4,-0.75,8.45,0.65,-0.7274398961,3.695903134
MODEL-INFERRED,1.2,0.4,-0.75,8.45,0.675,-0.6555936815,3.707155909
MODEL-INFERRED,1.2,0.4,-0.75,8.45,0.7,-0.5846992769,3.718205919
MODEL-INFERRED,1.2,0.4,-0.75,8.45,0.725,-0.5137624082,3.729269298
MODEL-INFERRED,1.2,0.4,-0.75,8.45,0.75,-0.4427530898,3.740356662
MODEL-INFERRED,1.2,0.4,-0.75,8.45,0.775,-0.371710811,3.751457618
MODEL-INFERRED,1.2,0.4,-0.75,8.45,0.8,-0.3011358904,3.762420564
MODEL-INFERRED,1.2,0.4,-0.75,8.45,0.825,-0.2410323694,3.770362836
MODEL-INFERRED,1.2,0.4,-0.75,8.45,0.85,-0.1814063622,3.778151755
MODEL-INFERRED,1.2,0.4,-0.75,8.45,0.875,-0.1217417269,3.785939935
MODEL-INFERRED,1.2,0.4,-0.75,8.45,0.9,-0.06203848966,3.793723497
MODEL-INFERRED,1.2,0.4,-0.75,8.45,0.925,-0.003222655173,3.801280087
MODEL-INFERRED,1.2,0.4,-0.75,8.45,0.95,0.05138758364,3.80786872
MODEL-INFERRED,1.2,0.4,-0.75,8.45,0.975,0.1044989833,3.814247961
MODEL-INFERRED,1.2,0.4,-0.75,8.45,1,0.156244123,3.820495948
MODEL-INFERRED,1.2,0.4,-0.75,8.45,1.025,0.2066849338,3.826645609
MODEL-INFERRED,1.2,0.4,-0.75,8.45,1.05,0.2556072018,3.832710403
MODEL-INFERRED,1.2,0.4,-0.75,8.45,1.075,0.303199205,3.838782307
MODEL-INFERRED,1.2,0.4,-0.75,8.45,1.1,0.3488911465,3.844957882
MODEL-INFERRED,1.2,0.4,-0.75,8.45,1.125,0.3961733806,3.851187442
MODEL-INFERRED,1.2,0.4,-0.75,8.45,1.15,0.4389435191,3.857922783
MODEL-INFERRED,1.2,0.4,-0.75,8.45,1.175,0.4815159159,3.864821819
MODEL-INFERRED,1.2,0.4,-0.75,8.45,1.2,0.5232782465,3.872180623
MODEL-INFERRED,1.2,0.4,-0.75,8.45,1.225,0.5639437206,3.880318273
MODEL-INFERRED,1.2,0.4,-0.75,8.45,1.25,0.6033464968,3.888917265
MODEL-INFERRED,1.2,0.4,-0.75,8.45,1.275,0.6426393538,3.897552704
MODEL-INFERRED,1.2,0.4,-0.75,8.45,1.3,0.6807222065,3.906062294
MODEL-INFERRED,1.2,0.4,-0.75,8.45,1.325,0.7177378276,3.914332131
MODEL-INFERRED,1.2,0.4,-0.75,8.45,1.35,0.7540896269,3.922344286
MODEL-INFERRED,1.2,0.4,-0.75,8.45,1.375,0.7893663288,3.93000117
MODEL-INFERRED,1.2,0.4,-0.75,8.45,1.4,0.8236062864,3.937280344
MODEL-INFERRED,1.2,0.4,-0.75,8.45,1.425,0.8572607136,3.944282083
MODEL-INFERRED,1.2,0.4,-0.75,8.45,1.45,0.8900837456,3.950950348
MODEL-INFERRED,1.2,0.4,-0.75,8.45,1.475,0.9218394202,3.957170203
MODEL-INFERRED,1.2,0.4,-0.75,8.45,1.5,0.9530610772,3.963100607
MODEL-INFERRED,1.2,0.4,-0.75,8.5,0.5,-1.239667098,3.619778776
MODEL-INFERRED,1.2,0.4,-0.75,8.5,0.525,-1.151450747,3.631110336
MODEL-INFERRED,1.2,0.4,-0.75,8.5,0.55,-1.063120889,3.642843269
MODEL-INFERRED,1.2,0.4,-0.75,8.5,0.575,-0.9766179802,3.655883414
MODEL-INFERRED,1.2,0.4,-0.75,8.5,0.6,-0.8903277487,3.669060105
MODEL-INFERRED,1.2,0.4,-0.75,8.5,0.625,-0.8079581227,3.682562011
MODEL-INFERRED,1.2,0.4,-0.75,8.5,0.65,-0.7266693064,3.695896299
MODEL-INFERRED,1.2,0.4,-0.75,8.5,0.675,-0.6548112959,3.707157162
MODEL-INFERRED,1.2,0.4,-0.75,8.5,0.7,-0.5838663917,3.718220566
MODEL-INFERRED,1.2,0.4,-0.75,8.5,0.725,-0.5128519246,3.729306066
MODEL-INFERRED,1.2,0.4,-0.75,8.5,0.75,-0.441802814,3.740406455
MODEL-INFERRED,1.2,0.4,-0.75,8.5,0.775,-0.3706927502,3.751521705
MODEL-INFERRED,1.2,0.4,-0.75,8.5,0.8,-0.3001975356,3.762455564
MODEL-INFERRED,1.2,0.4,-0.75,8.5,0.825,-0.2398755226,3.770445469
MODEL-INFERRED,1.2,0.4,-0.75,8.5,0.85,-0.1801899942,3.778236784
MODEL-INFERRED,1.2,0.4,-0.75,8.5,0.875,-0.1204659584,3.786023967
MODEL-INFERRED,1.2,0.4,-0.75,8.5,0.9,-0.06069091826,3.793807247
MODEL-INFERRED,1.2,0.4,-0.75,8.5,0.925,-0.00178363549,3.801365873
MODEL-INFERRED,1.2,0.4,-0.75,8.5,0.95,0.05292961075,3.80795695
MODEL-INFERRED,1.2,0.4,-0.75,8.5,0.975,0.1061373054,3.814337665
MODEL-INFERRED,1.2,0.4,-0.75,8.5,1,0.1581609815,3.820601159
MODEL-INFERRED,1.2,0.4,-0.75,8.5,1.025,0.2085616015,3.826740214
MODEL-INFERRED,1.2,0.4,-0.75,8.5,1.05,0.2575910602,3.832806355
MODEL-INFERRED,1.2,0.4,-0.75,8.5,1.075,0.3054181816,3.838889689
MODEL-INFERRED,1.2,0.4,-0.75,8.5,1.1,0.3518264838,3.845037204
MODEL-INFERRED,1.2,0.4,-0.75,8.5,1.125,0.3964893565,3.851575361
MODEL-INFERRED,1.2,0.4,-0.75,8.5,1.15,0.440597793,3.858237263
MODEL-INFERRED,1.2,0.4,-0.75,8.5,1.175,0.4842870341,3.865017286
MODEL-INFERRED,1.2,0.4,-0.75,8.5,1.2,0.5262217488,3.872422262
MODEL-INFERRED,1.2,0.4,-0.75,8.5,1.225,0.5671633223,3.880549783
MODEL-INFERRED,1.2,0.4,-0.75,8.5,1.25,0.6066579926,3.889204929
MODEL-INFERRED,1.2,0.4,-0.75,8.5,1.275,0.646201218,3.897871847
MODEL-INFERRED,1.2,0.4,-0.75,8.5,1.3,0.6844104805,3.906399873
MODEL-INFERRED,1.2,0.4,-0.75,8.5,1.325,0.7216154739,3.914680652
MODEL-INFERRED,1.2,0.4,-0.75,8.5,1.35,0.7581668566,3.922688458
MODEL-INFERRED,1.2,0.4,-0.75,8.5,1.375,0.7935663872,3.930318874
MODEL-INFERRED,1.2,0.4,-0.75,8.5,1.4,0.8281127669,3.937625096
MODEL-INFERRED,1.2,0.4,-0.75,8.5,1.425,0.8620868227,3.944635243
MODEL-INFERRED,1.2,0.4,-0.75,8.5,1.45,0.8950164019,3.951245039
MODEL-INFERRED,1.2,0.4,-0.75,8.5,1.475,0.926923306,3.957399625
MODEL-INFERRED,1.2,0.4,-0.75,8.5,1.5,0.9581434625,3.963209478
MODEL-INFERRED,1.2,0.4,-0.75,8.55,0.5,-1.239383864,3.619644744
MODEL-INFERRED,1.2,0.4,-0.75,8.55,0.525,-1.15113734,3.631031796
