pl_name,hostname,is_control,st_age_gyr,st_mass_solar,st_feh,st_log_luminosity_solar,pl_orbsmax_au,label,status,reason,draws_requested,draws_supported,supported_fraction,age_precision_status,model_agreement,boundary_sensitivity,classification_robustness,kopparapu_conservative__p_current_hz,kopparapu_conservative__tau_hz_gyr_p16,kopparapu_conservative__tau_hz_gyr_p50,kopparapu_conservative__tau_hz_gyr_p84,kopparapu_conservative__f_chz_p16,kopparapu_conservative__f_chz_p50,kopparapu_conservative__f_chz_p84,kopparapu_moist_greenhouse__p_current_hz,kopparapu_moist_greenhouse__tau_hz_gyr_p16,kopparapu_moist_greenhouse__tau_hz_gyr_p50,kopparapu_moist_greenhouse__tau_hz_gyr_p84,kopparapu_moist_greenhouse__f_chz_p16,kopparapu_moist_greenhouse__f_chz_p50,kopparapu_moist_greenhouse__f_chz_p84,kopparapu_optimistic_empirical__p_current_hz,kopparapu_optimistic_empirical__tau_hz_gyr_p16,kopparapu_optimistic_empirical__tau_hz_gyr_p50,kopparapu_optimistic_empirical__tau_hz_gyr_p84,kopparapu_optimistic_empirical__f_chz_p16,kopparapu_optimistic_empirical__f_chz_p50,kopparapu_optimistic_empirical__f_chz_p84,history_start_gyr,history_steps,luminosity_anchor_max_abs_dex
Kepler-1737 b,Kepler-1737,False,13.7,0.834,0.3,-0.344,0.297,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
K2-269 b,K2-269,False,,1.16,-0.08,0.46786,0.0531,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-1249 b,TOI-1249,False,4,1.0062,0.297,-0.10127,0.109,MODEL-INFERRED,inferred,,256,245,0.95703125,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,1.387778781e-17
Kepler-106 d,Kepler-106,False,4.83,1,-0.12,0.08255,0.16063,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1031 b,Kepler-1031,False,3.39,1.09,0.03,0.17,0.0218,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
CD-35 2722 B b,CD-35 2722 B,False,0.1,0.035,0.27,-3.62,0.2,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-948 b,Kepler-948,False,4.17,0.96,-0.02,-0.10938,0.0749,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2014-BLG-0319L b,OGLE-2014-BLG-0319L,False,,0.52,,,3.49,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,False,,0.18,,,1.8,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
WASP-61 b,WASP-61,False,2.7,1.82,-0.1,0.42541,0.0521,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2022-BLG-0303L b,KMT-2022-BLG-0303L,False,,0.368,,,4.81,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,False,,0.8,,,2.65,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
WASP-123 b,WASP-123,False,6.9,1.166,0.18,0.16234,0.04263,MODEL-INFERRED,undetermined,insufficient_mist_main_sequence_support,256,63,0.24609375,supported,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1882 b,Kepler-1882,False,6.61,1.068,0.26,0.23674,0.11636,MODEL-INFERRED,inferred,,256,147,0.57421875,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
KOI-984 b,KOI-984,False,1.3,0.928,0.12,-0.324,0.0504,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1573 b,Kepler-1573,False,4.07,1.01,0.02,0.16867,0.0364,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-802 b,Kepler-802,False,4.68,0.93,0.06,-0.22563,0.2265,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,False,,0.17,,,1.18,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1440 b,Kepler-1440,False,4.47,0.98,0.04,0.37679,0.23431,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
WASP-130 b,WASP-130,False,2,1.04,0.26,-0.03215,0.1012,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,False,,0.55,,,3.92,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-949 b,Kepler-949,False,4.57,0.89,0.01,-0.44164,0.07739,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1964 b,Kepler-1964,False,,0.752,-0.08,-0.631,0.0322,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2023-BLG-1592L b,KMT-2023-BLG-1592L,False,,0.55,,,3.9,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2019-BLG-0362L b,OGLE-2019-BLG-0362L,False,,0.42,,,2.18,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2017-BLG-1057L b,KMT-2017-BLG-1057L,False,,0.57,,,2.36,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2025-BLG-1616L b,KMT-2025-BLG-1616L,False,,0.26,,,1.6,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Wolf 327 b,Wolf 327,False,4.1,0.405,-0.17,-1.62986,0.01,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-62 f,Kepler-62,False,7,0.69,-0.37,-0.678,0.718,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
WASP-53 c,WASP-53,False,,0.839,0.22,-0.46344,3.73,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2023-BLG-1743L b,KMT-2023-BLG-1743L,False,,0.11,,,1.16,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-5789 c,TOI-5789,False,9.4,0.821,-0.12,-0.32883,0.1009,MODEL-INFERRED,inferred,,256,244,0.953125,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
MOA-2019-BLG-008L b,MOA-2019-BLG-008L,False,,0.9,,,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2016-BLG-1598L b,OGLE-2016-BLG-1598L,False,,0.55,,,2.5,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2017-BLG-1275L b,OGLE-2017-BLG-1275L,False,,0.63,,,2.09,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HATS-44 b,HATS-44,False,9.7,0.86,0.32,-0.39794,0.03649,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 160691 b,HD 160691,False,5.7,1.13,0.28,0.27848,1.5,MODEL-INFERRED,inferred,,256,225,0.87890625,supported,1,0,robustly_inside_across_prescriptions,1,4.827306937,5.489513679,6.101127823,0.9797049353,0.9821093559,0.9838739003,1,4.827306937,5.489513679,6.101127823,0.9797049353,0.9821093559,0.9838739003,1,4.827306937,5.489513679,6.101127823,0.9797049353,0.9821093559,0.9838739003,0.1,72,0
Kepler-132 b,Kepler-132,False,4.37,0.929,-0.2159,0.211,0.067,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L,False,,0.27,,,1.62,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-49 b,Kepler-49,False,2.88,0.607,0.03,-1.13077,0.05929,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,False,,0.5,,,2.63,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-218 c,Kepler-218,False,3.02,1.019,0.37,0.00935,0.248,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
GJ 328 c,GJ 328,False,,0.65,-0.06,-1.08,0.657,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
K2-212 b,K2-212,False,,0.622,0.03,-0.90958,0.0785,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2022-BLG-1818L c,KMT-2022-BLG-1818L,False,,0.79,,,12.6,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Qatar-8 b,Qatar-8,False,8.3,1.029,0.025,0.22789,0.0474,MODEL-INFERRED,undetermined,insufficient_mist_main_sequence_support,256,99,0.38671875,supported,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2018-BLG-0885L b,KMT-2018-BLG-0885L,False,,0.29,,,1.07,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2016-BLG-2321L b,KMT-2016-BLG-2321L,False,,0.73,,,3.58,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-74 b,Kepler-74,False,0.8,1.18,0.42,0.3321,0.0781,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,False,,0.2,,,1.8,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
PSR B0329+54 b,PSR B0329+54,False,,1.44,,,10.26,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
K2-140 b,K2-140,False,9.8,0.96,0.1,-0.04915,0.068,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 184010 c,HD 184010,False,2.76,1.35,-0.17,1.11694,1.334,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 201595106 b,EPIC 201595106,False,6,0.958,0.01,-0.04915,0.0177,MODEL-INFERRED,inferred,,256,219,0.85546875,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,2.775557562e-17
TOI-1203 e,TOI-1203,False,12.5,0.886,-0.39,0.12977,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1503 b,Kepler-1503,False,5.13,0.77,-0.19,-0.14398,0.3771,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1781 b,Kepler-1781,False,0.9,1.053,0.44,-0.36088,0.0574,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-57 c,Kepler-57,False,3.31,0.859,0.1166,-0.34241,0.09588,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1124 b,Kepler-1124,False,3.39,0.35,-0.59,-1.32347,0.0305,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1581 b,Kepler-1581,False,4.17,1.12,0.07,0.39085,0.06865,MODEL-INFERRED,inferred,,256,220,0.859375,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
K2-136 c,K2-136,False,0.65,0.742,-0.02,-0.7765,0.1185,MODEL-INFERRED,inferred,,256,189,0.73828125,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,0
HD 39091 b,HD 39091,False,3.92,1.07,0.09,0.15957,3.28,MODEL-INFERRED,inferred,,256,254,0.9921875,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,2.775557562e-17
LHS 1815 b,LHS 1815,False,,0.502,-0.12,-1.38722,0.0404,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-464 b,Kepler-464,False,4.9,1.21,0.19,0.48379,0.07931,MODEL-INFERRED,undetermined,insufficient_mist_main_sequence_support,256,110,0.4296875,supported,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1580 b,Kepler-1580,False,2.75,1.47,0.12,0.92628,0.33571,MODEL-INFERRED,undetermined,insufficient_mist_main_sequence_support,256,76,0.296875,supported,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-198 d,Kepler-198,False,3.72,0.97,0.04,-0.1089,0.02342,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 50554 b,HD 50554,False,2.16,1.1,0.02,0.17543,2.339,MODEL-INFERRED,inferred,,256,256,1,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,2.775557562e-17
HD 73267 c,HD 73267,False,8.14,0.93,0.03,-0.106,12.688,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-580 b,Kepler-580,False,3.47,0.67,-0.06,-0.89626,0.0683,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
KOI-12 b,KOI-12,False,1.45,1.5,0.0815,0.62645,0.154,MODEL-INFERRED,undetermined,insufficient_mist_main_sequence_support,256,123,0.48046875,supported,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-637 b,Kepler-637,False,2.19,1.64,0.38,0.38249,0.16619,MODEL-INFERRED,undetermined,insufficient_mist_main_sequence_support,256,17,0.06640625,supported,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 29985 b,HD 29985,False,,0.75,-0.22,-0.84623,13.39,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 165155 b,HD 165155,False,11,1.02,0.09,-0.1549,1.13,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 22946 d,HD 22946,False,2.5,1.098,-0.08,0.20919,0.2958,MODEL-INFERRED,inferred,,256,252,0.984375,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,2.775557562e-17
Kepler-1697 b,Kepler-1697,False,,0.747,0.0341,-0.58813,0.2008,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-674 b,Kepler-674,False,3.31,0.6,-0.27,-0.90665,0.028,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-873 b,Kepler-873,False,2.95,1.18,0.07,0.13449,0.1542,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-783 b,Kepler-783,False,3.89,0.93,0.01,-0.23092,0.04958,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 31527 c,HD 31527,False,,0.96,-0.17,0.07918,0.2663,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1955 b,Kepler-1955,False,4.37,1.049,0.14,0.22965,0.11959,MODEL-INFERRED,inferred,,256,231,0.90234375,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
Kepler-1684 b,Kepler-1684,False,,0.75,0.1267,-0.70657,0.2253,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-322 c,Kepler-322,False,1.1,0.908,0.12,-0.28786,0.051,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Qatar-5 b,Qatar-5,False,0.53,1.128,0.377,0.05614,0.04127,MODEL-INFERRED,inferred,,256,244,0.953125,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,2.775557562e-17
Kepler-399 c,Kepler-399,False,3.98,0.902,0.14,-0.418,0.155,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
DMPP-2 c,DMPP-2,False,2,1.41,,0.1038,0.04789,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-1062 b,TOI-1062,False,2.5,0.94,0.14,-0.27446,0.052,MODEL-INFERRED,inferred,,256,250,0.9765625,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,0
TOI-1759 b,TOI-1759,False,5,0.606,0.05,-1.05715,0.1177,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2285 b,TOI-2285,False,,0.454,-0.05,-1.54212,0.1363,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-546 b,Kepler-546,False,3.31,1.11,0.14,0.27057,0.0502,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-682 b,Kepler-682,False,3.98,0.92,-0.05,0.47994,0.1058,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-220 b,TOI-220,False,10.1,0.825,-0.217,-0.26668,0.08911,MODEL-INFERRED,inferred,,256,246,0.9609375,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,0
TOI-5624 f,TOI-5624,False,5.7,0.858,-0.023,-0.31336,0.2366,MODEL-INFERRED,inferred,,256,250,0.9765625,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
Kepler-242 b,Kepler-242,False,2.69,0.748,-0.02,-0.61267,0.075,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-258 b,Kepler-258,False,13.7,0.82,0.3031,-0.57541,0.103,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4898 b,TOI-4898,False,,0.619077,,-1.10104,,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1292 b,Kepler-1292,False,4.68,0.95,0.08,-0.09051,0.0443,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HD 128717 b,HD 128717,False,1.4,1.212,0.16,0.322,4.85,MODEL-INFERRED,inferred,,256,256,1,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
TOI-3278 b,TOI-3278,False,8.9,1.04,0.04,0.24831,0.043,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-103 b,Kepler-103,False,6.03,1.212,0.15,0.42431,0.133,MODEL-INFERRED,undetermined,insufficient_mist_main_sequence_support,256,26,0.1015625,supported,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
TOI-4492 b,TOI-4492,False,,1.067,0.219,0.15546,0.0535,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
pi Men d,HD 39091,False,3.92,1.07,0.09,0.15957,0.506,MODEL-INFERRED,inferred,,256,249,0.97265625,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,2.775557562e-17
Kepler-1058 b,Kepler-1058,False,3.39,0.73,-0.06,-0.31631,0.3679,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-160 b,Kepler-160,False,6.03,1.003,0.2,0.00432,0.05511,MODEL-INFERRED,inferred,,256,229,0.89453125,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,2.428612866e-17
Kepler-1365 b,Kepler-1365,False,6.03,1,0.03,0.42479,0.07839,MODEL-INFERRED,inferred,,256,191,0.74609375,supported,1,0,robustly_outside_across_prescriptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,72,5.551115123e-17
Kepler-346 c,Kepler-346,False,2.4,0.943,0.1,-0.15256,0.168,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1489 b,Kepler-1489,False,4.07,0.93,-0.13,0.19764,0.3679,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1126 b,Kepler-1126,False,5.5,0.92,-0.26,-0.09926,0.41251,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1914 b,Kepler-1914,False,,1.047,-0.04,0.07728,0.1954,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
HATS-43 b,HATS-43,False,8.6,0.837,0.05,-0.39794,0.04944,MODEL-INFERRED,undetermined,stellar_age_effectively_unconstrained,256,0,0,too_broad,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-685 b,Kepler-685,False,3.39,1.11,0.15,-0.05138,0.0265,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1303 b,Kepler-1303,False,4.47,1.01,0.04,-0.00195,0.0751,MODEL-INFERRED,undetermined,missing_required_measurement_or_uncertainty,256,0,0,missing,,,undetermined,,,,,,,,,,,,,,,,,,,,,,,,
