label,reduction_id,planet,spectrum_type,authors,bibcode,doi,facility,instrument,program,program_status,reduction_note,archive_spec_path,declared_points,wavelength_min_um,wavelength_max_um,data_source
OBSERVED,80ba9f6240a95d2dc645,HD 209458 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,"AOR = 50494976, date is start time.",55/55/62/62/HD_209458_b_3.11218_5869_127.tbl,1,3.6,3.6,NASA Exoplanet Archive spectra index
OBSERVED,54894e4697c73d32be10,HD 209458 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,"AOR = 50495488, date is start time.",61/07/97/88/HD_209458_b_3.11218_5869_128.tbl,1,3.6,3.6,NASA Exoplanet Archive spectra index
OBSERVED,5d5f6bab89a7eae506b5,HD 209458 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,"AOR = 41629440, date is start time.",64/69/37/78/HD_209458_b_3.11218_5869_122.tbl,1,3.6,3.6,NASA Exoplanet Archive spectra index
OBSERVED,5fdc9d54f3b85062f84a,HD 209458 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,"AOR = 38703616, date is start time.",68/71/04/56/HD_209458_b_3.11218_5869_135.tbl,1,4.5,4.5,NASA Exoplanet Archive spectra index
OBSERVED,3a1270d4225b09b43253,HD 209458 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,"AOR = 50490368, date is start time.",70/29/23/84/HD_209458_b_3.11218_5869_142.tbl,1,4.5,4.5,NASA Exoplanet Archive spectra index
OBSERVED,c32d6533adc8723d6d5d,HD 209458 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,"AOR = 50496256, date is start time.",74/24/11/65/HD_209458_b_3.11218_5869_131.tbl,1,3.6,3.6,NASA Exoplanet Archive spectra index
OBSERVED,b58172dc79cd21b302a0,HD 209458 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,"AOR = 50492928, date is start time.",77/57/03/78/HD_209458_b_3.11218_5869_124.tbl,1,3.6,3.6,NASA Exoplanet Archive spectra index
OBSERVED,94a511fc31ca95c9b044,HD 209458 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,"AOR = 50489088, date is start time.",85/50/31/10/HD_209458_b_3.11218_5869_139.tbl,1,4.5,4.5,NASA Exoplanet Archive spectra index
OBSERVED,4fff891de1232400b571,HD 209458 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,"AOR = 48013824, date is start time.",89/62/34/11/HD_209458_b_3.11218_5869_123.tbl,1,3.6,3.6,NASA Exoplanet Archive spectra index
OBSERVED,1a658f9175cc52c3019d,HD 209458 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,"AOR = 50490880, date is start time.",89/74/85/29/HD_209458_b_3.11218_5869_144.tbl,1,4.5,4.5,NASA Exoplanet Archive spectra index
OBSERVED,c366ed96ce11c6e602ba,HD 209458 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,"AOR = 44201728, date is start time.",91/24/36/00/HD_209458_b_3.11218_5869_137.tbl,1,4.5,4.5,NASA Exoplanet Archive spectra index
OBSERVED,0bbb01e8b5d9be7fabbb,HD 209458 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,"AOR = 41628416, date is start time.",93/63/25/76/HD_209458_b_3.11218_5869_121.tbl,1,3.6,3.6,NASA Exoplanet Archive spectra index
OBSERVED,81cfcf94d8bbf8979c4b,HD 209458 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,"AOR = 50496512, date is start time.",99/93/44/71/HD_209458_b_3.11218_5869_132.tbl,1,3.6,3.6,NASA Exoplanet Archive spectra index
OBSERVED,fdc228b1beac2439047d,HD 209458 b,transmission,Deming et al. 2013,2013ApJ...774...95D,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,,65/02/42/98/HD_209458_b_3.11218_3649_1.tbl,28,1.119,1.628,NASA Exoplanet Archive spectra index
OBSERVED,f78c8de3e6bf0fd7956e,HD 209458 b,transmission,Evans et al. 2015,2015MNRAS.451..680E,,Spitzer Space Telescope satellite,IRAC,,not_provided_by_archive_index,,81/64/74/82/HD_209458_b_3.11218_3627_5.tbl,8,3.6,8,NASA Exoplanet Archive spectra index
OBSERVED,302f2f1dd0815f7add6c,HD 209458 b,transmission,Tsiaras et al. 2016,2016ApJ...832..202T,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,from Table 3; G141 grism,00/21/32/40/HD_209458_b_3.11218_6041_1.tbl,25,1.127,1.6185,NASA Exoplanet Archive spectra index
OBSERVED,751379b22cecdfec8b90,HD 209458 b,transmission,Sing et al. 2016,2016Natur.529...59S,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,,28/70/19/86/HD_209458_b_3.11218_3717_1.tbl,2,3.56,4.5,NASA Exoplanet Archive spectra index
OBSERVED,356679dd03a540963437,HD 209458 b,transmission,Sing et al. 2016,2016Natur.529...59S,,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph,,not_provided_by_archive_index,,76/63/24/77/HD_209458_b_3.11218_3717_3.tbl,93,0.3072,0.9475,NASA Exoplanet Archive spectra index
OBSERVED,7f69cb1b725b68f8ef4c,HD 209458 b,transmission,Sing et al. 2016,2016Natur.529...59S,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,,77/83/37/95/HD_209458_b_3.11218_3717_2.tbl,29,1.1217,1.6391,NASA Exoplanet Archive spectra index
OBSERVED,2679cacf471d45a6f994,HD 209458 b,transmission,Changeat et al. 2022,2022ApJS..260....3C,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,Figure 2,52/19/28/34/HD_209458_b_3.11218_5219_45.tbl,25,1.1263,1.6295,NASA Exoplanet Archive spectra index
OBSERVED,bccf0d69236d7483d6c9,HD 209458 b,transmission,Panek et al. 2023,2023A&A...677A..51P,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,,24/39/78/11/HD_209458_b_3.11218_5295_1.tbl,20,1.0994,1.6616,NASA Exoplanet Archive spectra index
OBSERVED,fecd7e929e5a07572574,HD 209458 b,transmission,Xue et al. 2024,2024ApJ...963L...5X,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Camera (NIRCam),,not_provided_by_archive_index,"Figure 6, Eureka! pipeline",06/77/10/29/HD_209458_b_3.11218_5413_50.tbl,69,2.38,4.98,NASA Exoplanet Archive spectra index
OBSERVED,46d9e82e48ab77ed1fcb,HD 209458 b,transmission,Xue et al. 2024,2024ApJ...963L...5X,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Camera (NIRCam),,not_provided_by_archive_index,"Figure 6, Sparta pipeline",32/91/31/49/HD_209458_b_3.11218_5413_51.tbl,69,2.38,4.98,NASA Exoplanet Archive spectra index
OBSERVED,776a704955a5f96dd8ca,HD 219666 b,transmission,Edwards et al. 2023,2023ApJS..269...31E,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,G141,12/97/27/47/HD_219666_b_3.12304_5286_45.tbl,25,1.1262,1.6295,NASA Exoplanet Archive spectra index
OBSERVED,49209a387ece4f4cb868,HD 219666 b,transmission,Murphy et al. 2025,2025AJ....169..286M,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,"G141, Combined Visits",26/34/94/73/HD_219666_b_3.12304_5677_3.tbl,15,1.13,1.604,NASA Exoplanet Archive spectra index
OBSERVED,f96bc8a45a1f56d342cb,HD 219666 b,transmission,Murphy et al. 2025,2025AJ....169..286M,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,"G141, Visit 2",55/12/00/94/HD_219666_b_3.12304_5677_2.tbl,15,1.13,1.604,NASA Exoplanet Archive spectra index
OBSERVED,c033d8c86d864fd7b7f2,HD 219666 b,transmission,Murphy et al. 2025,2025AJ....169..286M,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,"G141, Visit 1",82/71/95/80/HD_219666_b_3.12304_5677_1.tbl,15,1.13,1.604,NASA Exoplanet Archive spectra index
OBSERVED,dd0be75e90d1887688f4,HD 3167 c,transmission,Mikal-Evans et al. 2021,2021AJ....161...18M,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,Table 2,16/21/21/12/HD_3167_c_3.11925_5760_3.tbl,1,4.5,4.5,NASA Exoplanet Archive spectra index
OBSERVED,ee31daa94792e43ae5e5,HD 3167 c,transmission,Mikal-Evans et al. 2021,2021AJ....161...18M,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,"Table 2, G141",55/77/84/88/HD_3167_c_3.11925_5760_1.tbl,28,1.134,1.634,NASA Exoplanet Archive spectra index
OBSERVED,fa74ac932c7a64a740fc,HD 3167 c,transmission,Mikal-Evans et al. 2021,2021AJ....161...18M,,The Kepler Mission,Kepler CCD Array,,not_provided_by_archive_index,Table 2,94/13/83/23/HD_3167_c_3.11925_5760_2.tbl,1,0.55,0.55,NASA Exoplanet Archive spectra index
OBSERVED,df25f57d045b59a756e9,HD 3167 c,transmission,Guilluy et al. 2021,2021AJ....161...19G,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,Table 5,37/22/60/26/HD_3167_c_3.11925_5360_2.tbl,25,1.1262,1.6295,NASA Exoplanet Archive spectra index
OBSERVED,454e99a11c8b715d02b8,HD 80606 b,eclipse,de Wit et al. 2016,2016ApJ...820L..33D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,from Table 1,61/91/30/78/HD_80606_b_3.11343_6040_1.tbl,2,4.5,8,NASA Exoplanet Archive spectra index
OBSERVED,f6e07c8528de405a1f21,HD 80606 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,"AOR = 38700544, date is start time.",40/28/89/25/HD_80606_b_3.11343_5869_146.tbl,1,4.5,4.5,NASA Exoplanet Archive spectra index
OBSERVED,3a9fb711bc9e0c915713,HD 80606 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,AOR = 45675088.,55/25/84/74/HD_80606_b_3.11343_5869_145.tbl,1,3.6,3.6,NASA Exoplanet Archive spectra index
OBSERVED,e5d483bee6ede5511a82,HD 80606 b,eclipse,Sikora et al. 2025,2025AJ....170..105S,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - G395H,,not_provided_by_archive_index,"Figure 16, eclipse phase, Eureka! reduction",29/55/77/54/HD_80606_b_3.11343_5802_1.tbl,24,2.7993,5.1739,NASA Exoplanet Archive spectra index
OBSERVED,e50cf38100f37ccb5090,HD 86226 c,transmission,Kahle et al. 2025,2025A&A...701A.184K,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,"G141 grism, figure 6, PACMAN reduction",36/49/84/11/HD_86226_c_3.12569_5977_2.tbl,21,1.133,1.637,NASA Exoplanet Archive spectra index
OBSERVED,a0cd134e92b4334ef6ea,HD 86226 c,transmission,Kahle et al. 2025,2025A&A...701A.184K,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,"G141 grism, figure 6, Eureka! reduction",77/83/07/56/HD_86226_c_3.12569_5977_1.tbl,27,1.13,1.65,NASA Exoplanet Archive spectra index
OBSERVED,035230795bf3abe81a12,HD 95086 b,direct imaging,M&acirc;lin et al. 2024,2024A&A...690A.316M,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Mid-Infrared Instrument (MIRI),,not_provided_by_archive_index,Flux values are from Table 6,94/06/46/93/HD_95086_b_3.11598_5573_1.tbl,2,10.575,11.3,NASA Exoplanet Archive spectra index
OBSERVED,50238735fad4114e342f,HD 97658 b,transmission,Knutson et al. 2014,2014ApJ...794..155K,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,,20/04/94/68/HD_97658_b_3.11371_3424_1.tbl,28,1.132,1.622,NASA Exoplanet Archive spectra index
OBSERVED,18e93b1e4e93f3df923e,HD 97658 b,transmission,Guo et al. 2020,2020AJ....159..239G,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,Table 5,09/71/36/09/HD_97658_b_3.11371_5996_5.tbl,11,3.6,4.5,NASA Exoplanet Archive spectra index
OBSERVED,61d78fe8475bcc122beb,HD 97658 b,transmission,Guo et al. 2020,2020AJ....159..239G,,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph,,not_provided_by_archive_index,"Table 4, Observation 2",73/00/24/95/HD_97658_b_3.11371_5996_3.tbl,10,0.553,0.992,NASA Exoplanet Archive spectra index
OBSERVED,b39f6f1b00b70b0f341d,HD 97658 b,transmission,Guo et al. 2020,2020AJ....159..239G,,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph,,not_provided_by_archive_index,"Table 4, Observation 1",73/81/83/11/HD_97658_b_3.11371_5996_2.tbl,10,0.553,0.992,NASA Exoplanet Archive spectra index
OBSERVED,cbc442f9f807ad82bc58,HD 97658 b,transmission,Guo et al. 2020,2020AJ....159..239G,,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph,,not_provided_by_archive_index,"Table 4, Observation 3",84/44/11/34/HD_97658_b_3.11371_5996_4.tbl,10,0.553,0.992,NASA Exoplanet Archive spectra index
OBSERVED,19ace93a13dc195bae54,HD 97658 b,transmission,Guo et al. 2020,2020AJ....159..239G,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,"Table 3, Logarithmic trend, averaged over four visits",87/27/68/80/HD_97658_b_3.11371_5996_1.tbl,28,1.132,1.641,NASA Exoplanet Archive spectra index
OBSERVED,983586f37a01c8447446,HD 97658 b,transmission,Edwards et al. 2023,2023ApJS..269...31E,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,G141,09/54/73/45/HD_97658_b_3.11371_5286_46.tbl,25,1.1262,1.6295,NASA Exoplanet Archive spectra index
OBSERVED,eb65cc432a7160bea15e,HIP 41378 b,transmission,Edwards et al. 2023,2023ApJS..269...31E,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,G141,88/09/12/84/HIP_41378_b_3.11908_5286_47.tbl,25,1.1262,1.6295,NASA Exoplanet Archive spectra index
OBSERVED,f798ec76738a4db4a484,HIP 41378 b,transmission,Brande et al. 2024,2024ApJ...961L..23B,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,G141 grism; Table 4,97/26/76/77/HIP_41378_b_3.11908_6001_1.tbl,10,1.175,1.625,NASA Exoplanet Archive spectra index
OBSERVED,c0e017d2f95b9cd8288b,HIP 41378 f,transmission,Alam et al. 2022,2022ApJ...927L...5A,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,Table 1,12/37/51/89/HIP_41378_f_3.11912_5702_1.tbl,30,1.113,1.652,NASA Exoplanet Archive spectra index
OBSERVED,e26b846defba786a74c8,HIP 41378 f,transmission,Edwards et al. 2023,2023ApJS..269...31E,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,G141,05/93/18/95/HIP_41378_f_3.11912_5286_48.tbl,25,1.1262,1.6295,NASA Exoplanet Archive spectra index
OBSERVED,6f0e3daa456f657b1ae8,HIP 65426 b,direct imaging,Carter et al. 2023,2023ApJ...951L..20C,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Camera (NIRCam),,not_provided_by_archive_index,,11/40/37/26/HIP_65426_b_3.12035_5465_1.tbl,5,2.523,4.397,NASA Exoplanet Archive spectra index
OBSERVED,2042b131dbc004b65d8d,HIP 65426 b,direct imaging,Carter et al. 2023,2023ApJ...951L..20C,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Mid-Infrared Instrument (MIRI),,not_provided_by_archive_index,,43/60/20/27/HIP_65426_b_3.12035_5465_2.tbl,2,11.307,15.514,NASA Exoplanet Archive spectra index
OBSERVED,04171891a5dce202c3ba,HIP 67522 b,transmission,Thao et al. 2024,2024AJ....168..297T,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec),,not_provided_by_archive_index,ExoTiC + Chromatic (Section 5.3),06/51/91/10/HIP_67522_b_3.12561_5512_2.tbl,141,2.7431,5.1596,NASA Exoplanet Archive spectra index
OBSERVED,46c28d11c9e6122e10f7,HIP 67522 b,transmission,Thao et al. 2024,2024AJ....168..297T,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec),,not_provided_by_archive_index,ExoTiC+ custom (Section 5.4),73/46/35/77/HIP_67522_b_3.12561_5512_3.tbl,346,2.7522,5.171,NASA Exoplanet Archive spectra index
OBSERVED,f2884e1a833a6fff20ef,HIP 67522 b,transmission,Thao et al. 2024,2024AJ....168..297T,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec),,not_provided_by_archive_index,JWST Science Calibration Pipeline + ExoTiC-JEDI (Section 5.2),99/90/46/44/HIP_67522_b_3.12561_5512_1.tbl,230,2.7501,5.1719,NASA Exoplanet Archive spectra index
OBSERVED,33d41450ec3c84c76ec8,HR 2562 b,direct imaging,Godoy et al. 2024,2024A&A...689A.185G,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Mid-Infrared Instrument (MIRI),,not_provided_by_archive_index,"Filters F1065C, F1140C, and F1550C",88/83/96/38/HR_2562_b_3.11929_5637_1.tbl,3,10.575,15.5,NASA Exoplanet Archive spectra index
OBSERVED,255cb7182be8c8975b80,HR 8799 b,direct imaging,Boccaletti et al. 2024,2024A&A...686A..33B,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Mid-Infrared Instrument (MIRI),,not_provided_by_archive_index,cal,30/53/60/59/HR_8799_b_3.11390_5466_2.tbl,3,10.575,15.5,NASA Exoplanet Archive spectra index
OBSERVED,3e3906a8c9d90604a44b,HR 8799 b,direct imaging,Boccaletti et al. 2024,2024A&A...686A..33B,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Mid-Infrared Instrument (MIRI),,not_provided_by_archive_index,rate,58/61/63/58/HR_8799_b_3.11390_5466_1.tbl,3,10.575,15.5,NASA Exoplanet Archive spectra index
OBSERVED,fbce29a83dab8e4a8c80,HR 8799 b,direct imaging,Xuan et al. 2026,2026ApJ..1000...27X,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - G395H,,not_provided_by_archive_index,NRS2; spectra are high-pass filtered,17/53/54/68/HR_8799_b_3.11390_5962_2.tbl,2142,4.081,5.28,NASA Exoplanet Archive spectra index
OBSERVED,1fa5a54f546da8452ead,HR 8799 b,direct imaging,Xuan et al. 2026,2026ApJ..1000...27X,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - G395H,,not_provided_by_archive_index,NRS1; spectra are high-pass filtered,83/37/38/97/HR_8799_b_3.11390_5962_1.tbl,2222,2.859,4.1028,NASA Exoplanet Archive spectra index
OBSERVED,64b3609e39d843aed6d7,HR 8799 c,direct imaging,Greenbaum et al. 2018,2018AJ....155..226G,,Association of Universities for Research in Astronomy (AURA) 8.1m Gemini South Telescope at Cerro Pachon,Gemini Planet Imager (GPI),,not_provided_by_archive_index,Full Reduced Spectrum,76/95/66/17/HR_8799_c_3.11391_5636_1.tbl,111,1.5078,2.3697,NASA Exoplanet Archive spectra index
OBSERVED,1bf4e4a890152decc8dc,HR 8799 c,direct imaging,Doelman et al. 2022,2022AJ....163..217D,,Large Binocular Telescope Observatory,LMIRCam/ALES,,not_provided_by_archive_index,,89/03/41/38/HR_8799_c_3.11391_5462_1.tbl,51,3.081,4.144,NASA Exoplanet Archive spectra index
OBSERVED,f58aee1790d24fefd32a,HR 8799 c,direct imaging,Wang et al. 2022,2022AJ....164..143W,,Subaru Telescope,CHARIS integral field spectrograph,,not_provided_by_archive_index,Night 2,17/92/05/27/HR_8799_c_3.11391_5461_2.tbl,22,1.16,2.369,NASA Exoplanet Archive spectra index
OBSERVED,2d7a988581d8f845cd1d,HR 8799 c,direct imaging,Wang et al. 2022,2022AJ....164..143W,,Subaru Telescope,CHARIS integral field spectrograph,,not_provided_by_archive_index,Night 1,82/77/90/84/HR_8799_c_3.11391_5461_1.tbl,22,1.16,2.369,NASA Exoplanet Archive spectra index
OBSERVED,9cbc558ff0a8cf2313e8,HR 8799 c,direct imaging,Boccaletti et al. 2024,2024A&A...686A..33B,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Mid-Infrared Instrument (MIRI),,not_provided_by_archive_index,rate,10/07/37/70/HR_8799_c_3.11391_5466_1.tbl,2,10.575,11.3,NASA Exoplanet Archive spectra index
OBSERVED,01e54a6bebd03f578686,HR 8799 c,direct imaging,Boccaletti et al. 2024,2024A&A...686A..33B,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Mid-Infrared Instrument (MIRI),,not_provided_by_archive_index,cal,56/40/09/01/HR_8799_c_3.11391_5466_2.tbl,2,10.575,11.3,NASA Exoplanet Archive spectra index
OBSERVED,10738aae7fd95a15b49e,HR 8799 c,direct imaging,Xuan et al. 2026,2026ApJ..1000...27X,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - G395H,,not_provided_by_archive_index,NRS2; spectra are high-pass filtered,45/51/63/13/HR_8799_c_3.11391_5962_4.tbl,2142,4.081,5.28,NASA Exoplanet Archive spectra index
OBSERVED,2070d1e0556bbbd40cf2,HR 8799 c,direct imaging,Xuan et al. 2026,2026ApJ..1000...27X,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - G395H,,not_provided_by_archive_index,NRS1; spectra are high-pass filtered,61/64/92/29/HR_8799_c_3.11391_5962_3.tbl,2222,2.859,4.1028,NASA Exoplanet Archive spectra index
OBSERVED,627b6a7621133bcb6bad,HR 8799 c,direct imaging,Ruffio et al. 2026,2026NatAs..10..511R,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - G395H,,not_provided_by_archive_index,Figure 2; spectra are high-pass filtered; NRS2,12/19/20/04/HR_8799_c_3.11391_5887_2.tbl,2142,4.081,5.28,NASA Exoplanet Archive spectra index
OBSERVED,accf961e3f19a2f01016,HR 8799 c,direct imaging,Ruffio et al. 2026,2026NatAs..10..511R,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - G395H,,not_provided_by_archive_index,Figure 2; spectra are high-pass filtered; NRS1,99/49/84/47/HR_8799_c_3.11391_5887_1.tbl,2222,2.859,4.1028,NASA Exoplanet Archive spectra index
OBSERVED,668d7a8ca1cfa9419200,HR 8799 d,direct imaging,Greenbaum et al. 2018,2018AJ....155..226G,,Association of Universities for Research in Astronomy (AURA) 8.1m Gemini South Telescope at Cerro Pachon,Gemini Planet Imager (GPI),,not_provided_by_archive_index,Full Reduced Spectrum,34/48/79/87/HR_8799_d_3.11392_5636_1.tbl,111,1.5078,2.3697,NASA Exoplanet Archive spectra index
OBSERVED,2d2c6f72fd29f0506f0b,HR 8799 d,direct imaging,Doelman et al. 2022,2022AJ....163..217D,,Large Binocular Telescope Observatory,LMIRCam/ALES,,not_provided_by_archive_index,,02/03/00/07/HR_8799_d_3.11392_5462_1.tbl,51,3.081,4.144,NASA Exoplanet Archive spectra index
OBSERVED,fb36b5da9ca816b37401,HR 8799 d,direct imaging,Wang et al. 2022,2022AJ....164..143W,,Subaru Telescope,CHARIS integral field spectrograph,,not_provided_by_archive_index,Night 1,69/28/79/19/HR_8799_d_3.11392_5461_1.tbl,22,1.16,2.369,NASA Exoplanet Archive spectra index
OBSERVED,78e8c691502b1c210b6b,HR 8799 d,direct imaging,Wang et al. 2022,2022AJ....164..143W,,Subaru Telescope,CHARIS integral field spectrograph,,not_provided_by_archive_index,Night 2,71/20/52/63/HR_8799_d_3.11392_5461_2.tbl,22,1.16,2.369,NASA Exoplanet Archive spectra index
OBSERVED,2afe58f7817ad9bdd291,HR 8799 d,direct imaging,Boccaletti et al. 2024,2024A&A...686A..33B,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Mid-Infrared Instrument (MIRI),,not_provided_by_archive_index,rate,62/02/10/29/HR_8799_d_3.11392_5466_1.tbl,2,10.575,11.3,NASA Exoplanet Archive spectra index
OBSERVED,d19a5006b8ed4634bbd8,HR 8799 d,direct imaging,Boccaletti et al. 2024,2024A&A...686A..33B,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Mid-Infrared Instrument (MIRI),,not_provided_by_archive_index,cal,87/86/84/67/HR_8799_d_3.11392_5466_2.tbl,2,10.575,11.3,NASA Exoplanet Archive spectra index
OBSERVED,77ebb1eff36721b670ef,HR 8799 d,direct imaging,Xuan et al. 2026,2026ApJ..1000...27X,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - G395H,,not_provided_by_archive_index,NRS1; spectra are high-pass filtered,20/12/85/00/HR_8799_d_3.11392_5962_5.tbl,2222,2.859,4.1028,NASA Exoplanet Archive spectra index
OBSERVED,2312da51ccb1eb672889,HR 8799 d,direct imaging,Xuan et al. 2026,2026ApJ..1000...27X,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - G395H,,not_provided_by_archive_index,NRS2; spectra are high-pass filtered,67/62/25/28/HR_8799_d_3.11392_5962_6.tbl,2142,4.081,5.28,NASA Exoplanet Archive spectra index
OBSERVED,10ddc4960d8ec758b634,HR 8799 d,direct imaging,Ruffio et al. 2026,2026NatAs..10..511R,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - G395H,,not_provided_by_archive_index,Figure 2; spectra are high-pass filtered; NRS1,59/26/27/26/HR_8799_d_3.11392_5887_3.tbl,2222,2.859,4.1028,NASA Exoplanet Archive spectra index
OBSERVED,57a5b3863c98eaccd2e2,HR 8799 d,direct imaging,Ruffio et al. 2026,2026NatAs..10..511R,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - G395H,,not_provided_by_archive_index,Figure 2; spectra are high-pass filtered; NRS2,85/45/03/02/HR_8799_d_3.11392_5887_4.tbl,2142,4.081,5.28,NASA Exoplanet Archive spectra index
