label,reduction_id,planet,spectrum_type,authors,bibcode,doi,facility,instrument,program,program_status,reduction_note,archive_spec_path,declared_points,wavelength_min_um,wavelength_max_um,data_source
OBSERVED,655b42bfd2e6f0e47282,2MASS J01033563-5515561 AB b,direct imaging,M&acirc;lin et al. 2025,2025A&A...704A.181M,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Mid-Infrared Instrument (MIRI) - MRS,,not_provided_by_archive_index,Figure 2; Circumplanetary disk features present,98/85/23/58/Delorme_1_AB_b_3.12580_5933_1.tbl,10920,4.9004,24.485,NASA Exoplanet Archive spectra index
OBSERVED,c841bbd07850080bd652,2MASS J12073346-3932539 b,direct imaging,Luhman et al. 2023,2023ApJ...949L..36L,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec),,not_provided_by_archive_index,,94/69/37/09/2MASS_J12073346_3932539_b_3.10912_5457_1.tbl,17434,0.9701,5.269,NASA Exoplanet Archive spectra index
OBSERVED,40c35b9504233928e2c2,51 Eri b,direct imaging,Macintosh et al. 2015,2015Sci...350...64M,,Association of Universities for Research in Astronomy (AURA) 8.1m Gemini South Telescope at Cerro Pachon,Gemini Planet Imager (GPI),,not_provided_by_archive_index,,72/22/26/09/51_Eri_b_3.11801_3607_3.tbl,74,1.1141,1.7974,NASA Exoplanet Archive spectra index
OBSERVED,b79c37137207066e6440,51 Eri b,direct imaging,Samland et al. 2017,2017A&A...603A..57S,,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Melipal (UT3) at Paranal Observatory,SPHERE - IRDIS,,not_provided_by_archive_index,"Table 2, ADI. Spectrum from multiple epochs.",33/57/16/02/51_Eri_b_3.11801_5468_1.tbl,5,1.589,2.255,NASA Exoplanet Archive spectra index
OBSERVED,cf3536d41e7cd9cc1ac1,51 Eri b,direct imaging,Samland et al. 2017,2017A&A...603A..57S,,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Melipal (UT3) at Paranal Observatory,SPHERE - IFS,,not_provided_by_archive_index,YJ. Spectrum from multiple epochs.,36/05/03/42/51_Eri_b_3.11801_5468_3.tbl,29,0.9814,1.3292,NASA Exoplanet Archive spectra index
OBSERVED,32dda31a2481cd5cbd86,51 Eri b,direct imaging,Samland et al. 2017,2017A&A...603A..57S,,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Melipal (UT3) at Paranal Observatory,SPHERE - IFS,,not_provided_by_archive_index,YH. Spectrum from multiple epochs.,50/30/28/82/51_Eri_b_3.11801_5468_2.tbl,33,1.0093,1.6407,NASA Exoplanet Archive spectra index
OBSERVED,f416389fd71cc2627d60,51 Eri b,direct imaging,Rajan et al. 2017,2017AJ....154...10R,,W. M. Keck Observatory,NIRC2 Camera,,not_provided_by_archive_index,Spectrum from multiple epochs.,08/37/70/26/51_Eri_b_3.11801_5469_2.tbl,2,3.776,4.67,NASA Exoplanet Archive spectra index
OBSERVED,66cd23321cbd214766d9,51 Eri b,direct imaging,Rajan et al. 2017,2017AJ....154...10R,,Association of Universities for Research in Astronomy (AURA) 8.1m Gemini South Telescope at Cerro Pachon,Gemini Planet Imager (GPI),,not_provided_by_archive_index,Spectrum from multiple epochs.,61/36/76/44/51_Eri_b_3.11801_5469_1.tbl,74,1.8861,2.3964,NASA Exoplanet Archive spectra index
OBSERVED,338c5dc5d411b7325f92,55 Cnc e,eclipse,Demory et al. 2012,2012ApJ...751L..28D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,,36/94/31/60/55_Cnc_e_3.10924_4102_1.tbl,1,4.5,4.5,NASA Exoplanet Archive spectra index
OBSERVED,d48c50b39676a1ad7c12,55 Cnc e,eclipse,Demory et al. 2016,2016MNRAS.455.2018D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,Table 2,27/26/74/71/55_Cnc_e_3.10924_3724_1.tbl,2,4.5,4.5,NASA Exoplanet Archive spectra index
OBSERVED,f0008b9239c04504effa,55 Cnc e,eclipse,Patel et al. 2024,2024A&A...690A.159P,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Camera (NIRCam),,not_provided_by_archive_index,"Figure A.1, stark Method, Obs. Date corresponds to Start date, Visit 3",02/33/62/04/55_Cnc_e_3.10924_5518_6.tbl,30,3.9536,4.9102,NASA Exoplanet Archive spectra index
OBSERVED,18597a2d58dd5c3e0a16,55 Cnc e,eclipse,Patel et al. 2024,2024A&A...690A.159P,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Camera (NIRCam),,not_provided_by_archive_index,"Figure A.1, HANSOLO Method, Obs. Date corresponds to Start date, Visit 3",09/06/38/72/55_Cnc_e_3.10924_5518_5.tbl,30,3.9529,4.9186,NASA Exoplanet Archive spectra index
OBSERVED,8a4581f105de3aaf1347,55 Cnc e,eclipse,Patel et al. 2024,2024A&A...690A.159P,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Camera (NIRCam),,not_provided_by_archive_index,"Table 1, Obs. Date corresponds to Start date, stark pipeline",17/46/80/80/55_Cnc_e_3.10924_5518_14.tbl,2,2.12,4.5,NASA Exoplanet Archive spectra index
OBSERVED,585252d4508eb5e2ff10,55 Cnc e,eclipse,Patel et al. 2024,2024A&A...690A.159P,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Camera (NIRCam),,not_provided_by_archive_index,"Figure A.1, stark Method, Obs. Date corresponds to Start date, Visit 4",20/68/57/63/55_Cnc_e_3.10924_5518_8.tbl,30,3.9536,4.9102,NASA Exoplanet Archive spectra index
OBSERVED,0c612e425c0fb7be1e22,55 Cnc e,eclipse,Patel et al. 2024,2024A&A...690A.159P,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Camera (NIRCam),,not_provided_by_archive_index,"Figure A.1, stark Method, Obs. Date corresponds to Start date, Visit 5",24/05/07/90/55_Cnc_e_3.10924_5518_10.tbl,30,3.9536,4.9102,NASA Exoplanet Archive spectra index
OBSERVED,1b606431d720377a3420,55 Cnc e,eclipse,Patel et al. 2024,2024A&A...690A.159P,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Camera (NIRCam),,not_provided_by_archive_index,"Figure A.1, stark Method, Obs. Date corresponds to Start date, Visit 2",28/36/47/75/55_Cnc_e_3.10924_5518_4.tbl,30,3.9536,4.9102,NASA Exoplanet Archive spectra index
OBSERVED,96e60a92b1be7de90021,55 Cnc e,eclipse,Patel et al. 2024,2024A&A...690A.159P,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Camera (NIRCam),,not_provided_by_archive_index,"Table 1, Obs. Date corresponds to Start date, stark pipeline",37/45/30/30/55_Cnc_e_3.10924_5518_11.tbl,2,2.12,4.5,NASA Exoplanet Archive spectra index
OBSERVED,af1cd4526e0f2642a7d7,55 Cnc e,eclipse,Patel et al. 2024,2024A&A...690A.159P,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Camera (NIRCam),,not_provided_by_archive_index,"Figure A.1, HANSOLO Method, Obs. Date corresponds to Start date, Visit 2",57/50/14/73/55_Cnc_e_3.10924_5518_3.tbl,30,3.9529,4.9186,NASA Exoplanet Archive spectra index
OBSERVED,865ee0fd11f2b92388dd,55 Cnc e,eclipse,Patel et al. 2024,2024A&A...690A.159P,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Camera (NIRCam),,not_provided_by_archive_index,"Figure A.1, HANSOLO Method, Obs. Date corresponds to Start date, Visit 4",63/40/60/27/55_Cnc_e_3.10924_5518_7.tbl,30,3.9529,4.9186,NASA Exoplanet Archive spectra index
OBSERVED,57eebc5630bbac08eb0e,55 Cnc e,eclipse,Patel et al. 2024,2024A&A...690A.159P,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Camera (NIRCam),,not_provided_by_archive_index,"Figure A.1, stark Method, Obs. Date corresponds to Start date, Visit 1",72/20/01/75/55_Cnc_e_3.10924_5518_2.tbl,30,3.9536,4.9102,NASA Exoplanet Archive spectra index
OBSERVED,04c3edec54ba72b60b40,55 Cnc e,eclipse,Patel et al. 2024,2024A&A...690A.159P,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Camera (NIRCam),,not_provided_by_archive_index,"Table 1, Obs. Date corresponds to Start date, stark pipeline",75/80/20/09/55_Cnc_e_3.10924_5518_15.tbl,2,2.12,4.5,NASA Exoplanet Archive spectra index
OBSERVED,ef660dd5f9e449ebb303,55 Cnc e,eclipse,Patel et al. 2024,2024A&A...690A.159P,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Camera (NIRCam),,not_provided_by_archive_index,"Figure A.1, HANSOLO Method, Obs. Date corresponds to Start date, Visit 5",75/98/87/03/55_Cnc_e_3.10924_5518_9.tbl,30,3.9529,4.9186,NASA Exoplanet Archive spectra index
OBSERVED,06fbb34c261c27f51e06,55 Cnc e,eclipse,Patel et al. 2024,2024A&A...690A.159P,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Camera (NIRCam),,not_provided_by_archive_index,"Table 1, Obs. Date corresponds to Start date, stark pipeline",92/19/36/89/55_Cnc_e_3.10924_5518_12.tbl,2,2.12,4.5,NASA Exoplanet Archive spectra index
OBSERVED,77ca9d7d844acdd02d9f,55 Cnc e,eclipse,Patel et al. 2024,2024A&A...690A.159P,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Camera (NIRCam),,not_provided_by_archive_index,"Figure A.1, HANSOLO Method, Obs. Date corresponds to Start date, Visit 1",95/23/06/90/55_Cnc_e_3.10924_5518_1.tbl,30,3.9529,4.9186,NASA Exoplanet Archive spectra index
OBSERVED,2af8d155b87a82b6deba,55 Cnc e,eclipse,Patel et al. 2024,2024A&A...690A.159P,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Camera (NIRCam),,not_provided_by_archive_index,"Table 1, Obs. Date corresponds to Start date, stark pipeline",96/61/71/89/55_Cnc_e_3.10924_5518_13.tbl,2,2.12,4.5,NASA Exoplanet Archive spectra index
OBSERVED,43b249a15a961fb8f239,55 Cnc e,eclipse,Hu et al. 2024,2024Natur.630..609H,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Mid-Infrared Instrument (MIRI),,not_provided_by_archive_index,Fig. 3,03/10/03/15/55_Cnc_e_3.10924_5378_1.tbl,9,6.5825,11.4545,NASA Exoplanet Archive spectra index
OBSERVED,105da36716a1d10141ee,55 Cnc e,eclipse,Hu et al. 2024,2024Natur.630..609H,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Camera (NIRCam),,not_provided_by_archive_index,Relative eclipse depths offset by 60 ppm (Fig 3),48/20/90/63/55_Cnc_e_3.10924_5378_2.tbl,21,3.965,4.965,NASA Exoplanet Archive spectra index
OBSERVED,bc583a702f7b283a5754,55 Cnc e,transmission,Demory et al. 2011,2011A&A...533A.114D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,,34/62/75/84/55_Cnc_e_3.10924_3696_1.tbl,1,4.5,4.5,NASA Exoplanet Archive spectra index
OBSERVED,a00a3b66e56c9ffeaa4b,55 Cnc e,transmission,de Mooij et al. 2014,2014ApJ...797L..21D,,Nordic Optical Telescope,ALFOSC,,not_provided_by_archive_index,,78/51/78/87/55_Cnc_e_3.10924_3673_1.tbl,8,0.4735,0.656,NASA Exoplanet Archive spectra index
OBSERVED,4fb3f86ddaca0574444b,55 Cnc e,transmission,Tsiaras et al. 2016,2016ApJ...820...99T,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,,18/43/09/97/55_Cnc_e_3.10924_3750_1.tbl,25,1.132,1.6376,NASA Exoplanet Archive spectra index
OBSERVED,18f7c5e3e3e404b6453d,55 Cnc e,transmission,Demory et al. 2016,2016MNRAS.455.2018D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,,94/76/47/41/55_Cnc_e_3.10924_3724_2.tbl,6,4.5,4.5,NASA Exoplanet Archive spectra index
OBSERVED,34c3def0f29125f42378,AF Lep b,direct imaging,Mesa et al. 2023,2023A&A...672A..93M,,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Melipal (UT3) at Paranal Observatory,SPHERE - IFS and IRDIS,,not_provided_by_archive_index,Figure 4,30/36/80/38/AF_Lep_b_3.18764_5100_1.tbl,36,0.941,2.251,NASA Exoplanet Archive spectra index
OBSERVED,6121084befafd54bb50f,AF Lep b,direct imaging,De Rosa et al. 2023,2023A&A...672A..94D,,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Melipal (UT3) at Paranal Observatory,SPHERE - IFS and IRDIS,,not_provided_by_archive_index,Table 6,89/68/34/60/AF_Lep_b_3.18764_5101_1.tbl,27,1.239,2.253,NASA Exoplanet Archive spectra index
OBSERVED,35540f2ac66bb9d753d3,AF Lep b,direct imaging,Franson et al. 2024,2024ApJ...974L..11F,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Camera (NIRCam),,not_provided_by_archive_index,F444W Epoch 2,30/71/76/22/AF_Lep_b_3.18764_5640_2.tbl,1,4.402,4.402,NASA Exoplanet Archive spectra index
OBSERVED,1138ef87eb45f0f0bee5,AF Lep b,direct imaging,Franson et al. 2024,2024ApJ...974L..11F,,W. M. Keck Observatory,NIRC2 Camera,,not_provided_by_archive_index,L,39/45/61/56/AF_Lep_b_3.18764_5640_3.tbl,1,3.776,3.776,NASA Exoplanet Archive spectra index
OBSERVED,a4b4f74972ed8ea57cca,AF Lep b,direct imaging,Franson et al. 2024,2024ApJ...974L..11F,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Camera (NIRCam),,not_provided_by_archive_index,F444W Epoch 1,40/43/35/07/AF_Lep_b_3.18764_5640_1.tbl,1,4.402,4.402,NASA Exoplanet Archive spectra index
OBSERVED,03b9092da86632bdd6b8,AU Mic b,transmission,Waalkes et al. 2026,2026arXiv260631281W,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,from Table 8; G102 and G141 combined; spectrum impacted by spot contamination/TLS effect.,86/01/15/17/AU_Mic_b_3.12539_6096_1.tbl,42,0.8032,1.6285,NASA Exoplanet Archive spectra index
OBSERVED,06f7924456f06a69fee1,BD+60 1417 b,direct imaging,Faherty et al. 2021,2021ApJ...923...48F,,Infrared Telescope Facility,SpeX Prism,,not_provided_by_archive_index,Figure 2; Combined spectrum from 2 epochs.,12/32/75/74/TIC_159527171_b_3.13030_4875_1.tbl,811,0.6861,2.5394,NASA Exoplanet Archive spectra index
OBSERVED,9c34dce24fff65dd8a57,COCONUTS-2 b,direct imaging,Zhang et al. 2025,2025AJ....169....9Z,,Association of Universities for Research in Astronomy (AURA) 8.1m Gemini South Telescope at Cerro Pachon,FLAMINGOS-2 Spectrograph,,not_provided_by_archive_index,,21/45/82/44/COCONUTS_2_b_3.12783_5519_1.tbl,2001,1.0104,2.4977,NASA Exoplanet Archive spectra index
OBSERVED,589f089fecfc6865b8cd,COCONUTS-2 b,direct imaging,Kiman et al. 2026,2026AJ....171...60K,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec) - G395H,,not_provided_by_archive_index,Figure 1; R~2700,95/33/83/54/COCONUTS_2_b_3.12783_6008_1.tbl,3270,2.8608,5.1424,NASA Exoplanet Archive spectra index
OBSERVED,072e35b1cfeb5dd66568,CoRoT-1 b,eclipse,Gillon et al. 2009,2009A&A...506..359G,,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Yepun at Paranal Observatory,High Acuity Wide-field K-band Imager (HAWK-I),,not_provided_by_archive_index,Table 1,52/88/66/83/CoRoT_1_b_3.10951_2058_1.tbl,1,2.095,2.095,NASA Exoplanet Archive spectra index
OBSERVED,0b2a2149cc2fef1579ac,CoRoT-1 b,eclipse,Rogers et al. 2009,2009ApJ...707.1707R,,Astrophysical Research Consortium (ARC) 3.5m Telescope At Apache Point Observatory (APO),Near-Infrared Camera & Fabry-Perot Spectrometer (NIC-FPS),,not_provided_by_archive_index,Table 3,14/77/50/86/CoRoT_1_b_3.10951_2066_1.tbl,1,2.147,2.147,NASA Exoplanet Archive spectra index
OBSERVED,7aa4c337d9ce312bc49c,CoRoT-1 b,eclipse,Deming et al. 2011,2011ApJ...726...95D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,Table 1,09/39/37/92/CoRoT_1_b_3.10951_4094_1.tbl,2,3.6,4.5,NASA Exoplanet Archive spectra index
OBSERVED,0b3c8b280aa70e1ee2b1,CoRoT-1 b,eclipse,Zhao et al. 2012,2012ApJ...744..122Z,,California Institute of Technology 5.1m (200inch) Hale Telescope at Palomar Observatory,Wide-field InfraRed Camera (WIRC),,not_provided_by_archive_index,,87/47/21/70/CoRoT_1_b_3.10951_4099_1.tbl,1,1.635,1.635,NASA Exoplanet Archive spectra index
OBSERVED,fcf808e97cc98e484a07,CoRoT-1 b,eclipse,Glidic et al. 2022,2022AJ....164...19G,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,,04/73/28/59/CoRoT_1_b_3.10951_5546_1.tbl,10,1.14,1.596,NASA Exoplanet Archive spectra index
OBSERVED,b083797523d6f3711b93,CoRoT-1 b,eclipse,Changeat et al. 2022,2022ApJS..260....3C,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,Figure 2,60/97/64/98/CoRoT_1_b_3.10951_5219_101.tbl,2,3.6,4.5,NASA Exoplanet Archive spectra index
OBSERVED,1502a1df8518a4aee141,CoRoT-1 b,eclipse,Changeat et al. 2022,2022ApJS..260....3C,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,Figure 2,75/84/96/34/CoRoT_1_b_3.10951_5219_100.tbl,18,1.1262,1.6237,NASA Exoplanet Archive spectra index
OBSERVED,51fd832e11a4477ef266,CoRoT-1 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,"AOR = 36785920, date is start time.",27/60/34/54/CoRoT_1_b_3.10951_5869_2.tbl,1,4.5,4.5,NASA Exoplanet Archive spectra index
OBSERVED,2da67613a55fa589d788,CoRoT-1 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,"AOR = 36786176, date is start time.",78/18/29/10/CoRoT_1_b_3.10951_5869_1.tbl,1,3.6,3.6,NASA Exoplanet Archive spectra index
OBSERVED,a708a819564397ec25a1,CoRoT-1 b,transmission,Schlawin et al. 2014,2014ApJ...783....5S,,Infrared Telescope Facility,SpeX and MORIS,,not_provided_by_archive_index,,30/21/22/41/CoRoT_1_b_3.10951_3421_1.tbl,10,0.86,2.312,NASA Exoplanet Archive spectra index
OBSERVED,4e5224cbc4c7a5a7bf45,CoRoT-1 b,transmission,Ranjan et al. 2014,2014ApJ...785..148R,,Hubble Space Telescope satellite,WFC3,,not_provided_by_archive_index,,02/15/51/07/CoRoT_1_b_3.10951_3622_1.tbl,10,1.144,1.59,NASA Exoplanet Archive spectra index
OBSERVED,173c4f5497f285e33a50,CoRoT-1 b,transmission,Glidic et al. 2022,2022AJ....164...19G,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,,18/94/22/47/CoRoT_1_b_3.10951_5546_2.tbl,10,1.14,1.596,NASA Exoplanet Archive spectra index
OBSERVED,8158721621c3afba909f,CoRoT-1 b,transmission,Changeat et al. 2022,2022ApJS..260....3C,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,Figure 2,99/94/71/13/CoRoT_1_b_3.10951_5219_40.tbl,18,1.1262,1.6237,NASA Exoplanet Archive spectra index
OBSERVED,91c2617de9aef3036b90,CoRoT-1 b,transmission,Jiang et al. 2023,2023A&A...675A..62J,,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS,,not_provided_by_archive_index,,92/39/84/15/CoRoT_1_b_3.10951_5312_1.tbl,40,0.53,0.92,NASA Exoplanet Archive spectra index
OBSERVED,23fb7eb31970256c3649,CoRoT-1 b,transmission,Edwards et al. 2023,2023ApJS..269...31E,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,G141,70/45/91/25/CoRoT_1_b_3.10951_5286_40.tbl,25,1.1262,1.6295,NASA Exoplanet Archive spectra index
OBSERVED,c91cf852512be7e9f8ee,CoRoT-2 b,eclipse,Gillon et al. 2010,2010A&A...511A...3G,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,Table 1,66/17/12/99/CoRoT_2_b_3.10954_3283_1.tbl,2,4.5,8,NASA Exoplanet Archive spectra index
OBSERVED,ab041ef488502b9eb502,CoRoT-2 b,eclipse,Alonso et al. 2010,2010AJ....139.1481A,,Isaac Newton Group (ING) 4.2m William Herschel Telescope (WHT) at Observatorio del Roque de los Muchachos,LIRIS,,not_provided_by_archive_index,eclipse depth taken from Abstract,60/73/74/39/CoRoT_2_b_3.10954_4081_1.tbl,1,2.15,2.15,NASA Exoplanet Archive spectra index
OBSERVED,ef5c08945b1914ba0ce7,CoRoT-2 b,eclipse,Deming et al. 2011,2011ApJ...726...95D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,Table 1,28/54/10/44/CoRoT_2_b_3.10954_4094_1.tbl,3,3.6,8,NASA Exoplanet Archive spectra index
OBSERVED,4f2e8666a7094e401691,CoRoT-2 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,"AOR = 57958656, date is start time.",15/97/69/56/CoRoT_2_b_3.10954_5869_6.tbl,1,4.5,4.5,NASA Exoplanet Archive spectra index
OBSERVED,7a2d05842b1e9ddb535a,CoRoT-2 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,"AOR = 57958144, date is start time.",17/00/09/42/CoRoT_2_b_3.10954_5869_5.tbl,1,4.5,4.5,NASA Exoplanet Archive spectra index
OBSERVED,9baeaa524babde17d40d,CoRoT-2 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,"AOR = 31774976, date is start time.",55/38/92/60/CoRoT_2_b_3.10954_5869_3.tbl,1,3.6,3.6,NASA Exoplanet Archive spectra index
OBSERVED,d501961b41e8ae269cba,CoRoT-2 b,eclipse,Deming et al. 2023,2023AJ....165..104D,,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC),,not_provided_by_archive_index,"AOR = 28640000, date is start time.",71/97/73/26/CoRoT_2_b_3.10954_5869_4.tbl,1,4.5,4.5,NASA Exoplanet Archive spectra index
OBSERVED,dfac343b4a704a378847,GJ 1132 b,eclipse,Xue et al. 2024,2024ApJ...973L...8X,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Mid-Infrared Instrument (MIRI) - LRS,,not_provided_by_archive_index,Figure 2,73/98/64/29/GJ_1132_b_3.11819_5472_1.tbl,14,5.25,11.75,NASA Exoplanet Archive spectra index
OBSERVED,4d9caeee26478a2e9fc3,GJ 1132 b,transmission,Southworth et al. 2017,2017AJ....153..191S,,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,GROND,,not_provided_by_archive_index,,30/14/58/15/GJ_1132_b_3.11819_3971_1.tbl,4,0.477,0.9134,NASA Exoplanet Archive spectra index
OBSERVED,01d8146ab01254a2fa22,GJ 1132 b,transmission,Southworth et al. 2017,2017AJ....153..191S,,Carnegie Institution for Science (CIS) 6.5m Landon Clay Telescope at Las Campanas Observatory (LCO),PISCO,,not_provided_by_archive_index,,92/59/94/02/GJ_1132_b_3.11819_3971_2.tbl,2,0.475,0.775,NASA Exoplanet Archive spectra index
OBSERVED,a90576329b53e5270c7b,GJ 1132 b,transmission,Diamond-Lowe et al. 2018,2018AJ....156...42D,,Carnegie Institution for Science (CIS) 6.5m Landon Clay Telescope at Las Campanas Observatory (LCO),LDSS-3C,,not_provided_by_archive_index,,92/45/68/15/GJ_1132_b_3.11819_4179_1.tbl,17,0.71,1.03,NASA Exoplanet Archive spectra index
OBSERVED,e1155b71a754650586a8,GJ 1132 b,transmission,Swain et al. 2021,2021AJ....161..213S,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,,05/45/36/57/GJ_1132_b_3.11819_4749_1.tbl,94,1.13,1.637,NASA Exoplanet Archive spectra index
OBSERVED,9fbdcf631d380617c951,GJ 1132 b,transmission,Mugnai et al. 2021,2021AJ....161..284M,,Hubble Space Telescope satellite,Wide Field Camera 3,,not_provided_by_archive_index,Table 4,77/71/03/31/GJ_1132_b_3.11819_5232_1.tbl,25,1.1263,1.6295,NASA Exoplanet Archive spectra index
OBSERVED,fb7c49bdd4472ff648c9,GJ 1132 b,transmission,Libby-Roberts et al. 2022,2022AJ....164...59L,,Hubble Space Telescope satellite,WFC3,,not_provided_by_archive_index,Table 2,34/13/28/78/GJ_1132_b_3.11819_5230_1.tbl,22,1.161,1.619,NASA Exoplanet Archive spectra index
OBSERVED,7f38283324032035f977,GJ 1132 b,transmission,May et al. 2023,2023ApJ...959L...9M,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec),,not_provided_by_archive_index,Firefly R100 (Visit 1),06/67/32/21/GJ_1132_b_3.11819_5292_5.tbl,60,2.7663,5.1279,NASA Exoplanet Archive spectra index
OBSERVED,e9a7702a19a50c06aeb5,GJ 1132 b,transmission,May et al. 2023,2023ApJ...959L...9M,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec),,not_provided_by_archive_index,Eureka R100 (Visit 1),33/48/32/55/GJ_1132_b_3.11819_5292_1.tbl,60,2.7663,5.1278,NASA Exoplanet Archive spectra index
OBSERVED,88ac6d076720fad7bb0a,GJ 1132 b,transmission,May et al. 2023,2023ApJ...959L...9M,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec),,not_provided_by_archive_index,Exotic-jedi R100 (Visit 2),44/19/78/91/GJ_1132_b_3.11819_5292_4.tbl,59,2.794,5.1279,NASA Exoplanet Archive spectra index
OBSERVED,ccda4f5d938f8a0cb189,GJ 1132 b,transmission,May et al. 2023,2023ApJ...959L...9M,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec),,not_provided_by_archive_index,Exotic-jedi R100 (Visit 1),48/20/81/70/GJ_1132_b_3.11819_5292_3.tbl,59,2.7935,5.1282,NASA Exoplanet Archive spectra index
OBSERVED,2913b30fc874194fd391,GJ 1132 b,transmission,May et al. 2023,2023ApJ...959L...9M,,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,Near Infrared Spectrograph (NIRSpec),,not_provided_by_archive_index,Firefly R100 (Visit 2),53/81/32/91/GJ_1132_b_3.11819_5292_6.tbl,60,2.7666,5.1281,NASA Exoplanet Archive spectra index
