pl_name,hostname,pl_letter,is_control,earth2_rank,earth2_index,rankable,score_earth_similarity,score_conservative_habitability,score_observational_confidence,score_characterisation_potential,rank_earth_similarity,rank_conservative_habitability,rank_observational_confidence,rank_characterisation_potential,esi_global,esi_global_p16,esi_global_p50,esi_global_p84,esi_interior,esi_surface,hz_conservative,hz_optimistic,hz_conservative_prob,hz_optimistic_prob,hz_position_conservative,hz_conservative_clamped,hz_optimistic_clamped,hz_model_extrapolated,hz_teff_in_range,hz_teff_valid_fraction,hz_teff_offset_from_range_k,rocky_plausibility,pl_rade,pl_radeerr1,pl_radeerr2,pl_rade_p16,pl_rade_p50,pl_rade_p84,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,mass_class,pl_dens_used,esi_density_source,pl_vesc_kms,insol_used,insol_source,teq_used,teq_source,teq_albedo_assumed,pl_orbper,pl_orbsmax,pl_orbeccen,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,st_teff,st_rad,st_mass,st_lum,st_met,st_age,st_spectype,sy_dist,ra,dec,sy_vmag,sy_jmag,sy_kmag,sy_gaiamag,sy_tmag,gaia_source_id,gaia_parallax_mas,gaia_parallax_error_mas,gaia_ruwe,gaia_non_single_star,gaia_pmra_masyr,gaia_pmdec_masyr,discoverymethod,disc_year,disc_facility,tran_flag,rv_flag,ttv_flag,pl_controv_flag,sy_snum,sy_pnum,n_references,n_param_sets,rade_rel_spread,composite_parameter_source_count,composite_uses_mixed_sources,default_solution_present,default_solution_parameter_coverage,default_solution_overlap_count,composite_default_median_fractional_difference,n_transmission_points,n_emission_points,has_atmosphere_data,transmission_facilities,emission_facilities,st_nrvc,st_nphot,st_nspec,mc_uncertainty_coverage,mc_params_without_uncertainty,tsm,esm,rv_semi_amplitude_ms,ephemeris_uncertainty_2030_minutes,followup_orbital_separation_au,followup_separation_source,max_angular_separation_mas,reflected_light_contrast_ag0p3,reflected_light_geometric_albedo_assumed,tic_id,hd_name,hip_name
GJ 251 c,GJ 251,c,False,21,0.47388745776777963,True,0.7294199938712038,0.26820183246122764,0.6441593930128359,,105,20,2591,,0.7318907772489276,0.7009319134214497,0.7294199938712038,0.7541566517341918,0.8051893362365405,0.6652647839646465,1.0,1.0,0.99725,0.999,0.7405599405527431,1.0,1.0,False,True,1.0,0.0,0.26894142136999516,1.8,,,1.8,1.8,1.8,3.88,0.79,-0.79,msini_lower_limit,3.66,catalogue,16.42307307283127,0.404,catalogue,202.6564395936115,derived_from_insolation_albedo_0.306,0.306,53.647,0.196,0.0,2458922.0,1.4,-1.4,3342.0,0.36,0.35,-1.80967,0.07,6.8,M3.0 V,5.58057,103.7002499,33.2664632,9.89,6.104,5.275,8.85518,7.64819,,,,,,,,Radial Velocity,2025.0,Multiple Observatories,0,1,0.0,0.0,1.0,2.0,1.0,1.0,,3.0,True,True,0.8333333333333334,10.0,0.0,0,0,False,,,0.0,1.0,2.0,0.8333333333333334,1,,,1.3246093498612097,,0.196,catalogue,35.12186031176027,1.4640001202975229e-08,0.3,TIC 68581262,HD 265866,HIP 33226
Kepler-296 f,Kepler-296,f,False,22,0.46927314391594127,True,0.780759774720713,0.26389615308825165,0.577943661971831,0.54282636874497,61,22,3805,2835,0.7762383800019844,0.7145236674084788,0.780759774720713,0.8316495861575172,0.770270745112171,0.7822522488509663,1.0,1.0,0.99175,1.0,0.4141487946431456,1.0,1.0,False,True,1.0,0.0,0.26609140719763213,1.8,0.31,-0.3,1.50405102817085,1.8029089204118347,2.111151343622107,3.89,,,inferred_mass_radius,3.2,catalogue,16.444223207896172,0.62,catalogue,225.56046929470872,derived_from_insolation_albedo_0.306,0.306,63.33627,0.255,0.33,2454995.6069,0.0071,-0.0072,3740.0,0.48,0.498,-1.50864,-0.08,4.2,M2 V,167.0,286.5400278,49.4372614,16.363,13.391,12.6,15.9015,14.9169,,,,,,,,Transit,2014.0,Kepler,1,0,0.0,0.0,2.0,5.0,12.0,12.0,0.6338028169014086,6.0,True,True,0.6666666666666666,8.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,4.2508825545611115,0.008833724325388691,1.052209223389778,106.74789445342705,0.255,catalogue,1.526946107784431,8.649139349688526e-09,0.3,TIC 243271945,,
Kepler-452 b,Kepler-452,b,False,23,0.4177735821392182,True,0.8522298957831502,0.17657465761446545,0.6108,0.3772216245351503,23,23,3208,3778,0.8788705229113306,0.7987044231101781,0.8522298957831502,0.8944838271240049,0.8538679052490372,0.9046052571997717,0.0,1.0,0.38075,0.99075,-0.09377226134542421,0.0,1.0,False,True,1.0,0.0,0.4637548459999093,1.63,0.23,-0.2,1.425971372176619,1.6290470739818375,1.8547916618926694,3.29,,,inferred_mass_radius,4.17,catalogue,15.892014834018454,1.1,catalogue,260.3234183439401,derived_from_insolation_albedo_0.306,0.306,384.843,1.046,0.0,2455147.985,0.015,-0.019,5757.0,1.11,1.037,0.08448,0.21,6.0,G2,551.727,296.003752,44.2775861,13.54,12.263,11.852,13.4048,12.9154,,,,,,,,Transit,2015.0,Kepler,1,0,0.0,1.0,1.0,1.0,6.0,6.0,0.3599999999999999,5.0,True,True,0.75,9.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,1.3541440742730921,0.0028991504903041684,0.28231828775691836,329.4580276757572,1.046,catalogue,1.8958651651994556,4.215218432389564e-10,0.3,TIC 272174474,,
Kepler-438 b,Kepler-438,b,False,24,0.41095987380649524,True,0.8494899241201382,0.165960455722261,0.6344081632653061,0.2951351114462152,26,24,3008,4023,0.9186002833055589,0.7765889682170106,0.8494899241201382,0.9109115971508258,0.9743042491058214,0.8660810842850004,0.0,1.0,0.1805,0.53275,-0.8294272375777455,0.0,1.0,False,True,1.0,0.0,0.9194485081565708,1.12,0.16,-0.17,0.9463556528978714,1.1130245175035673,1.268156522101464,1.46,,,inferred_mass_radius,5.71,catalogue,12.77150952315348,1.4,catalogue,276.5012353885623,derived_from_insolation_albedo_0.306,0.306,35.23319,0.166,0.03,2455673.0307,0.0044,-0.0032,3748.0,0.52,0.544,-1.357,0.16,4.4,,195.94287175,281.6457236,41.9510686,15.104,12.13,11.199,14.4852,13.4386,,,,,,,,Transit,2015.0,Kepler,1,0,0.0,0.0,1.0,1.0,10.0,10.0,0.1632653061224489,4.0,True,True,0.6666666666666666,8.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,0.7680780150567216,0.02038528990582798,0.4275520841584983,81.26178624273527,0.166,catalogue,0.8471857052896338,7.901837862675713e-09,0.3,TIC 336266673,,
GJ 667 C c,GJ 667 C,c,False,25,0.3958247088026155,True,0.8388913772974781,0.14507521947136012,0.6890875495718831,,33,27,2110,,0.8507275158001794,0.791662258899465,0.8388913772974781,0.8705953126189341,0.8153464584189876,0.8876438950172427,0.0,1.0,0.4845,1.0,-0.010811393398810253,0.0,1.0,False,True,1.0,0.0,0.2994328575260271,1.77,,,1.77,1.77,1.77,3.8,1.5,-1.2,msini_lower_limit,3.77,catalogue,16.390038741366745,0.8774,catalogue,246.01663539084134,derived_from_insolation_albedo_0.306,0.306,28.14,0.125,0.02,,,,3350.0,,0.33,-1.863,-0.55,2.0,M1.5 V,7.24396,259.7510609,-34.9977651,10.602,6.848,6.036,9.38033,8.3617,,,,,,,,Radial Velocity,2013.0,La Silla Observatory,0,1,0.0,0.0,3.0,5.0,4.0,4.0,,3.0,True,True,0.7,7.0,0.0,0,0,False,,,0.0,0.0,2.0,0.8333333333333334,1,,,1.673282910753661,,0.125,catalogue,17.25575513945411,3.480444811216322e-08,0.3,TIC 154385809,,
TRAPPIST-1 e,TRAPPIST-1,e,False,26,0.364301105172804,True,0.8926132043109534,0.08854741274306038,0.9986928104575165,0.7680139355776069,13,29,5,1376,0.8927483147091304,0.8831527671337575,0.8926132043109534,0.9016543186184691,0.9564297243089388,0.8333069677355109,,,1.0,1.0,,1.0,1.0,True,False,0.0915,-34.0,0.9677312868094031,0.92,0.013,-0.012,0.9079441691467594,0.9198287352926428,0.9328371127273208,0.692,0.022,-0.022,measured,4.901605,catalogue,9.701389660204894,0.646,catalogue,227.8889128656409,derived_from_insolation_albedo_0.306,0.306,6.101013,0.02925,0.0051,2457660.3676621,1.43e-05,-1.43e-05,2566.0,0.1192,0.0898,-3.25727,0.052,7.6,M8.0 V,12.42988881,346.6263919,-5.0434618,17.02,11.354,10.296,15.6451,13.8529,,,,,,,,Transit,2017.0,Multiple Observatories,1,0,1.0,0.0,1.0,7.0,5.0,5.0,0.010893246187363844,5.0,True,True,0.75,9.0,0.0,0,0,False,,,0.0,0.0,0.0,1.0,0,20.13918107457656,0.19282519792110903,1.2076647979769581,40.017605298049304,0.02925,catalogue,2.3531988457103505,1.7172445975857092e-07,0.3,TIC 278892590,,
K2-288 B b,K2-288 B,b,False,27,0.3636190968377839,True,0.7163079774002111,0.1550677246366675,0.5503167974633547,,124,26,4649,,0.7295887329427313,0.6372839237538546,0.7163079774002111,0.7843855277581596,0.7797503018162467,0.6826540727167554,1.0,1.0,0.8866264454499748,0.9160382101558572,0.6884442476713917,1.0,1.0,False,True,0.9945,0.0,0.17586359471127586,1.9,0.3,-0.3,1.6000214978907545,1.908925478422117,2.200206990177594,4.27,,,inferred_mass_radius,3.42,catalogue,16.769184848531264,0.4368,catalogue,206.6501498529019,derived_from_insolation_albedo_0.306,0.306,31.393463,0.164,,2457063.402366,0.001162,-0.001107,3341.0,0.32,0.33,-1.93,-0.21,1.0,M3 V,65.6138,55.4442857,18.2684913,13.868,,9.724,14.5451,14.1151,,,,,,,,Transit,2018.0,K2,1,0,0.0,0.0,2.0,1.0,2.0,2.0,0.4126984126984127,3.0,True,True,0.7272727272727273,8.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,,0.0504984669427662,1.8125381734807677,17.270530185168028,0.164,catalogue,2.499474195977066,2.3298488705818875e-08,0.3,TIC 640381384,,
GJ 682 b,GJ 682,b,False,28,0.3567038954358723,True,0.6720658620231069,0.16110894957658534,0.5241593930128359,,188,25,5424,,0.6797375503411729,0.618240399033794,0.6720658620231069,0.7018049257081883,0.7729207133097057,0.5977885304241809,1.0,1.0,1.0,1.0,0.8731962743798507,1.0,1.0,False,True,1.0,0.0,0.16110894957658534,1.93,,,1.93,1.93,1.93,4.4,3.7,-2.4,msini_lower_limit,3.36,catalogue,16.889721901403107,0.3125,catalogue,190.0542442177308,derived_from_insolation_albedo_0.306,0.306,17.478,0.08,0.08,,,,3028.0,0.298255,0.27,-2.69897,,,M3.5 V,5.00671,264.2610245,-44.3232519,10.94,6.544,5.606,9.57025,8.24607,,,,,,,,Radial Velocity,2014.0,Multiple Observatories,0,1,0.0,0.0,1.0,2.0,1.0,1.0,,3.0,True,True,0.5833333333333334,7.0,0.0,0,0,False,,,0.0,1.0,0.0,0.33333333333333337,4,,,2.603669566656727,,0.08,catalogue,15.978556776805528,1.0102826365338796e-07,0.3,TIC 16909043,,HIP 86214
TRAPPIST-1 f,TRAPPIST-1,f,False,29,0.34734913051398336,True,0.8187292264546898,0.08471278394909164,0.9998851674641149,0.7446289404634515,42,31,2,1455,0.819773485861941,0.8097394322640333,0.8187292264546898,0.8270536835869755,0.9686266073993239,0.6937952798205437,,,1.0,1.0,,1.0,1.0,True,False,0.09,-34.0,0.9412531549899071,1.045,0.013,-0.012,1.0331393312516528,1.0452050637206012,1.057751377855889,1.039,0.031,-0.031,measured,5.022904,catalogue,11.153840853433945,0.373,catalogue,198.65169501881294,derived_from_insolation_albedo_0.306,0.306,9.20754,0.03849,0.01007,2457671.3737299,1.57e-05,-1.57e-05,2566.0,0.1192,0.0898,-3.25727,0.052,7.6,M8.0 V,12.42988881,346.6263919,-5.0434618,17.02,11.354,10.296,15.6451,13.8529,,,,,,,,Transit,2017.0,Multiple Observatories,1,0,1.0,0.0,1.0,7.0,5.0,5.0,0.0009569377990431693,5.0,True,True,0.75,9.0,0.0,0,0,False,,,0.0,0.0,0.0,1.0,0,17.135107026378112,0.08891550019236948,1.58084146378323,24.192010563854833,0.03849,catalogue,3.096568327227056,1.2795138864848102e-07,0.3,TIC 278892590,,
TRAPPIST-1 g,TRAPPIST-1,g,False,30,0.3396093670650126,True,0.7490571678504377,0.08744972858399365,0.9835221524652993,0.8292518110033014,88,30,126,1130,0.74922826870018,0.7417776566299432,0.7490571678504377,0.7562112678979633,0.9593362582987971,0.5851368524472386,,,1.0,1.0,,1.0,1.0,True,False,0.09575,-34.0,0.9133130922610303,1.129,0.015,-0.013,1.1162260672482356,1.1290448234404997,1.1439566906093246,1.321,0.038,-0.038,measured,5.055986,catalogue,12.099829560395102,0.252,catalogue,180.10061768983417,derived_from_insolation_albedo_0.306,0.306,12.352446,0.04683,0.00208,2457665.3628439,2.06e-05,-2.06e-05,2566.0,0.1192,0.0898,-3.25727,0.052,7.6,M8.0 V,12.42988881,346.6263919,-5.0434618,17.02,11.354,10.296,15.6451,13.8529,,,,,,,,Transit,2017.0,Multiple Observatories,1,0,1.0,0.0,1.0,7.0,4.0,4.0,0.018600531443755453,5.0,True,True,0.75,9.0,0.0,13,0,True,Hubble Space Telescope satellite,,0.0,0.0,0.0,1.0,0,15.408325098601617,0.04544703947455771,1.822280913679562,30.481934434010185,0.04683,catalogue,3.767531690414212,1.008899282555584e-07,0.3,TIC 278892590,,
Kepler-441 b,Kepler-441,b,False,31,0.33841051047110116,True,0.6486586446838722,0.13063198616112146,0.6241276595744681,0.46970416665302556,231,28,3100,3437,0.6619963445294497,0.5569013461492615,0.6486586446838722,0.7153612443467389,0.8516953107962881,0.5145492227268744,0.0,0.0,0.29,0.379,1.1034246100972507,0.0,0.0,False,True,1.0,0.0,0.45045512469352234,1.64,0.22,-0.24,1.3931250752745103,1.639766395270672,1.8578145161679733,3.33,,,inferred_mass_radius,4.15,catalogue,15.939511512085383,0.21,catalogue,172.0758370433063,derived_from_insolation_albedo_0.306,0.306,207.2482,0.64,0.1,2455667.7764,0.004,-0.0065,4340.0,0.55,0.572,-1.051,-0.57,1.9,,268.003,284.566954,49.0127077,15.567,13.04,12.288,15.135,14.2421,,,,,,,,Transit,2015.0,Kepler,1,0,0.0,0.0,1.0,1.0,9.0,9.0,0.24893617021276596,4.0,True,True,0.75,9.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,2.56514842837992,0.000595672507786481,0.5248318778458251,104.96217192874774,0.64,catalogue,2.388032969780189,1.139819264955738e-09,0.3,TIC 267667567,,
Kepler-1512 b,Kepler-1512,b,False,32,0.2902060934047284,True,0.8663561433047429,0.0761322438485283,0.534,0.2765308482763771,19,32,5167,4082,0.8834013932999353,0.8205009500744079,0.8663561433047429,0.9149466199320891,0.9583929419099907,0.814277722172081,0.0,0.0,0.0855,0.497,-1.1006996873811261,0.0,0.0,False,True,1.0,0.0,0.8904356005675824,1.18,0.07,-0.11,1.0728336709745228,1.1809603434441263,1.2508770790920707,1.76,,,inferred_mass_radius,5.89,catalogue,13.661240760584086,1.6,catalogue,285.8874314637581,derived_from_insolation_albedo_0.306,0.306,20.35972599,0.13693,0.0,2454967.29096,0.0024,-0.0024,4372.0,0.67,0.73,-1.695,0.2,1.78,,162.0,289.2744976,44.4704056,13.451,11.315,10.623,13.2634,12.5517,,,,,,,,Transit,2016.0,Kepler,1,0,0.0,0.0,1.0,1.0,10.0,10.0,1.083064516129032,5.0,True,True,0.4166666666666667,5.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,0.675448971665276,0.01770494626552896,0.508390697578721,31.486911793244882,0.13693,catalogue,0.845246913580247,1.2890656719384447e-08,0.3,TIC 158989438,,
Kepler-705 b,Kepler-705,b,False,33,0.274203671179859,True,0.7732438928478048,0.06733644078792812,0.6073649289099526,0.5572714881020243,65,33,3238,2679,0.7735807995683002,0.7501090530410566,0.7732438928478048,0.7966374808615587,0.729522228808427,0.8203002318903677,1.0,1.0,0.95275,1.0,0.23946702509754,1.0,1.0,False,True,1.0,0.0,0.07067587592540343,2.11,0.1,-0.08,2.0321518524996147,2.115270655283743,2.2127729592524137,5.1,,,inferred_mass_radius,2.98,catalogue,17.39076455345062,0.729,catalogue,234.88049267986872,derived_from_insolation_albedo_0.306,0.306,56.0560538,0.232,0.0,2455034.16561,0.00306,-0.00306,3722.0,0.51,0.53,-1.385,0.07,3.89,,276.881,289.5085612,41.8120234,16.331,13.446,12.536,15.8521,14.7738,,,,,,,,Transit,2016.0,Kepler,1,0,0.0,0.0,1.0,1.0,12.0,12.0,0.38862559241706157,5.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,4.6969340720747255,0.014748598787908674,1.3011577773565044,47.81533975937413,0.232,catalogue,0.8379050928016007,1.4358107008410969e-08,0.3,TIC 122066949,,
GJ 433 d,GJ 433,d,False,34,0.25937296049556136,True,0.7506914173937849,0.06297335605699649,0.5641593930128359,,83,34,4075,,0.7498407437213636,0.7327609802950825,0.7506914173937849,0.7642616016560833,0.7232534658120006,0.7774053876303986,1.0,1.0,1.0,1.0,0.3842119507558288,1.0,1.0,False,True,1.0,0.0,0.06297335605699649,2.14,,,2.14,2.14,2.14,5.223,0.921,-0.921,msini_lower_limit,2.93,catalogue,17.475432834718216,0.6312,catalogue,226.57230070236457,derived_from_insolation_albedo_0.306,0.306,36.059,0.178,0.07,,,,3461.0,0.5,0.48,-1.69897,-0.17,,M2V,9.06456,173.8619194,-32.5436302,9.81,6.471,5.623,8.89138,7.80742,,,,,,,,Radial Velocity,2020.0,Multiple Facilities,0,1,0.0,0.0,1.0,3.0,1.0,1.0,,5.0,True,True,0.5,6.0,0.0,0,0,False,,,1.0,1.0,1.0,0.5,3,,,1.6531213057413126,,0.178,catalogue,19.636915636280193,2.508971840309757e-08,0.3,TIC 57654763,,HIP 56528
Kepler-440 b,Kepler-440,b,False,35,0.25525827052833056,True,0.7933875774414935,0.05430793889068015,0.6206666666666667,0.5572696856623282,55,37,3119,2680,0.8285618324076839,0.7217400160905493,0.7933875774414935,0.8483037237136279,0.7902868505252834,0.8686905389688188,0.0,1.0,0.25375,0.747,-0.4872415288901698,0.0,1.0,False,True,1.0,0.0,0.2140214340519415,1.86,0.24,-0.19,1.669235121185059,1.8601706706287422,2.109832163932408,4.12,,,inferred_mass_radius,3.52,catalogue,16.648187209914,1.2,catalogue,266.0482328763918,derived_from_insolation_albedo_0.306,0.306,101.11141,0.242,0.34,2455756.2986,0.0028,-0.0027,4134.0,0.559,0.575,-1.102,-0.3,1.3,,301.03,285.3500664,41.4523695,15.637,12.96,12.121,15.1058,14.149,,,,,,,,Transit,2015.0,Kepler,1,0,0.0,0.0,1.0,1.0,11.0,11.0,0.27777777777777773,4.0,True,True,0.75,9.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,4.696875591794148,0.022405827170992442,0.8696561516266675,84.03438413982695,0.242,catalogue,0.8039065873833173,1.025423819432435e-08,0.3,TIC 120495880,,
TOI-2094 b,TOI-2094,b,False,36,0.2521432894380242,True,0.8290320349115847,0.052445426019134204,0.5875673183045248,0.8066575808829451,36,38,3651,1231,0.8462785208345653,0.7997609781449082,0.8290320349115847,0.8565299182988717,0.7797503018162467,0.9184829209527053,0.0,1.0,0.28525,0.9985,-0.1712902750783209,0.0,1.0,False,True,1.0,0.0,0.18385775992685086,1.9,0.1,-0.1,1.7985296048791137,1.8980852477615349,1.9950493760843255,4.27,,,inferred_mass_radius,3.42,catalogue,16.769184848531264,0.98,catalogue,252.91325211580423,derived_from_insolation_albedo_0.306,0.306,18.793193,0.136,,2460232.36095,0.00032,-0.00032,3435.0,0.384,0.425,-1.74473,-0.06,,M3 V,50.0248,254.1425333,70.0273157,14.409,10.801,9.97,13.4537,12.2669,,,,,,,,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.1022774056886614,3.0,True,True,0.8181818181818182,9.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,26.301029152216064,0.1237720005025383,1.8168506726126157,3.1699905019416073,0.136,catalogue,2.7186515488317795,3.3879549753011696e-08,0.3,TIC 356016119,,
55 Cnc B c,55 Cnc B,c,False,37,0.2481662121325824,True,0.6994442241389319,0.0552175124345853,0.6441593930128359,,153,35,2591,,0.7044218236489102,0.6480891876534651,0.6994442241389319,0.7390849098586514,0.7184790189547998,0.6906396603685283,1.0,1.0,0.96325,0.9765,0.6474217769869576,1.0,1.0,False,True,1.0,0.0,0.05732417589886873,2.16,,,2.16,2.16,2.16,5.3,1.4,-1.4,msini_lower_limit,2.89,catalogue,17.522088689338293,0.4613,catalogue,209.48885872627955,derived_from_insolation_albedo_0.306,0.306,33.747,0.13,0.0,2455491.8,4.1,-4.2,3286.0,0.274,0.26,-2.10811,0.16,10.0,M4.5 V,12.4773,133.167908,28.3152863,13.152,8.56,7.666,11.6798,10.3334,,,,,,,,Radial Velocity,2025.0,Mauna Kea Observatory,0,1,0.0,0.0,2.0,7.0,1.0,1.0,,3.0,True,True,0.6666666666666666,8.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,,,2.5744853705199326,,0.13,catalogue,10.418920760100342,4.792134983120916e-08,0.3,TIC 332064684,,
TOI-904 c,TOI-904,c,False,38,0.24127267570713448,True,0.7263607098629745,0.054922024278171715,0.5505855671887829,0.7980963977030474,109,36,4635,1267,0.7261578975741226,0.7025098310989263,0.7263607098629745,0.7479221386082956,0.7171524445454616,0.7352764342084638,1.0,1.0,1.0,1.0,0.5354310930036188,1.0,1.0,False,True,1.0,0.0,0.054922024278171715,2.167,0.13,-0.118,2.0577673318370704,2.1690705998380437,2.2959666589041774,5.34,,,inferred_mass_radius,2.88,catalogue,17.559655360310057,0.5449,catalogue,218.39579344455072,derived_from_insolation_albedo_0.306,0.306,83.9997,0.312,,2459386.349,0.003,-0.004,3770.2,0.527,0.557,-1.29243,0.022,1.5,,46.0891,89.3712733,-83.1297264,12.588,9.607,8.766,11.8559,10.846,,,,,,,,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),1,0,0.0,0.0,1.0,2.0,2.0,2.0,0.07712533165317689,4.0,True,True,0.7272727272727273,8.0,0.0,0,0,False,,,0.0,0.0,0.0,0.6666666666666667,2,24.79072301904216,0.04873810846481958,1.1517629894275614,37.73816656913794,0.312,catalogue,6.7694964753054405,8.37369001074974e-09,0.3,TIC 261257684,,
HN Lib b,HN Lib,b,False,39,0.23496861686553666,True,0.7119409470859415,0.04742587317756677,0.6441593930128359,,133,41,2591,,0.7113175161815268,0.6984164359778999,0.7119409470859415,0.7236137041352861,0.7097469013707846,0.712891606640953,1.0,1.0,1.0,1.0,0.5835709289389517,1.0,1.0,False,True,1.0,0.0,0.04742587317756677,2.2,,,2.2,2.2,2.2,5.46,0.75,-0.75,msini_lower_limit,2.82,catalogue,17.622186611820286,0.503,catalogue,214.07061827546394,derived_from_insolation_albedo_0.306,0.306,36.116,0.1417,0.079,2457436.3,1.4,-1.4,3347.0,0.299,0.291,-1.99542,-0.18,4.4,M4.0 V,6.24442,218.5684823,-12.5170062,11.311,6.838,5.939,9.87882,8.56822,,,,,,,,Radial Velocity,2023.0,Calar Alto Observatory,0,1,0.0,0.0,1.0,1.0,1.0,1.0,,3.0,True,True,0.8333333333333334,10.0,0.0,0,0,False,,,0.0,1.0,0.0,0.8333333333333334,1,,,2.4128675856610555,,0.1417,catalogue,22.692259649414996,4.18421417163413e-08,0.3,TIC 294401924,,HIP 71253
TOI-2257 b,TOI-2257,b,False,40,0.23367213019178276,True,0.7517259566898112,0.048781164557439194,0.5581370378588805,0.8346625806074265,80,40,4344,1102,0.751486595364392,0.7304265887817605,0.7517259566898112,0.773469338707837,0.7119031532277966,0.7932709673385321,1.0,1.0,1.0,1.0,0.32087963595117935,1.0,1.0,False,True,1.0,0.0,0.048781164557439194,2.194,0.113,-0.111,2.0849013337974256,2.194079976156072,2.304052384607707,5.45,,,inferred_mass_radius,2.84,catalogue,17.630099140832648,0.6703,catalogue,230.0024022293183,derived_from_insolation_albedo_0.306,0.306,35.189346,0.145,0.496,2459007.97949,0.00108,-0.00105,3430.0,0.313,0.328,-1.86713,-0.27,,M3,57.7911,194.7396141,77.6617157,15.211,11.47,10.673,14.1615,12.9672,,,,,,,,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.014196409402364633,4.0,True,True,0.75,9.0,0.0,0,0,False,,,0.0,0.0,0.0,0.6666666666666667,2,31.914477736289964,0.09608780710098798,2.5751800624543617,12.924310859771209,0.145,catalogue,2.5090368586166383,3.974161272570265e-08,0.3,TIC 198485881,,
Kepler-22 b,Kepler-22,b,False,41,0.23324134057318233,True,0.8490859654303954,0.03896811583843633,0.6691981566820278,0.623858348316904,27,44,2243,2107,0.8621561399567693,0.8324943133922944,0.8490859654303954,0.8605832012729654,0.8686487000447295,0.8557121073535029,1.0,1.0,0.51025,1.0,0.004615074522474673,1.0,1.0,False,True,1.0,0.0,0.07637063368630345,2.1,0.12,-0.12,1.9775943201835289,2.0985425252033023,2.220621815368893,9.1,,,upper_limit,5.2,catalogue,23.28551587002816,1.013,catalogue,255.01599943311678,derived_from_insolation_albedo_0.306,0.306,289.863876,0.812,0.72,2454966.7001,0.0068,-0.0068,5596.0,0.869,0.857,-0.19024,-0.255,7.0,G5 V,194.642,289.2172051,47.8841427,11.751,10.523,10.152,11.6444,11.1894,,,,,,,,Transit,2011.0,Kepler,1,0,0.0,0.0,1.0,1.0,11.0,11.0,0.15668202764976952,3.0,True,True,1.0,12.0,0.0,2,0,True,"Spitzer Space Telescope satellite, The Kepler Mission",,0.0,0.0,0.0,0.8333333333333334,1,3.728851129486544,0.015633687451309622,1.404310835923419,9.804088961163092,0.812,catalogue,4.171761490325829,1.1610068334107385e-09,0.3,TIC 158984573,,
Kepler-174 d,Kepler-174,d,False,42,0.2316763560374511,True,0.7205441874305148,0.05009248018101259,0.5484864864864866,0.5390054858591261,119,39,4726,2870,0.719628004143932,0.6961639506605094,0.7205441874305148,0.7456516848599019,0.7121574497946254,0.7271769248464967,1.0,1.0,1.0,1.0,0.6423894964972057,1.0,1.0,False,True,1.0,0.0,0.05009248018101259,2.19,0.13,-0.13,2.0561824590128452,2.188498746331832,2.3194188577126247,5.43,,,inferred_mass_radius,2.84,catalogue,17.613784248753696,0.53,catalogue,216.88725615606342,derived_from_insolation_albedo_0.306,0.306,247.35373,0.677,0.0,2455197.15875,0.00346,-0.00346,4880.0,0.622,0.602,-0.5704,-0.56,4.9,,384.757,287.4389454,43.8320052,14.53,12.791,12.184,14.2858,13.6906,,,,,,,,Transit,2014.0,Kepler,1,0,0.0,0.0,1.0,3.0,13.0,13.0,0.21261261261261258,9.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.5,3,4.140153636232172,0.005109397849339996,0.7758559188553708,86.58666835027205,0.677,catalogue,1.7595521329046644,1.816431970648766e-09,0.3,TIC 158434144,,
