label,pl_name,hostname,hpic_star_name,gaia_dr3_id,tss25_tier,mass_class,draws,scenario,status,diameter_m,wavelength_nm,iwa_lambda_over_d,iwa_mas,contrast_floor,geometric_albedo_prior,argument_periapsis_treatment,mean_anomaly_treatment,eccentricity_treatment,inclination_treatment,minimum_mass_earth,true_mass_scenario_p16,true_mass_scenario_p50,true_mass_scenario_p84,mass_inclination_treatment,separation_mas_p16,separation_mas_p50,separation_mas_p84,contrast_p16,contrast_p50,contrast_p84,p_observable
FORECAST,14 Her b,14 Her,TIC 219483057,1385293808145621504,2,measured,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,105.641224,156.7290364,195.6072453,8.436163911e-10,2.288399037e-09,6.035877995e-09,0.99609375
FORECAST,14 Her b,14 Her,TIC 219483057,1385293808145621504,2,measured,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,105.641224,156.7290364,195.6072453,8.436163911e-10,2.288399037e-09,6.035877995e-09,0.99609375
FORECAST,14 Her b,14 Her,TIC 219483057,1385293808145621504,2,measured,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,105.641224,156.7290364,195.6072453,8.436163911e-10,2.288399037e-09,6.035877995e-09,0.982421875
FORECAST,16 Cyg B b,16 Cyg B,TIC 27533327,2135550755683407232,2,msini_lower_limit,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,565.7374,575.1178666,648.8798836,1009.074197,M_sin_i retained; true-mass distribution uses the same inclination draws,34.48059509,80.10307199,117.7361417,9.71075802e-10,5.508646161e-09,2.060584151e-08,0.732421875
FORECAST,16 Cyg B b,16 Cyg B,TIC 27533327,2135550755683407232,2,msini_lower_limit,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,565.7374,575.1178666,648.8798836,1009.074197,M_sin_i retained; true-mass distribution uses the same inclination draws,34.48059509,80.10307199,117.7361417,9.71075802e-10,5.508646161e-09,2.060584151e-08,0.814453125
FORECAST,16 Cyg B b,16 Cyg B,TIC 27533327,2135550755683407232,2,msini_lower_limit,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,565.7374,575.1178666,648.8798836,1009.074197,M_sin_i retained; true-mass distribution uses the same inclination draws,34.48059509,80.10307199,117.7361417,9.71075802e-10,5.508646161e-09,2.060584151e-08,0.52734375
FORECAST,47 UMa b,47 UMa,TIC 21535479,777254360337133312,1,msini_lower_limit,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,804.08,815.1684015,944.2816704,1626.990677,M_sin_i retained; true-mass distribution uses the same inclination draws,82.504191,132.4669438,149.5060609,8.604887214e-10,5.25793014e-09,1.260250107e-08,0.919921875
FORECAST,47 UMa b,47 UMa,TIC 21535479,777254360337133312,1,msini_lower_limit,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,804.08,815.1684015,944.2816704,1626.990677,M_sin_i retained; true-mass distribution uses the same inclination draws,82.504191,132.4669438,149.5060609,8.604887214e-10,5.25793014e-09,1.260250107e-08,0.93359375
FORECAST,47 UMa b,47 UMa,TIC 21535479,777254360337133312,1,msini_lower_limit,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,804.08,815.1684015,944.2816704,1626.990677,M_sin_i retained; true-mass distribution uses the same inclination draws,82.504191,132.4669438,149.5060609,8.604887214e-10,5.25793014e-09,1.260250107e-08,0.865234375
FORECAST,47 UMa c,47 UMa,TIC 21535479,777254360337133312,1,msini_lower_limit,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,171.621,173.8040279,197.8564855,306.1813582,M_sin_i retained; true-mass distribution uses the same inclination draws,142.1084459,225.1794136,258.5088543,4.464904746e-10,2.144064388e-09,5.083496542e-09,0.921875
FORECAST,47 UMa c,47 UMa,TIC 21535479,777254360337133312,1,msini_lower_limit,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,171.621,173.8040279,197.8564855,306.1813582,M_sin_i retained; true-mass distribution uses the same inclination draws,142.1084459,225.1794136,258.5088543,4.464904746e-10,2.144064388e-09,5.083496542e-09,0.927734375
FORECAST,47 UMa c,47 UMa,TIC 21535479,777254360337133312,1,msini_lower_limit,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,171.621,173.8040279,197.8564855,306.1813582,M_sin_i retained; true-mass distribution uses the same inclination draws,142.1084459,225.1794136,258.5088543,4.464904746e-10,2.144064388e-09,5.083496542e-09,0.91015625
FORECAST,47 UMa d,47 UMa,TIC 21535479,777254360337133312,1,msini_lower_limit,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,521.22,528.0346751,593.4413379,974.3450205,M_sin_i retained; true-mass distribution uses the same inclination draws,381.1571058,670.4798204,897.4433723,2.87117469e-11,1.744892782e-10,6.178092517e-10,0.65234375
FORECAST,47 UMa d,47 UMa,TIC 21535479,777254360337133312,1,msini_lower_limit,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,521.22,528.0346751,593.4413379,974.3450205,M_sin_i retained; true-mass distribution uses the same inclination draws,381.1571058,670.4798204,897.4433723,2.87117469e-11,1.744892782e-10,6.178092517e-10,0.65234375
FORECAST,47 UMa d,47 UMa,TIC 21535479,777254360337133312,1,msini_lower_limit,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,521.22,528.0346751,593.4413379,974.3450205,M_sin_i retained; true-mass distribution uses the same inclination draws,381.1571058,670.4798204,897.4433723,2.87117469e-11,1.744892782e-10,6.178092517e-10,0.646484375
FORECAST,51 Eri b,51 Eri,TIC 298810162,3205095125321700480,2,upper_limit,512,analytic_6m_500nm_3lambda_d,undetermined_missing_distance_semimajor_axis_or_radius,,,,51.56620156,1e-10,,,,,,,,,,,,,,,,,
FORECAST,51 Eri b,51 Eri,TIC 298810162,3205095125321700480,2,upper_limit,512,analytic_8m_500nm_3lambda_d,undetermined_missing_distance_semimajor_axis_or_radius,,,,38.67465117,1e-10,,,,,,,,,,,,,,,,,
FORECAST,51 Eri b,51 Eri,TIC 298810162,3205095125321700480,2,upper_limit,512,analytic_6m_750nm_3lambda_d,undetermined_missing_distance_semimajor_axis_or_radius,,,,77.34930234,1e-10,,,,,,,,,,,,,,,,,
FORECAST,51 Peg b,51 Peg,TIC 139298196,2835207319109249920,2,measured,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,2.320756013,2.876670228,3.292187452,1.949130288e-06,8.80497163e-06,2.307388749e-05,0
FORECAST,51 Peg b,51 Peg,TIC 139298196,2835207319109249920,2,measured,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,2.320756013,2.876670228,3.292187452,1.949130288e-06,8.80497163e-06,2.307388749e-05,0
FORECAST,51 Peg b,51 Peg,TIC 139298196,2835207319109249920,2,measured,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,2.320756013,2.876670228,3.292187452,1.949130288e-06,8.80497163e-06,2.307388749e-05,0
FORECAST,55 Cnc b,55 Cnc,TIC 332064670,704967037090946688,1,measured,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,4.510296325,7.760504279,9.1449736,2.06594959e-07,1.597289979e-06,4.792027351e-06,0
FORECAST,55 Cnc b,55 Cnc,TIC 332064670,704967037090946688,1,measured,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,4.510296325,7.760504279,9.1449736,2.06594959e-07,1.597289979e-06,4.792027351e-06,0
FORECAST,55 Cnc b,55 Cnc,TIC 332064670,704967037090946688,1,measured,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,4.510296325,7.760504279,9.1449736,2.06594959e-07,1.597289979e-06,4.792027351e-06,0
FORECAST,55 Cnc c,55 Cnc,TIC 332064670,704967037090946688,1,measured,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,8.425212821,15.33835182,19.57049443,1.423959569e-08,1.380272612e-07,4.055989827e-07,0
FORECAST,55 Cnc c,55 Cnc,TIC 332064670,704967037090946688,1,measured,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,8.425212821,15.33835182,19.57049443,1.423959569e-08,1.380272612e-07,4.055989827e-07,0
FORECAST,55 Cnc c,55 Cnc,TIC 332064670,704967037090946688,1,measured,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,8.425212821,15.33835182,19.57049443,1.423959569e-08,1.380272612e-07,4.055989827e-07,0
FORECAST,55 Cnc d,55 Cnc,TIC 332064670,704967037090946688,1,measured,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,201.7511187,354.4472403,440.191951,7.028193281e-11,6.602374527e-10,2.002974505e-09,0.796875
FORECAST,55 Cnc d,55 Cnc,TIC 332064670,704967037090946688,1,measured,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,201.7511187,354.4472403,440.191951,7.028193281e-11,6.602374527e-10,2.002974505e-09,0.798828125
FORECAST,55 Cnc d,55 Cnc,TIC 332064670,704967037090946688,1,measured,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,201.7511187,354.4472403,440.191951,7.028193281e-11,6.602374527e-10,2.002974505e-09,0.79296875
FORECAST,55 Cnc e,55 Cnc,TIC 332064670,704967037090946688,1,measured,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,0.2878999351,0.8630640405,1.172103245,8.548640658e-08,2.135058707e-06,6.061970965e-06,0
FORECAST,55 Cnc e,55 Cnc,TIC 332064670,704967037090946688,1,measured,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,0.2878999351,0.8630640405,1.172103245,8.548640658e-08,2.135058707e-06,6.061970965e-06,0
FORECAST,55 Cnc e,55 Cnc,TIC 332064670,704967037090946688,1,measured,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,0.2878999351,0.8630640405,1.172103245,8.548640658e-08,2.135058707e-06,6.061970965e-06,0
FORECAST,55 Cnc f,55 Cnc,TIC 332064670,704967037090946688,1,measured,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,28.09845894,51.58474327,61.97026099,1.515352456e-09,1.319761599e-08,3.254316293e-08,0.501953125
FORECAST,55 Cnc f,55 Cnc,TIC 332064670,704967037090946688,1,measured,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,28.09845894,51.58474327,61.97026099,1.515352456e-09,1.319761599e-08,3.254316293e-08,0.681640625
FORECAST,55 Cnc f,55 Cnc,TIC 332064670,704967037090946688,1,measured,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,28.09845894,51.58474327,61.97026099,1.515352456e-09,1.319761599e-08,3.254316293e-08,0
FORECAST,61 Vir b,61 Vir,TIC 422478973,3507879565090229888,1,msini_lower_limit,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,5.1,5.175928342,5.789496625,9.339238562,M_sin_i retained; true-mass distribution uses the same inclination draws,3.295156626,5.016302857,5.977503697,4.545520799e-08,2.409295828e-07,5.802742103e-07,0
FORECAST,61 Vir b,61 Vir,TIC 422478973,3507879565090229888,1,msini_lower_limit,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,5.1,5.175928342,5.789496625,9.339238562,M_sin_i retained; true-mass distribution uses the same inclination draws,3.295156626,5.016302857,5.977503697,4.545520799e-08,2.409295828e-07,5.802742103e-07,0
FORECAST,61 Vir b,61 Vir,TIC 422478973,3507879565090229888,1,msini_lower_limit,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,5.1,5.175928342,5.789496625,9.339238562,M_sin_i retained; true-mass distribution uses the same inclination draws,3.295156626,5.016302857,5.977503697,4.545520799e-08,2.409295828e-07,5.802742103e-07,0
FORECAST,61 Vir c,61 Vir,TIC 422478973,3507879565090229888,1,msini_lower_limit,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,18.2,18.47683968,20.82435073,31.21338289,M_sin_i retained; true-mass distribution uses the same inclination draws,13.02932307,21.20695291,25.53036729,9.354970064e-09,5.740958714e-08,1.460907877e-07,0
FORECAST,61 Vir c,61 Vir,TIC 422478973,3507879565090229888,1,msini_lower_limit,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,18.2,18.47683968,20.82435073,31.21338289,M_sin_i retained; true-mass distribution uses the same inclination draws,13.02932307,21.20695291,25.53036729,9.354970064e-09,5.740958714e-08,1.460907877e-07,0
FORECAST,61 Vir c,61 Vir,TIC 422478973,3507879565090229888,1,msini_lower_limit,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,18.2,18.47683968,20.82435073,31.21338289,M_sin_i retained; true-mass distribution uses the same inclination draws,13.02932307,21.20695291,25.53036729,9.354970064e-09,5.740958714e-08,1.460907877e-07,0
FORECAST,61 Vir d,61 Vir,TIC 422478973,3507879565090229888,1,msini_lower_limit,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,22.9,23.13851401,26.74044552,45.85327111,M_sin_i retained; true-mass distribution uses the same inclination draws,29.91571313,48.58306515,66.94199905,2.120347959e-09,1.250246953e-08,3.587338902e-08,0.455078125
FORECAST,61 Vir d,61 Vir,TIC 422478973,3507879565090229888,1,msini_lower_limit,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,22.9,23.13851401,26.74044552,45.85327111,M_sin_i retained; true-mass distribution uses the same inclination draws,29.91571313,48.58306515,66.94199905,2.120347959e-09,1.250246953e-08,3.587338902e-08,0.6953125
FORECAST,61 Vir d,61 Vir,TIC 422478973,3507879565090229888,1,msini_lower_limit,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,SCENARIO_isotropic_missing_catalogue_inclination,22.9,23.13851401,26.74044552,45.85327111,M_sin_i retained; true-mass distribution uses the same inclination draws,29.91571313,48.58306515,66.94199905,2.120347959e-09,1.250246953e-08,3.587338902e-08,0.01953125
FORECAST,7 CMa b,7 CMa,TIC 48237215,2939555954755196160,3,msini_deprojected,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,19.38272076,61.63606284,82.99330699,1.549739124e-10,6.410154846e-09,2.058287623e-08,0.6015625
FORECAST,7 CMa b,7 CMa,TIC 48237215,2939555954755196160,3,msini_deprojected,512,analytic_8m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,8,500,3,38.67465117,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,19.38272076,61.63606284,82.99330699,1.549739124e-10,6.410154846e-09,2.058287623e-08,0.693359375
FORECAST,7 CMa b,7 CMa,TIC 48237215,2939555954755196160,3,msini_deprojected,512,analytic_6m_750nm_3lambda_d,catalogue_conditioned_scenario_probability,6,750,3,77.34930234,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,19.38272076,61.63606284,82.99330699,1.549739124e-10,6.410154846e-09,2.058287623e-08,0.291015625
FORECAST,7 CMa c,7 CMa,TIC 48237215,2939555954755196160,3,msini_deprojected,512,analytic_6m_500nm_3lambda_d,catalogue_conditioned_scenario_probability,6,500,3,51.56620156,1e-10,SCENARIO_uniform_0.1_0.4,SCENARIO_uniform_0_2pi_not_in_source,SCENARIO_uniform_0_2pi_unknown_epoch,catalogue_value_with_asymmetric_uncertainty_when_available,catalogue_value_with_asymmetric_uncertainty_when_available,,,,,not_applicable,24.13032819,74.14638618,100.3032676,2.498431866e-10,5.014101854e-09,1.648866923e-08,0.68359375
