period_days,planet_radius_earth,target_stars,mean_transit_geometry,mean_phase_window,mean_pipeline_including_window,mean_vetting_given_recovered,mean_pipeline_and_vetting,mean_total_selection,effective_stars,fraction_impact_target_evaluations_below_mes_training,fraction_impact_target_evaluations_above_mes_training,label
177.406694617,0.5,114105,0.0071250966174,0.926004353283,0.000130003901579,0.0223046399809,0.000103110237203,6.35095361091e-07,0.0724675561773,0.000144680541314,0,MODEL-INFERRED
199.053585277,0.5,114105,0.0065986854171,0.919767369993,9.81612156415e-05,0.0187189046041,7.61196931569e-05,4.31359972336e-07,0.0492203296434,0.000150951568487,0,MODEL-INFERRED
223.341796075,0.5,114105,0.00611116614581,0.909806396412,7.22845941266e-05,0.0154886225788,5.44586855407e-05,2.83901528805e-07,0.0323945839443,0.000172215634135,0,MODEL-INFERRED
250.593616814,0.5,114105,0.00565966541834,0.895237874828,5.17802415207e-05,0.0126408605219,3.7606468463e-05,1.80282867139e-07,0.0205711765549,0.000178465738033,0,MODEL-INFERRED
281.170662595,0.5,114105,0.00524152213887,0.872007338015,3.60344198784e-05,0.0101687521464,2.49849276929e-05,1.10079222647e-07,0.0125605897001,0.000204468295988,0,MODEL-INFERRED
315.47867224,0.5,114105,0.00485427181671,0.831351860655,2.43588450306e-05,0.00805019798037,1.59282343374e-05,6.44448232838e-08,0.00735347656079,0.000215930307015,0,MODEL-INFERRED
353.972892192,0.5,114105,0.00449563204088,0.781185292645,1.59940051113e-05,0.00628873130148,9.72873632289e-06,3.61193359536e-08,0.00412139682898,0.000234475296212,0,MODEL-INFERRED
397.164117362,0.5,114105,0.00416348902784,0.689755418902,1.02163041427e-05,0.00483137957434,5.68167445466e-06,1.93425332972e-08,0.00220707976188,0.00025845843831,0,MODEL-INFERRED
445.625469067,0.5,114105,0.00385588516304,0.586629428192,6.37318307449e-06,0.00365984255389,3.18179389768e-06,9.92623821628e-09,0.00113263341167,0.000275527870327,0,MODEL-INFERRED
500,0.5,114105,0.003571007463,0.467805678071,3.89043187958e-06,0.00273055054185,1.70719707061e-06,4.87894221997e-09,0.00055671170201,0.000302773947552,0,MODEL-INFERRED
50,0.545253866333,114105,0.016575148365,0.980213829473,0.00193929537954,0.0828994631286,0.0016291612859,2.52919216242e-05,2.88593471693,5.17084262814e-05,0,MODEL-INFERRED
56.1009227151,0.545253866333,114105,0.0153505553224,0.977072046797,0.00172139452999,0.0813942483676,0.00145193553815,2.07760169741e-05,2.37064741683,5.42012569588e-05,0,MODEL-INFERRED
62.9462705897,0.545253866333,114105,0.0142164367712,0.971480327749,0.00151014689538,0.0789420283124,0.00127711204455,1.683826208e-05,1.92132989463,5.8374967316e-05,0,MODEL-INFERRED
70.6268772311,0.545253866333,114105,0.0131661083411,0.964097511939,0.00130841724806,0.0755644135078,0.00110790268108,1.34554182478e-05,1.53533049917,6.04722841316e-05,0,MODEL-INFERRED
79.2446596231,0.545253866333,114105,0.0121933795112,0.955269097857,0.00111872876021,0.0713709853153,0.000947193037231,1.05946181286e-05,1.20889890157,6.25486776731e-05,0,MODEL-INFERRED
88.9139705019,0.545253866333,114105,0.0112925171245,0.946455578881,0.000944528708852,0.0665764722747,0.000798639186437,8.22663644717e-06,0.938700351805,6.56841912595e-05,0,MODEL-INFERRED
99.7631157484,0.545253866333,114105,0.0104582115968,0.941663514956,0.000788614054975,0.0613165537581,0.000665125967544,6.3094078066e-06,0.719934977773,6.98579016167e-05,0,MODEL-INFERRED
111.936056928,0.545253866333,114105,0.00968554562249,0.937980127602,0.000651700073608,0.0557579574399,0.000547615341796,4.7835911556e-06,0.54583166881,7.08960983875e-05,0,MODEL-INFERRED
125.594321575,0.545253866333,114105,0.00896996519314,0.935844124974,0.000533092302979,0.0495496329708,0.000444789954528,3.57751770834e-06,0.40821265811,7.54653226064e-05,0,MODEL-INFERRED
