draw,estimand,unsupported_reliability_scenario,integrated_rate,alpha,beta,imputed_valid_candidate_count,shape_weighted_effective_stars,label,gamma_earth_per_dlnp_dlnr,full_model_projected_hsu_box_rate,full_model_projected_bryson_earth_box_rate
0,full_fixed_box,lower,0.660948250169,0.3,-0.75,58,74.8128565797,MODEL-INFERRED,0.249570542227,0.123016038928,0.0415938485121
1,full_fixed_box,lower,0.452313850126,0,-0.15,57,120.341067645,MODEL-INFERRED,0.141444659595,0.0725819927248,0.0233286776118
2,full_fixed_box,lower,3.10560647871,0.9,-2.55,47,15.8379530091,MODEL-INFERRED,1.08105333077,0.527985385975,0.193180165354
3,full_fixed_box,lower,2.36509512977,0.75,-2.25,62,22.8737508514,MODEL-INFERRED,0.843641010712,0.409269001189,0.148590469839
4,full_fixed_box,lower,0.668230998557,0.3,-0.3,50,90.6525319188,MODEL-INFERRED,0.261948279194,0.131339697721,0.0431179346549
5,full_fixed_box,lower,0.685147382406,0.3,-0.45,57,87.2872052088,MODEL-INFERRED,0.26618206779,0.132586638291,0.0439830558906
6,full_fixed_box,lower,0.496326620357,0,-0.45,58,103.361962157,MODEL-INFERRED,0.152994884925,0.0774122862305,0.0254199750223
7,full_fixed_box,lower,0.783450498501,0.75,-0.3,52,70.8320579468,MODEL-INFERRED,0.404431009238,0.199616699202,0.0661762700824
8,full_fixed_box,lower,1.02840829508,0,-2.1,57,40.9572378659,MODEL-INFERRED,0.231367867912,0.115388338815,0.0409134780195
9,full_fixed_box,lower,0.193905669142,-0.3,1.2,51,232.788647938,MODEL-INFERRED,0.0413867556929,0.0241274136073,0.00675046418781
10,full_fixed_box,lower,2.42970379876,0.9,-2.4,46,17.712401583,MODEL-INFERRED,0.88941603031,0.432072894023,0.157658738251
11,full_fixed_box,lower,1.11760975978,0.15,-1.65,57,47.9187244471,MODEL-INFERRED,0.320436971303,0.157474077589,0.0553455126307
12,full_fixed_box,lower,0.494394805009,0.3,-0.3,56,92.1455428797,MODEL-INFERRED,0.193804041857,0.0971724813497,0.0319010685558
13,full_fixed_box,lower,0.988978843094,0.6,-0.6,60,65.6474338436,MODEL-INFERRED,0.460081124966,0.225259558756,0.0760120248514
14,full_fixed_box,lower,1.25772452893,0.6,-1.65,50,36.1830795332,MODEL-INFERRED,0.488447747013,0.235560979758,0.083786192494
15,full_fixed_box,lower,0.713687625868,-0.15,-1.8,47,51.4850799348,MODEL-INFERRED,0.153246581616,0.0767600862595,0.0268069047798
16,full_fixed_box,lower,0.768834573551,0.6,-0.3,59,76.497627083,MODEL-INFERRED,0.365429022035,0.181126310279,0.0598947647265
17,full_fixed_box,lower,0.868714883111,0.15,-1.35,52,59.5072612775,MODEL-INFERRED,0.266419548256,0.13092406513,0.0454554157549
18,full_fixed_box,lower,1.09507552832,0.15,-1.5,52,52.2970585913,MODEL-INFERRED,0.32520191859,0.159745103978,0.0558170726677
19,full_fixed_box,lower,0.299293284966,-0.3,-0.15,52,140.525331318,MODEL-INFERRED,0.0713767811338,0.0373616375929,0.0118518883936
20,full_fixed_box,lower,0.671866730943,0.3,-1.05,53,65.0547890634,MODEL-INFERRED,0.243226890639,0.119061387991,0.0409363868738
21,full_fixed_box,lower,0.988379866908,0.3,-1.5,50,45.3281994802,MODEL-INFERRED,0.327892787342,0.159892121622,0.0561328304151
22,full_fixed_box,lower,0.691113490528,0.3,-0.6,57,82.9815732049,MODEL-INFERRED,0.265164625808,0.13133072971,0.0439966940483
23,full_fixed_box,lower,0.487321072716,0.15,-0.6,51,87.5856792414,MODEL-INFERRED,0.167371866657,0.0835050010742,0.0278429852059
24,full_fixed_box,lower,0.300983590312,-0.15,0.6,47,175.072421408,MODEL-INFERRED,0.0804125844553,0.0438293343615,0.0131334677595
25,full_fixed_box,lower,1.23349703362,0.15,-1.8,59,43.229808819,MODEL-INFERRED,0.340491915248,0.167545260809,0.0591974998716
26,full_fixed_box,lower,1.4680547042,0.75,-1.8,57,30.2139320396,MODEL-INFERRED,0.596147650062,0.28666316034,0.102763042977
27,full_fixed_box,lower,2.47420582857,0.6,-2.25,56,25.2457249404,MODEL-INFERRED,0.812609958135,0.395876197549,0.143365086907
28,full_fixed_box,lower,0.906934505251,0.9,-0.6,58,55.864233667,MODEL-INFERRED,0.493410358225,0.239801380683,0.0812705914739
29,full_fixed_box,lower,0.874585656398,0.75,-0.9,53,52.444126681,MODEL-INFERRED,0.426528843953,0.206154300062,0.0710009572681
30,full_fixed_box,lower,1.71981724428,0.3,-1.95,51,36.0090210083,MODEL-INFERRED,0.509201817957,0.249262797392,0.0889088043304
31,full_fixed_box,lower,0.56416964165,0.75,0.15,53,88.8054547192,MODEL-INFERRED,0.292809919433,0.148204345808,0.0474519290323
32,full_fixed_box,lower,0.755308108814,-0.15,-1.2,50,74.1387589258,MODEL-INFERRED,0.185516329096,0.092919837527,0.0316663845031
33,full_fixed_box,lower,0.436621516436,-0.45,-0.9,52,106.142310905,MODEL-INFERRED,0.0842045466962,0.0433350117515,0.01432909423
34,full_fixed_box,lower,0.295782988741,-0.3,0.45,57,179.760282589,MODEL-INFERRED,0.069533782122,0.0378420000545,0.0114193962532
35,full_fixed_box,lower,0.839008819155,0.75,-0.6,49,59.9454381587,MODEL-INFERRED,0.423912962299,0.206680463731,0.0699192227834
36,full_fixed_box,lower,0.260456742652,0,0.6,53,160.848821194,MODEL-INFERRED,0.0792896264192,0.0428125083326,0.0129084819409
37,full_fixed_box,lower,0.330820577134,0,0.75,54,175.411263194,MODEL-INFERRED,0.0991135269979,0.0542097939612,0.0161088204638
38,full_fixed_box,lower,0.737202589733,0.3,-0.3,57,88.7708156275,MODEL-INFERRED,0.288985321266,0.144895949909,0.0475683605821
39,full_fixed_box,lower,0.703419007697,0.6,-0.15,62,81.2705546792,MODEL-INFERRED,0.336145589108,0.167863306659,0.0549013228087
40,full_fixed_box,lower,0.570218568682,-0.15,-0.9,57,87.2765459152,MODEL-INFERRED,0.147047769844,0.0740336301303,0.0248397372248
41,full_fixed_box,lower,1.33990008907,0,-2.25,54,36.4183712112,MODEL-INFERRED,0.287973206186,0.144159513313,0.0513052158145
42,full_fixed_box,lower,1.34401208822,0.3,-1.8,53,39.675029602,MODEL-INFERRED,0.414448734407,0.20244959194,0.0718684865847
43,full_fixed_box,lower,0.861727320807,0.3,-0.9,65,65.7556201292,MODEL-INFERRED,0.319133182455,0.156690979458,0.0534407228421
44,full_fixed_box,lower,0.721800510941,0.15,-0.75,55,82.5465801584,MODEL-INFERRED,0.243974312331,0.121141172934,0.0407670010834
45,full_fixed_box,lower,0.404481836875,-0.3,-0.45,52,122.188817226,MODEL-INFERRED,0.0950871178809,0.0490773696769,0.015905485129
46,full_fixed_box,lower,0.538641351619,0.3,-0.45,48,86.7333198081,MODEL-INFERRED,0.209263980937,0.104235450488,0.0345780970367
47,full_fixed_box,lower,0.985913179082,0.15,-1.05,55,67.490258939,MODEL-INFERRED,0.31949802319,0.157545783455,0.0539131832418
48,full_fixed_box,lower,0.894605328336,0.3,-0.75,56,76.3694304149,MODEL-INFERRED,0.337798211608,0.166504418262,0.056298021056
49,full_fixed_box,lower,1.00223224377,0.15,-1.35,50,57.6551069417,MODEL-INFERRED,0.307366970249,0.151046473486,0.0524416977413
50,full_fixed_box,lower,0.439425587883,0.3,0.15,53,118.549226095,MODEL-INFERRED,0.17318786577,0.0890472790874,0.0282338504267
51,full_fixed_box,lower,0.992694382175,0.9,-0.45,62,61.5767463553,MODEL-INFERRED,0.546860401028,0.267294540032,0.0897023421596
52,full_fixed_box,lower,1.03469925829,0.3,-1.35,56,52.1398845886,MODEL-INFERRED,0.35448830455,0.172932272924,0.0603243399827
53,full_fixed_box,lower,0.631011880422,0.45,0.15,61,111.12987041,MODEL-INFERRED,0.275141537637,0.140582982652,0.0447521288978
54,full_fixed_box,lower,0.749119415621,0,-1.2,52,67.8327882456,MODEL-INFERRED,0.209656635838,0.104027547441,0.0356720739454
55,full_fixed_box,lower,0.517525109449,0.15,-0.15,54,110.897279165,MODEL-INFERRED,0.182584789771,0.0929125044121,0.030026550272
56,full_fixed_box,lower,0.33873432907,-0.3,0.15,54,153.986295879,MODEL-INFERRED,0.0807828550891,0.0430388859649,0.0133318518108
57,full_fixed_box,lower,0.42454098534,0,0.15,58,134.751317001,MODEL-INFERRED,0.132759709079,0.0693396273173,0.0217625881706
58,full_fixed_box,lower,0.717026870869,0.15,-0.6,55,90.4241820271,MODEL-INFERRED,0.246265003792,0.122866284621,0.0409671768277
59,full_fixed_box,lower,0.690550951741,0.15,-0.75,47,79.6286228474,MODEL-INFERRED,0.233411712831,0.115896499097,0.0390020386119
60,full_fixed_box,lower,1.19221128393,0.45,-1.65,52,40.5582918358,MODEL-INFERRED,0.422465369502,0.20481026225,0.0726117530879
61,full_fixed_box,lower,0.679650448879,0.45,-0.6,52,71.6131859853,MODEL-INFERRED,0.288495026361,0.141991550229,0.047758170171
62,full_fixed_box,lower,2.01680304761,0.75,-1.8,51,30.0413986459,MODEL-INFERRED,0.818983375778,0.393815798388,0.141175133096
63,full_fixed_box,lower,0.474254320187,0,-0.45,54,105.043919042,MODEL-INFERRED,0.146191000374,0.0739696596445,0.0242895151678
64,full_fixed_box,lower,0.721195116793,0.6,-0.75,53,62.7067571107,MODEL-INFERRED,0.330186902547,0.160888980731,0.0547947629943
65,full_fixed_box,lower,0.301222951073,0.15,0.75,50,162.81597931,MODEL-INFERRED,0.101815752736,0.0552238956843,0.0164999665399
66,full_fixed_box,lower,0.23874919115,-0.15,1.05,48,207.837415262,MODEL-INFERRED,0.0601845955341,0.0341864038287,0.00978940408396
67,full_fixed_box,lower,0.725434757236,0.45,-0.75,51,67.1689979291,MODEL-INFERRED,0.303047517891,0.148440547406,0.0503908176148
68,full_fixed_box,lower,0.659082029389,0.6,0,60,93.856236083,MODEL-INFERRED,0.315525870518,0.158892782518,0.0513681320672
69,full_fixed_box,lower,1.20629018621,0.6,-0.9,61,56.9527107946,MODEL-INFERRED,0.541670388556,0.262908827789,0.0903189505737
70,full_fixed_box,lower,0.534937004429,-0.15,-0.6,59,101.750124443,MODEL-INFERRED,0.142916984286,0.0725827108787,0.0239208438148
71,full_fixed_box,lower,0.857461441964,0.9,-0.75,54,50.6308619353,MODEL-INFERRED,0.4590992531,0.222058626175,0.0759561720752
72,full_fixed_box,lower,0.427088959847,0.3,-0.3,50,96.9151642383,MODEL-INFERRED,0.16741997653,0.0839436287861,0.0275581257114
73,full_fixed_box,lower,0.48019933155,0.15,-0.6,49,91.4345195313,MODEL-INFERRED,0.164925883547,0.0822846536749,0.0274360860484
74,full_fixed_box,lower,0.91018555233,0.45,-0.6,61,75.353092878,MODEL-INFERRED,0.38635155078,0.190154597536,0.0639575778506
75,full_fixed_box,lower,0.519838605378,0.45,0.15,55,107.312353224,MODEL-INFERRED,0.226666403034,0.11581471587,0.0368675852163
76,full_fixed_box,lower,1.36502012075,0.3,-1.5,53,48.1496653901,MODEL-INFERRED,0.452842340436,0.220821943537,0.0775232737094
77,full_fixed_box,lower,0.950428504771,0.3,-1.5,50,48.4550812384,MODEL-INFERRED,0.315302508714,0.153752656409,0.0539774674356
78,full_fixed_box,lower,0.533039001031,0.45,-0.15,54,88.1343645717,MODEL-INFERRED,0.232422201411,0.116675944483,0.0380359672925
79,full_fixed_box,lower,0.558706908747,0.6,0.15,56,97.1692192599,MODEL-INFERRED,0.266991453067,0.135705857718,0.0433404519381
80,full_fixed_box,lower,0.677345810757,0.15,-0.75,54,79.4349690741,MODEL-INFERRED,0.228948270173,0.113680254798,0.0382562175871
81,full_fixed_box,lower,0.40196461778,0,0.45,52,153.338733799,MODEL-INFERRED,0.123907378566,0.0661072036068,0.0202123789519
82,full_fixed_box,lower,0.660571393215,0,-0.9,53,81.6579580631,MODEL-INFERRED,0.194104861828,0.0968100542074,0.0326834863458
83,full_fixed_box,lower,1.00597432009,0.6,-1.05,51,52.4512906922,MODEL-INFERRED,0.441566934649,0.21367511203,0.0740010518808
84,full_fixed_box,lower,0.881754264291,0.6,-1.05,59,53.4525936026,MODEL-INFERRED,0.387041219464,0.187290010732,0.0648632293637
85,full_fixed_box,lower,0.897114127626,0.45,-0.9,55,62.0410469768,MODEL-INFERRED,0.367566821463,0.179341886873,0.0614103473783
86,full_fixed_box,lower,0.335710270159,-0.3,0,52,156.039763006,MODEL-INFERRED,0.080205989189,0.0423366591257,0.0132751917215
87,full_fixed_box,lower,0.626581730054,0.15,-0.6,50,88.6304972149,MODEL-INFERRED,0.215201352134,0.107368039206,0.0357996130619
88,full_fixed_box,lower,0.482347671572,0.45,0.15,50,106.707207498,MODEL-INFERRED,0.210319146357,0.107462119888,0.0342086826595
89,full_fixed_box,lower,1.05775517256,0,-1.65,52,48.6235613106,MODEL-INFERRED,0.268813508287,0.133214133991,0.0465643567832
90,full_fixed_box,lower,0.739598215282,0.3,-0.9,49,68.5698560409,MODEL-INFERRED,0.273903735534,0.134483804749,0.0458667867236
91,full_fixed_box,lower,0.4093857976,-0.15,-0.15,54,127.93705458,MODEL-INFERRED,0.112351758919,0.0581980939617,0.0185900275949
92,full_fixed_box,lower,0.69470741102,0.9,0.15,53,78.6404705566,MODEL-INFERRED,0.388239903757,0.195882667824,0.0628309346609
93,full_fixed_box,lower,1.15639100628,0.45,-1.2,49,51.7294582981,MODEL-INFERRED,0.451267669734,0.219046011317,0.0761846111913
94,full_fixed_box,lower,0.665179979919,-0.45,-1.05,58,89.6626889618,MODEL-INFERRED,0.125399535815,0.0643408251635,0.021447500422
95,full_fixed_box,lower,0.548458695441,0.6,-0.3,45,78.7820992894,MODEL-INFERRED,0.26068380845,0.12920893943,0.0427267524845
96,full_fixed_box,lower,1.64498347741,0.75,-1.5,59,36.2069056869,MODEL-INFERRED,0.71864344374,0.344969444712,0.122296487419
97,full_fixed_box,lower,0.752380914276,0,-1.05,52,75.5418017675,MODEL-INFERRED,0.216112940337,0.107461313107,0.0365738176233
98,full_fixed_box,lower,1.03263700692,0.15,-1.05,51,70.5907552329,MODEL-INFERRED,0.334639488936,0.165012102213,0.0564682056771
99,full_fixed_box,lower,0.347918354335,-0.15,0.15,56,151.497257067,MODEL-INFERRED,0.0954826457074,0.0503415065203,0.0157023729361
100,full_fixed_box,lower,0.281120019675,-0.6,0.3,48,193.944902832,MODEL-INFERRED,0.0489235137508,0.026972373298,0.00811749629008
101,full_fixed_box,lower,0.708390882768,0.45,-0.45,57,79.3589479149,MODEL-INFERRED,0.304476837938,0.150712274908,0.0501956124081
102,full_fixed_box,lower,0.816136666808,0.45,-0.45,57,75.5720608127,MODEL-INFERRED,0.350787563307,0.173635512091,0.0578303318065
103,full_fixed_box,lower,1.14646376808,0.3,-1.35,57,54.7388411781,MODEL-INFERRED,0.392778862186,0.19161179797,0.0668403592343
104,full_fixed_box,lower,0.685255292255,0.3,-0.9,53,70.6187614318,MODEL-INFERRED,0.253778308905,0.124602435515,0.0424966660163
105,full_fixed_box,lower,0.58055794951,0.15,-0.3,50,101.122030827,MODEL-INFERRED,0.203720887604,0.102895238443,0.0336207067863
106,full_fixed_box,lower,0.384926389064,-0.15,0,50,138.08877067,MODEL-INFERRED,0.105829556367,0.0552811031469,0.0174546257834
107,full_fixed_box,lower,1.01827398933,0.45,-1.2,55,53.7562771959,MODEL-INFERRED,0.397369166502,0.192883596101,0.0670852743942
108,full_fixed_box,lower,0.684732699986,0.15,-1.35,51,57.1400413591,MODEL-INFERRED,0.209995454381,0.10319610076,0.0358285671904
109,full_fixed_box,lower,1.12544805288,0.75,-0.9,56,51.1353177656,MODEL-INFERRED,0.548872547147,0.265286714801,0.0913665671575
110,full_fixed_box,lower,0.776304899119,0.75,-0.45,49,64.6858401403,MODEL-INFERRED,0.397165094617,0.194743960471,0.0652368701177
111,full_fixed_box,lower,0.707616374704,0.15,-1.05,47,68.3813265789,MODEL-INFERRED,0.229312314402,0.113074841177,0.038694939964
112,full_fixed_box,lower,0.612779183947,0.3,-0.15,50,104.02318539,MODEL-INFERRED,0.241510558289,0.122001855811,0.0396139442636
113,full_fixed_box,lower,0.85125243083,-0.15,-1.05,56,79.5935662338,MODEL-INFERRED,0.214586206555,0.107710917684,0.0364324113671
114,full_fixed_box,lower,0.305192229072,0.3,0.3,48,123.420006846,MODEL-INFERRED,0.119636142893,0.0621424858572,0.0194529814616
115,full_fixed_box,lower,0.353035924135,0,0.15,51,132.686147817,MODEL-INFERRED,0.110399109158,0.0576608154559,0.0180971347683
116,full_fixed_box,lower,0.780523574024,0.3,-0.75,64,76.9126732176,MODEL-INFERRED,0.294721548231,0.145271461633,0.0491187915087
117,full_fixed_box,lower,0.624244660417,0.3,-0.6,57,77.9738359198,MODEL-INFERRED,0.23950856706,0.118623797529,0.0397397847271
118,full_fixed_box,lower,0.822658517712,-0.15,-1.35,58,66.8641305969,MODEL-INFERRED,0.196255735699,0.0981736791475,0.0336900162124
119,full_fixed_box,lower,0.566270937624,-0.15,-0.6,54,101.937954112,MODEL-INFERRED,0.151288346149,0.0768342429188,0.025322007159
120,full_fixed_box,lower,0.766843122685,-0.15,-1.05,57,81.3850568268,MODEL-INFERRED,0.193308060876,0.0970304148012,0.0328198112427
121,full_fixed_box,lower,1.00141552111,-0.15,-1.8,51,50.4483772388,MODEL-INFERRED,0.215028956402,0.107706423645,0.0376142860636
122,full_fixed_box,lower,0.413224645372,-0.3,-0.45,52,120.261874799,MODEL-INFERRED,0.0971424103226,0.050138168965,0.0162492795788
123,full_fixed_box,lower,1.4705472824,0.75,-1.2,57,44.2493834857,MODEL-INFERRED,0.683071170954,0.328447261877,0.114897224705
124,full_fixed_box,lower,1.09658461396,0.15,-1.5,60,49.8809828132,MODEL-INFERRED,0.325650068085,0.15996524317,0.0558939922415
125,full_fixed_box,lower,1.33848300182,0.6,-1.2,61,47.2867138009,MODEL-INFERRED,0.572449352547,0.276415784644,0.0964514232249
126,full_fixed_box,lower,0.538030838359,-0.3,-0.9,49,97.8730083182,MODEL-INFERRED,0.120569410487,0.061340568874,0.0204388345569
127,full_fixed_box,lower,0.647414892024,0.15,-0.75,50,82.6341246407,MODEL-INFERRED,0.218831381636,0.108656890936,0.036565731396
128,full_fixed_box,lower,0.642225660677,0.75,-0.3,53,72.4015164602,MODEL-INFERRED,0.331528249205,0.163633780018,0.0542473313326
129,full_fixed_box,lower,0.284209259097,0,0.45,55,158.704050679,MODEL-INFERRED,0.0876087662976,0.046741127271,0.0142911713927
130,full_fixed_box,lower,0.388989404665,-0.45,-0.75,47,111.978111528,MODEL-INFERRED,0.0764877605104,0.0395177041748,0.0129541989988
131,full_fixed_box,lower,0.897666725368,0,-0.6,59,93.2683151268,MODEL-INFERRED,0.273272477336,0.137486064994,0.0455923474802
132,full_fixed_box,lower,0.42592786209,0,0.3,51,146.1342038,MODEL-INFERRED,0.132476709528,0.0699000955649,0.0216598230813
133,full_fixed_box,lower,0.423240915653,-0.75,-0.9,49,114.899003197,MODEL-INFERRED,0.0587899877961,0.0310558869078,0.0100905710282
134,full_fixed_box,lower,0.398582706051,0.45,0.9,55,147.369445668,MODEL-INFERRED,0.163307848847,0.0885910318938,0.0263000406162
135,full_fixed_box,lower,0.807168067779,0.6,-1.05,52,52.7668508017,MODEL-INFERRED,0.354302015785,0.171447445392,0.0593765515355
136,full_fixed_box,lower,2.76443592219,0.6,-2.55,57,21.2385786476,MODEL-INFERRED,0.822853084321,0.404857771116,0.147489275662
137,full_fixed_box,lower,0.699099110378,0,-0.9,58,81.4079630716,MODEL-INFERRED,0.205425995764,0.102456484594,0.0345897452767
138,full_fixed_box,lower,1.07703809972,0.9,-0.45,55,60.4524299632,MODEL-INFERRED,0.593324086154,0.290005069667,0.0973238510005
139,full_fixed_box,lower,0.174702535066,-0.3,1.2,50,232.732706963,MODEL-INFERRED,0.0372880853339,0.0217379942548,0.00608194289367
140,full_fixed_box,lower,0.390422725478,-0.15,0,54,135.949845871,MODEL-INFERRED,0.107340689043,0.0560704580699,0.0177038591382
141,full_fixed_box,lower,0.690306170437,0.45,-0.9,53,63.7219744014,MODEL-INFERRED,0.28283318375,0.137998953883,0.0472536775629
142,full_fixed_box,lower,0.464615137622,0,0.15,59,134.315156438,MODEL-INFERRED,0.1452914386,0.0758848770819,0.0238168474825
143,full_fixed_box,lower,0.581245891719,0,-0.15,61,119.591466449,MODEL-INFERRED,0.181763453124,0.0932714863192,0.029978516062
144,full_fixed_box,lower,1.20831465294,0.6,-1.05,58,50.3104011747,MODEL-INFERRED,0.530383118868,0.256653439037,0.0888855247443
145,full_fixed_box,lower,0.886877647159,0,-1.65,50,54.473193202,MODEL-INFERRED,0.225387403379,0.11169374614,0.0390420092066
146,full_fixed_box,lower,0.293978889111,-0.6,0.45,51,204.368762508,MODEL-INFERRED,0.0507046595523,0.0282658970107,0.00839377298774
147,full_fixed_box,lower,1.0872168869,0.3,-1.8,53,40.033612783,MODEL-INFERRED,0.33526161465,0.163768329938,0.058136852292
148,full_fixed_box,lower,1.62348420477,0.6,-1.5,53,41.845938856,MODEL-INFERRED,0.653036175734,0.314796926711,0.111318089844
149,full_fixed_box,lower,1.06430147369,-0.3,-1.65,58,60.1152751618,MODEL-INFERRED,0.206273725244,0.104272489127,0.0359727350478
150,full_fixed_box,lower,0.411570713574,0.15,0,50,114.600374338,MODEL-INFERRED,0.145465438278,0.0746466342024,0.023845370318
151,full_fixed_box,lower,1.02898393843,0.3,-0.75,57,76.314957637,MODEL-INFERRED,0.388538859724,0.191515036455,0.0647545432574
152,full_fixed_box,lower,0.962319343239,0.9,-1.05,53,42.7607969857,MODEL-INFERRED,0.493985029659,0.237282542466,0.0825339077913
153,full_fixed_box,lower,0.472367761848,0,-0.15,56,118.848989673,MODEL-INFERRED,0.147715789068,0.0758000079906,0.0243629843023
154,full_fixed_box,lower,1.08318876466,0.3,-1.2,63,58.4081739988,MODEL-INFERRED,0.382073710167,0.186627176183,0.064651007942
155,full_fixed_box,lower,0.96043194053,0.3,-1.05,58,64.3363202594,MODEL-INFERRED,0.347692278554,0.170197979218,0.0585184705132
156,full_fixed_box,lower,1.26319784984,0.75,-1.05,53,47.2147728742,MODEL-INFERRED,0.602204204772,0.29018509185,0.100752804045
157,full_fixed_box,lower,0.931690721619,0.15,-1.35,59,57.776573808,MODEL-INFERRED,0.285733128318,0.140415157021,0.0487506199439
158,full_fixed_box,lower,1.53419265375,0.75,-1.2,56,43.1060472992,MODEL-INFERRED,0.712634530701,0.342662478349,0.119869983229
159,full_fixed_box,lower,0.62417121813,0.45,-0.3,59,88.4274324397,MODEL-INFERRED,0.270694340642,0.134875490947,0.044455599062
160,full_fixed_box,lower,0.248855738842,-0.3,1.65,53,264.735851698,MODEL-INFERRED,0.0482310713347,0.0296110903776,0.00786328452425
161,full_fixed_box,lower,0.611772354397,0,-1.2,56,70.8135908898,MODEL-INFERRED,0.171217206559,0.0849546498101,0.0291317888828
162,full_fixed_box,lower,0.746827305287,0.3,-0.75,54,71.1826354145,MODEL-INFERRED,0.281998016461,0.138999894222,0.0469982661924
163,full_fixed_box,lower,0.42589770268,-0.3,-0.6,48,111.8771945,MODEL-INFERRED,0.0988779335518,0.0507444771202,0.0166081963007
164,full_fixed_box,lower,2.39975884406,0.45,-2.4,52,25.0496093665,MODEL-INFERRED,0.685392907611,0.33718824725,0.122105967838
165,full_fixed_box,lower,0.514276608643,0,-0.45,53,102.467453336,MODEL-INFERRED,0.158528048531,0.0802119539775,0.0263393056307
166,full_fixed_box,lower,1.9939599266,0.15,-2.55,57,27.3433020952,MODEL-INFERRED,0.438179496687,0.219691596205,0.0790816360205
167,full_fixed_box,lower,0.530174079245,0.3,0,51,109.354318226,MODEL-INFERRED,0.20933063691,0.106636025474,0.0342253712151
168,full_fixed_box,lower,0.831710784477,0.3,-1.05,52,64.2859680858,MODEL-INFERRED,0.301093086922,0.147387325263,0.0506755772721
169,full_fixed_box,lower,0.83533873896,0.6,-0.9,53,57.7766264807,MODEL-INFERRED,0.375099013885,0.182060611267,0.0625445843286
170,full_fixed_box,lower,0.990433605023,0.45,-1.05,49,57.5545245698,MODEL-INFERRED,0.396680018506,0.19296257138,0.0666105678259
171,full_fixed_box,lower,0.969635781843,0.45,-1.35,52,48.8846389923,MODEL-INFERRED,0.36752163778,0.178168306197,0.0623991209268
172,full_fixed_box,lower,0.625481542336,-0.15,-0.6,54,105.625430582,MODEL-INFERRED,0.167107407072,0.084868209848,0.0279697350518
173,full_fixed_box,lower,0.506140657773,0.3,0.3,53,125.183564561,MODEL-INFERRED,0.19840844651,0.103059107249,0.032261453257
174,full_fixed_box,lower,0.620396593064,-0.15,-0.75,55,96.9748342079,MODEL-INFERRED,0.163121142862,0.0824474526894,0.0274242167609
175,full_fixed_box,lower,0.785315316421,0.15,-0.75,57,79.1294839536,MODEL-INFERRED,0.265442821643,0.131800985331,0.0443542916223
176,full_fixed_box,lower,0.99565692399,0.6,-0.75,54,61.3168994796,MODEL-INFERRED,0.455844566992,0.222117737528,0.0756477462247
177,full_fixed_box,lower,0.766031378152,0,-1.2,51,69.3601440326,MODEL-INFERRED,0.214389799998,0.106376051495,0.0364773991919
178,full_fixed_box,lower,0.515098005515,0.45,0,52,103.710875977,MODEL-INFERRED,0.225004227708,0.113903018422,0.036703792533
179,full_fixed_box,lower,0.877462780833,0,-0.75,55,83.4462266444,MODEL-INFERRED,0.262887005915,0.131628385357,0.0440551318791
180,full_fixed_box,lower,0.579629830191,0.6,0.15,57,96.0251076577,MODEL-INFERRED,0.276989971272,0.140787883654,0.0449635012634
181,full_fixed_box,lower,1.00562476079,0.45,-0.9,58,63.0466988835,MODEL-INFERRED,0.412025945781,0.201034223554,0.0688382492158
182,full_fixed_box,lower,0.626734198676,0.3,-0.3,52,92.8385812432,MODEL-INFERRED,0.245681426348,0.123183570327,0.0404403331824
183,full_fixed_box,lower,0.272419362647,0,0.9,49,189.804107377,MODEL-INFERRED,0.0800487627668,0.0443890595439,0.0129924393032
184,full_fixed_box,lower,1.53154360376,0.3,-1.65,55,44.1227256202,MODEL-INFERRED,0.490547138209,0.239313911798,0.0845068013134
185,full_fixed_box,lower,0.193670270065,-0.45,0.75,51,224.772029722,MODEL-INFERRED,0.0380817704982,0.0214922203079,0.00625517083329
186,full_fixed_box,lower,0.652879858639,0,-0.6,52,95.9708395252,MODEL-INFERRED,0.198753157861,0.0999946641012,0.0331596621961
187,full_fixed_box,lower,0.942396494137,0,-1.2,54,70.1356533445,MODEL-INFERRED,0.263749242733,0.130867247541,0.0448756723211
188,full_fixed_box,lower,0.362638897556,-0.15,0,52,137.615752268,MODEL-INFERRED,0.0997019553351,0.0520802908566,0.0164439914518
189,full_fixed_box,lower,0.691468937813,0.45,-0.6,51,73.7955342533,MODEL-INFERRED,0.293511686443,0.144460651173,0.0485886403143
190,full_fixed_box,lower,1.05439315701,0.45,-1.05,63,55.4886093748,MODEL-INFERRED,0.422296552654,0.205423577905,0.0709121000577
191,full_fixed_box,lower,0.236060230222,0.3,0.6,55,140.46477287,MODEL-INFERRED,0.0905709749164,0.0481427979263,0.0146641279083
192,full_fixed_box,lower,0.279461924505,-0.75,0.3,48,208.172135907,MODEL-INFERRED,0.0410889649221,0.0229625415252,0.0068479563623
193,full_fixed_box,lower,0.657420266965,0.15,-0.45,59,98.2534672354,MODEL-INFERRED,0.22863300897,0.114720003717,0.0378768990995
194,full_fixed_box,lower,0.518909471702,0.15,-0.3,56,104.026042682,MODEL-INFERRED,0.182088107226,0.0919689651413,0.0300505801556
195,full_fixed_box,lower,1.13181568961,0.45,-1.65,54,40.0865779522,MODEL-INFERRED,0.401063922113,0.194434888625,0.0689333530918
